target,stage,fold_id,n_train,n_test,n_features,et_mae,et_rmse,et_r2,et_spearman,dummy_mae,dummy_rmse,dummy_r2,dummy_spearman,mae_skill_vs_dummy,rmse_skill_vs_dummy,scientific_signature
capacity_vol,P3,4,2561,640,112,57.67505124689817,89.3427480774379,0.8762395655630572,0.9406233749349976,201.53288737087988,254.46019541822469,-0.0039288262173446,,0.713818166358332,0.6488930304773354,b5de8b8db6b47b12529eff4d2f52a2dee0e159cd3f6cd30ef548b5ed90efb1bc
energy_grav,P1,0,2560,641,73,144.7134385344171,204.6297725204791,0.4624143691597325,0.6895338609125491,220.4847736852272,281.22168982674094,-0.0153309762304509,,0.3436579038286984,0.2723542318284543,593a7511f5c9a8970d1fd50208ce92f41cf7101f7c4a851efaec66cfec33a8b9
energy_grav,P1,1,2561,640,73,140.4474087378443,197.166148374377,0.4493377839484908,0.7081178411589701,208.8663248676631,265.70536488871306,-4.886144755888999e-05,,0.3275727486140657,0.2579519481777974,593a7511f5c9a8970d1fd50208ce92f41cf7101f7c4a851efaec66cfec33a8b9
energy_grav,P1,2,2561,640,73,157.05967629750708,213.1781860676178,0.4222246823094052,0.6482546004294075,220.83360820219613,280.4764493905652,-0.0001525855290451,,0.2887872567218001,0.2399426528294151,593a7511f5c9a8970d1fd50208ce92f41cf7101f7c4a851efaec66cfec33a8b9
energy_grav,P1,3,2561,640,73,144.8864577719102,209.13747083540565,0.4710097967456561,0.7458661652151347,226.0544860211512,289.4780681404636,-0.0134801735111427,,0.3590640012410387,0.2775360420951622,593a7511f5c9a8970d1fd50208ce92f41cf7101f7c4a851efaec66cfec33a8b9
energy_grav,P1,4,2561,640,73,148.5246998562116,211.1626988080729,0.4891003988139276,0.7369216664170942,225.87765060611736,295.4267461442396,-1.7915126817591442e-06,,0.3424550881520937,0.2852282281003275,593a7511f5c9a8970d1fd50208ce92f41cf7101f7c4a851efaec66cfec33a8b9
energy_grav,P2,0,2560,641,93,83.02436991890742,120.5885426322157,0.8133095501936976,0.9085111295011788,220.4847736852272,281.22168982674094,-0.0153309762304509,,0.6234462428800807,0.5711975747442894,d6d0ef84b7649c6dcb97883caad6a8f64310483d61dcdf9b16d714caba5d76fd
energy_grav,P2,1,2561,640,93,83.19945467780856,118.24574572301928,0.8019423498748517,0.897022832781792,208.8663248676631,265.70536488871306,-4.886144755888999e-05,,0.6016617100409871,0.5549741881480458,d6d0ef84b7649c6dcb97883caad6a8f64310483d61dcdf9b16d714caba5d76fd
energy_grav,P2,2,2561,640,93,92.00178730464684,128.36320856853308,0.7905142005699183,0.8883107675504911,220.83360820219613,280.4764493905652,-0.0001525855290451,,0.5833886515117317,0.5423387280912613,d6d0ef84b7649c6dcb97883caad6a8f64310483d61dcdf9b16d714caba5d76fd
energy_grav,P2,3,2561,640,93,87.4945915282034,131.7504930308466,0.7900632720961174,0.9007129560792192,226.0544860211512,289.4780681404636,-0.0134801735111427,,0.6129491032528467,0.5448688258935139,d6d0ef84b7649c6dcb97883caad6a8f64310483d61dcdf9b16d714caba5d76fd
energy_grav,P2,4,2561,640,93,89.9360972669298,139.138246249621,0.778183317410977,0.8821694205796402,225.87765060611736,295.4267461442396,-1.7915126817591442e-06,,0.6018371139172186,0.5290262372463461,d6d0ef84b7649c6dcb97883caad6a8f64310483d61dcdf9b16d714caba5d76fd
energy_grav,P3,0,2560,641,108,82.2134756187558,118.51735200808716,0.8196675478472599,0.9163581928791172,220.4847736852272,281.22168982674094,-0.0153309762304509,,0.6271240220146586,0.5785625494210456,470f6a8565884566be042cbc388b3bc6f739d81fee5d9701b79c0de6780feb76
energy_grav,P3,1,2561,640,108,79.44619731443072,113.553914751171,0.8173478473190403,0.9063097383050254,208.8663248676631,265.70536488871306,-4.886144755888999e-05,,0.6196313725308877,0.5726322093694591,470f6a8565884566be042cbc388b3bc6f739d81fee5d9701b79c0de6780feb76
energy_grav,P3,2,2561,640,108,91.93259073404734,130.8688612271417,0.7822560450937364,0.8863231782792439,220.83360820219613,280.4764493905652,-0.0001525855290451,,0.5837019940829229,0.5334051699830741,470f6a8565884566be042cbc388b3bc6f739d81fee5d9701b79c0de6780feb76
energy_grav,P3,3,2561,640,108,83.32784193828483,126.5749245106156,0.8062332389057034,0.9166332956135148,226.0544860211512,289.4780681404636,-0.0134801735111427,,0.6313816044752675,0.5627477918320307,470f6a8565884566be042cbc388b3bc6f739d81fee5d9701b79c0de6780feb76
energy_grav,P3,4,2561,640,108,85.44730133794266,129.82771629740805,0.8068761141088482,0.9081405228040108,225.87765060611736,295.4267461442396,-1.7915126817591442e-06,,0.6217098012634079,0.5605417654567377,470f6a8565884566be042cbc388b3bc6f739d81fee5d9701b79c0de6780feb76
energy_vol,P1,0,2560,641,73,506.88302654135055,720.0711107139404,0.4636377071432636,0.6792506684513785,782.1621517078995,987.099296876901,-0.0079271623479049,,0.3519463637628847,0.2705180593358898,32258ac8e858f51ae44b127a0e5796f222d14b37eabac82c9beebd8d386b5f07
energy_vol,P1,1,2561,640,73,481.1760006615239,666.1338937123186,0.480480034967639,0.7086405517160427,726.3062682316628,924.1884591618334,-6.001293426649568e-07,,0.3375026187877427,0.2792228824016587,32258ac8e858f51ae44b127a0e5796f222d14b37eabac82c9beebd8d386b5f07
energy_vol,P1,2,2561,640,73,532.8108997054535,717.8748156447181,0.4159177034328665,0.6580118355558947,744.2668823311271,939.4869891474016,-0.0003642143697777,,0.2841131153966838,0.2358863678397502,32258ac8e858f51ae44b127a0e5796f222d14b37eabac82c9beebd8d386b5f07
energy_vol,P1,3,2561,640,73,491.8963939700792,708.5215002836162,0.505862029326525,0.7411432887953989,767.4495703350152,1013.9491738568832,-0.0119860632877182,,0.359050531808427,0.3012258222090899,32258ac8e858f51ae44b127a0e5796f222d14b37eabac82c9beebd8d386b5f07
energy_vol,P1,4,2561,640,73,525.6267673188669,727.7083866153331,0.4710834514244735,0.7001860189788512,780.893730369967,1000.615865825421,-1.6497658851699626e-05,,0.3268907831161114,0.2727395082677036,32258ac8e858f51ae44b127a0e5796f222d14b37eabac82c9beebd8d386b5f07
energy_vol,P2,0,2560,641,93,286.9709028079211,420.0815744984804,0.8174529874155929,0.9070068729657096,782.1621517078995,987.099296876901,-0.0079271623479049,,0.6331056134827,0.5744282507063037,8925efddac23dc933be6febaf703483fd27854076bc4181277656695f1a73299
energy_vol,P2,1,2561,640,93,291.6971145508654,395.40283089318575,0.8169546387668971,0.8996351133891425,726.3062682316628,924.1884591618334,-6.001293426649568e-07,,0.5983827659080238,0.572162120211082,8925efddac23dc933be6febaf703483fd27854076bc4181277656695f1a73299
energy_vol,P2,2,2561,640,93,302.69613359766424,414.6615898387447,0.8051213670381104,0.8895082344906601,744.2668823311271,939.4869891474016,-0.0003642143697777,,0.5932962479136703,0.5586297685558623,8925efddac23dc933be6febaf703483fd27854076bc4181277656695f1a73299
energy_vol,P2,3,2561,640,93,307.9175625729432,447.2148398434501,0.8031322523226975,0.8890506883987149,767.4495703350152,1013.9491738568832,-0.0119860632877182,,0.5987781158851548,0.5589376160322475,8925efddac23dc933be6febaf703483fd27854076bc4181277656695f1a73299
energy_vol,P2,4,2561,640,93,311.0954361472179,459.307246255976,0.7892929875542288,0.8859685021203667,780.893730369967,1000.615865825421,-1.6497658851699626e-05,,0.6016161686945174,0.5409754512766121,8925efddac23dc933be6febaf703483fd27854076bc4181277656695f1a73299
energy_vol,P3,0,2560,641,108,286.65614321571195,399.3007739089345,0.8350669205262072,0.9177247054835465,782.1621517078995,987.099296876901,-0.0079271623479049,,0.6335080359107372,0.5954806419452547,e70b87b4b7bb8bc6d30de0941af919b4ac8bf9e6cc8778399be9302911da30c2
energy_vol,P3,1,2561,640,108,271.40372101381973,370.39580769500174,0.8393756793959405,0.9144979144236194,726.3062682316628,924.1884591618334,-6.001293426649568e-07,,0.626323311686947,0.5992204793047062,e70b87b4b7bb8bc6d30de0941af919b4ac8bf9e6cc8778399be9302911da30c2
energy_vol,P3,2,2561,640,108,291.4720628786039,409.01845626076926,0.8103894849063602,0.902986182827595,744.2668823311271,939.4869891474016,-0.0003642143697777,,0.608376954828783,0.5646363802952081,e70b87b4b7bb8bc6d30de0941af919b4ac8bf9e6cc8778399be9302911da30c2
energy_vol,P3,3,2561,640,108,293.23912747911606,433.4407132242589,0.8150724717801835,0.900656068496261,767.4495703350152,1013.9491738568832,-0.0119860632877182,,0.6179043694674189,0.5725222482547847,e70b87b4b7bb8bc6d30de0941af919b4ac8bf9e6cc8778399be9302911da30c2
