target,stage,fold_id,n_train,n_test,n_features,ridge_mae,ridge_rmse,ridge_r2,ridge_spearman,dummy_mae,dummy_rmse,dummy_r2,dummy_spearman,mae_skill_vs_dummy,rmse_skill_vs_dummy
stability_worst,P1,1,2561,640,73,0.04723164373161507,0.09194018990606449,0.12178388138783303,0.3234220854524867,0.0483779339625246,0.09828111965739204,-0.0035310209305534634,,0.02369448500627347,0.06451828971253104
stability_worst,P1,2,2561,640,73,0.05047786607359789,0.10017312849069909,-0.0584241398241363,0.226274854700719,0.04429000404797795,0.0977048119749024,-0.0069065552974922895,,-0.1397123833837728,-0.02526299847371627
stability_worst,P1,3,2561,640,73,0.04753052892138272,0.09339848850026398,0.19707598376801838,0.3345964052571616,0.04716192169517208,0.10427567829569058,-0.0008311166313161866,,-0.007815780463593214,0.10431185846216762
stability_worst,P1,4,2561,640,73,0.050620498381640136,0.11278606218888639,-0.006921074089961676,0.2687326820798661,0.05168639466264193,0.11239794196987186,-2.949682190722669e-06,,0.02062237631312691,-0.0034530900852129953
stability_worst,P2,0,2560,641,93,0.05020676519475005,0.12531979699038792,0.022286332254852548,0.39545150559211434,0.05141732016876007,0.12685732317043888,-0.001851625407927715,,0.023543719704503863,0.01212012157930542
stability_worst,P2,1,2561,640,93,0.04437233229723513,0.08493271503411685,0.25055351756401223,0.4374427055850031,0.0483779339625246,0.09828111965739204,-0.0035310209305534634,,0.08279811346206634,0.1358186055450703
stability_worst,P2,2,2561,640,93,0.04983536455274569,0.09894549668460093,-0.032640912453156146,0.24598502774943404,0.04429000404797795,0.0977048119749024,-0.0069065552974922895,,-0.12520568972539792,-0.012698296886515914
stability_worst,P2,3,2561,640,93,0.046564310051212844,0.08928822236790165,0.2661908786263184,0.3842996323939957,0.04716192169517208,0.10427567829569058,-0.0008311166313161866,,0.01267148628552206,0.14372916266523406
stability_worst,P2,4,2561,640,93,0.04999635947150503,0.10197593660989163,0.17684813189170256,0.2725630452672925,0.05168639466264193,0.11239794196987186,-2.949682190722669e-06,,0.03269787343783204,0.09272416538350714
stability_worst,P3,0,2560,641,105,0.05280353446608527,0.11093811628588822,0.23381455831736797,0.40928127207197457,0.05141732016876007,0.12685732317043888,-0.001851625407927715,,-0.026960065067090477,0.1254890650905699
stability_worst,P3,1,2561,640,105,0.04624980677831181,0.08002116537979871,0.33472630053281405,0.48355841437674424,0.0483779339625246,0.09828111965739204,-0.0035310209305534634,,0.043989625225858586,0.18579310391708526
stability_worst,P3,2,2561,640,105,0.052756278690004946,0.09217406580992663,0.10386229417423476,0.2779765163826904,0.04429000404797795,0.0977048119749024,-0.0069065552974922895,,-0.19115542714459344,0.056606691658098285
