split_name,unconstrained_energy_consistency_mae,softconstrained_energy_consistency_mae,energy_consistency_reduction_pct,unconstrained_stability_consistency_mae,softconstrained_stability_consistency_mae,stability_consistency_reduction_pct
random_split,40.67931213378906,18.65460205078125,54.14228738817253,0.01653576809912916,0.01025524642318482,37.98143296576043
framework_groupkfold,44.99202423095703,20.053979873657227,55.4277003170287,0.01730508208274836,0.010946850664913601,36.74198936145674
leave_chemical_system_out,47.373560988108316,25.58453093210856,45.99407264627885,0.016641699845592123,0.011020466410554899,33.77800036770954
leave_family_out,84.20597076416016,44.72456817626953,46.88670201127204,0.02632846422493455,0.015111415507271839,42.60426518550796
leave_working_ion_out,87.21165211995442,36.971824645996094,57.60678332851263,0.0266622180740038,0.0175329061845938,34.240631683645496
