source,target,edge_key,edge_type,leakage_level,relation,rule_id,reason,dependency_path,allowed_P0,allowed_P1,allowed_P2,allowed_P3,allowed_P4
feature::charge_formula_frac_Co,target::stability_charge,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Co -> target::stability_charge,True,False,False,False,True
feature::charge_formula_frac_Co,target::stability_discharge,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Co -> target::stability_discharge,True,False,False,False,True
feature::charge_formula_frac_Co,target::stability_worst,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Co -> target::stability_worst,True,False,False,False,True
feature::charge_formula_frac_Cr,target::average_voltage,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Cr -> target::average_voltage,True,False,False,False,True
feature::charge_formula_frac_Cr,target::capacity_grav,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_Cr -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
feature::charge_formula_frac_Cr,target::capacity_vol,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_Cr -> concept::working_ion_transfer -> target::capacity_vol,True,False,False,False,True
feature::charge_formula_frac_Cr,target::energy_grav,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_Cr -> concept::working_ion_transfer -> target::energy_grav,True,False,False,False,True
feature::charge_formula_frac_Cr,target::energy_vol,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_Cr -> concept::working_ion_transfer -> target::energy_vol,True,False,False,False,True
feature::charge_formula_frac_Cr,target::max_delta_volume,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Cr -> target::max_delta_volume,True,False,False,False,True
feature::charge_formula_frac_Cr,target::stability_charge,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Cr -> target::stability_charge,True,False,False,False,True
feature::charge_formula_frac_Cr,target::stability_discharge,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Cr -> target::stability_discharge,True,False,False,False,True
feature::charge_formula_frac_Cr,target::stability_worst,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Cr -> target::stability_worst,True,False,False,False,True
feature::charge_formula_frac_Cu,target::average_voltage,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Cu -> target::average_voltage,True,False,False,False,True
feature::charge_formula_frac_Cu,target::capacity_grav,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_Cu -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
feature::charge_formula_frac_Cu,target::capacity_vol,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_Cu -> concept::working_ion_transfer -> target::capacity_vol,True,False,False,False,True
feature::charge_formula_frac_Cu,target::energy_grav,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_Cu -> concept::working_ion_transfer -> target::energy_grav,True,False,False,False,True
feature::charge_formula_frac_Cu,target::energy_vol,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_Cu -> concept::working_ion_transfer -> target::energy_vol,True,False,False,False,True
feature::charge_formula_frac_Cu,target::max_delta_volume,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Cu -> target::max_delta_volume,True,False,False,False,True
feature::charge_formula_frac_Cu,target::stability_charge,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Cu -> target::stability_charge,True,False,False,False,True
feature::charge_formula_frac_Cu,target::stability_discharge,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Cu -> target::stability_discharge,True,False,False,False,True
feature::charge_formula_frac_Cu,target::stability_worst,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Cu -> target::stability_worst,True,False,False,False,True
feature::charge_formula_frac_F,target::average_voltage,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_F -> target::average_voltage,True,False,False,False,True
feature::charge_formula_frac_F,target::capacity_grav,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_F -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
feature::charge_formula_frac_F,target::capacity_vol,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_F -> concept::working_ion_transfer -> target::capacity_vol,True,False,False,False,True
feature::charge_formula_frac_F,target::energy_grav,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_F -> concept::working_ion_transfer -> target::energy_grav,True,False,False,False,True
feature::charge_formula_frac_F,target::energy_vol,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_F -> concept::working_ion_transfer -> target::energy_vol,True,False,False,False,True
feature::charge_formula_frac_F,target::max_delta_volume,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_F -> target::max_delta_volume,True,False,False,False,True
feature::charge_formula_frac_F,target::stability_charge,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_F -> target::stability_charge,True,False,False,False,True
feature::charge_formula_frac_F,target::stability_discharge,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_F -> target::stability_discharge,True,False,False,False,True
feature::charge_formula_frac_F,target::stability_worst,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_F -> target::stability_worst,True,False,False,False,True
feature::charge_formula_frac_Fe,target::average_voltage,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Fe -> target::average_voltage,True,False,False,False,True
feature::charge_formula_frac_Fe,target::capacity_grav,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_Fe -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
feature::charge_formula_frac_Fe,target::capacity_vol,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_Fe -> concept::working_ion_transfer -> target::capacity_vol,True,False,False,False,True
feature::charge_formula_frac_Fe,target::energy_grav,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_Fe -> concept::working_ion_transfer -> target::energy_grav,True,False,False,False,True
feature::charge_formula_frac_Fe,target::energy_vol,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_Fe -> concept::working_ion_transfer -> target::energy_vol,True,False,False,False,True
feature::charge_formula_frac_Fe,target::max_delta_volume,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Fe -> target::max_delta_volume,True,False,False,False,True
feature::charge_formula_frac_Fe,target::stability_charge,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Fe -> target::stability_charge,True,False,False,False,True
feature::charge_formula_frac_Fe,target::stability_discharge,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Fe -> target::stability_discharge,True,False,False,False,True
feature::charge_formula_frac_Fe,target::stability_worst,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Fe -> target::stability_worst,True,False,False,False,True
feature::charge_formula_frac_I,target::average_voltage,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_I -> target::average_voltage,True,False,False,False,True
feature::charge_formula_frac_I,target::capacity_grav,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_I -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
feature::charge_formula_frac_I,target::capacity_vol,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_I -> concept::working_ion_transfer -> target::capacity_vol,True,False,False,False,True
feature::charge_formula_frac_I,target::energy_grav,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_I -> concept::working_ion_transfer -> target::energy_grav,True,False,False,False,True
feature::charge_formula_frac_I,target::energy_vol,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_I -> concept::working_ion_transfer -> target::energy_vol,True,False,False,False,True
feature::charge_formula_frac_I,target::max_delta_volume,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_I -> target::max_delta_volume,True,False,False,False,True
feature::charge_formula_frac_I,target::stability_charge,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_I -> target::stability_charge,True,False,False,False,True
feature::charge_formula_frac_I,target::stability_discharge,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_I -> target::stability_discharge,True,False,False,False,True
feature::charge_formula_frac_I,target::stability_worst,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_I -> target::stability_worst,True,False,False,False,True
feature::charge_formula_frac_K,target::average_voltage,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_K -> target::average_voltage,True,False,False,False,True
feature::charge_formula_frac_K,target::capacity_grav,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_K -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
feature::charge_formula_frac_K,target::capacity_vol,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_K -> concept::working_ion_transfer -> target::capacity_vol,True,False,False,False,True
feature::charge_formula_frac_K,target::energy_grav,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_K -> concept::working_ion_transfer -> target::energy_grav,True,False,False,False,True
feature::charge_formula_frac_K,target::energy_vol,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_K -> concept::working_ion_transfer -> target::energy_vol,True,False,False,False,True
feature::charge_formula_frac_K,target::max_delta_volume,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_K -> target::max_delta_volume,True,False,False,False,True
feature::charge_formula_frac_K,target::stability_charge,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_K -> target::stability_charge,True,False,False,False,True
feature::charge_formula_frac_K,target::stability_discharge,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_K -> target::stability_discharge,True,False,False,False,True
feature::charge_formula_frac_K,target::stability_worst,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_K -> target::stability_worst,True,False,False,False,True
feature::charge_formula_frac_Li,target::average_voltage,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Li -> target::average_voltage,True,False,False,False,True
feature::charge_formula_frac_Li,target::capacity_grav,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_Li -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
feature::charge_formula_frac_Li,target::capacity_vol,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_Li -> concept::working_ion_transfer -> target::capacity_vol,True,False,False,False,True
feature::charge_formula_frac_Li,target::energy_grav,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_Li -> concept::working_ion_transfer -> target::energy_grav,True,False,False,False,True
feature::charge_formula_frac_Li,target::energy_vol,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_Li -> concept::working_ion_transfer -> target::energy_vol,True,False,False,False,True
feature::charge_formula_frac_Li,target::max_delta_volume,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Li -> target::max_delta_volume,True,False,False,False,True
feature::charge_formula_frac_Li,target::stability_charge,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Li -> target::stability_charge,True,False,False,False,True
feature::charge_formula_frac_Li,target::stability_discharge,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Li -> target::stability_discharge,True,False,False,False,True
feature::charge_formula_frac_Li,target::stability_worst,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Li -> target::stability_worst,True,False,False,False,True
feature::charge_formula_frac_Mg,target::average_voltage,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Mg -> target::average_voltage,True,False,False,False,True
feature::charge_formula_frac_Mg,target::capacity_grav,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_Mg -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
feature::charge_formula_frac_Mg,target::capacity_vol,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_Mg -> concept::working_ion_transfer -> target::capacity_vol,True,False,False,False,True
feature::charge_formula_frac_Mg,target::energy_grav,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_Mg -> concept::working_ion_transfer -> target::energy_grav,True,False,False,False,True
feature::charge_formula_frac_Mg,target::energy_vol,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_Mg -> concept::working_ion_transfer -> target::energy_vol,True,False,False,False,True
feature::charge_formula_frac_Mg,target::max_delta_volume,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Mg -> target::max_delta_volume,True,False,False,False,True
feature::charge_formula_frac_Mg,target::stability_charge,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Mg -> target::stability_charge,True,False,False,False,True
feature::charge_formula_frac_Mg,target::stability_discharge,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Mg -> target::stability_discharge,True,False,False,False,True
feature::charge_formula_frac_Mg,target::stability_worst,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Mg -> target::stability_worst,True,False,False,False,True
feature::charge_formula_frac_Mn,target::average_voltage,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Mn -> target::average_voltage,True,False,False,False,True
feature::charge_formula_frac_Mn,target::capacity_grav,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_Mn -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
feature::charge_formula_frac_Mn,target::capacity_vol,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_Mn -> concept::working_ion_transfer -> target::capacity_vol,True,False,False,False,True
feature::charge_formula_frac_Mn,target::energy_grav,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_Mn -> concept::working_ion_transfer -> target::energy_grav,True,False,False,False,True
feature::charge_formula_frac_Mn,target::energy_vol,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_Mn -> concept::working_ion_transfer -> target::energy_vol,True,False,False,False,True
feature::charge_formula_frac_Mn,target::max_delta_volume,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Mn -> target::max_delta_volume,True,False,False,False,True
feature::charge_formula_frac_Mn,target::stability_charge,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Mn -> target::stability_charge,True,False,False,False,True
feature::charge_formula_frac_Mn,target::stability_discharge,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Mn -> target::stability_discharge,True,False,False,False,True
feature::charge_formula_frac_Mn,target::stability_worst,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Mn -> target::stability_worst,True,False,False,False,True
feature::charge_formula_frac_N,target::average_voltage,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_N -> target::average_voltage,True,False,False,False,True
feature::charge_formula_frac_N,target::capacity_grav,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_N -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
feature::charge_formula_frac_N,target::capacity_vol,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_N -> concept::working_ion_transfer -> target::capacity_vol,True,False,False,False,True
feature::charge_formula_frac_N,target::energy_grav,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_N -> concept::working_ion_transfer -> target::energy_grav,True,False,False,False,True
feature::charge_formula_frac_N,target::energy_vol,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_N -> concept::working_ion_transfer -> target::energy_vol,True,False,False,False,True
feature::charge_formula_frac_N,target::max_delta_volume,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_N -> target::max_delta_volume,True,False,False,False,True
feature::charge_formula_frac_N,target::stability_charge,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_N -> target::stability_charge,True,False,False,False,True
feature::charge_formula_frac_N,target::stability_discharge,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_N -> target::stability_discharge,True,False,False,False,True
feature::charge_formula_frac_N,target::stability_worst,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_N -> target::stability_worst,True,False,False,False,True
feature::charge_formula_frac_Na,target::average_voltage,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Na -> target::average_voltage,True,False,False,False,True
feature::charge_formula_frac_Na,target::capacity_grav,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_Na -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
feature::charge_formula_frac_Na,target::capacity_vol,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_Na -> concept::working_ion_transfer -> target::capacity_vol,True,False,False,False,True
feature::charge_formula_frac_Na,target::energy_grav,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_Na -> concept::working_ion_transfer -> target::energy_grav,True,False,False,False,True
feature::charge_formula_frac_Na,target::energy_vol,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_Na -> concept::working_ion_transfer -> target::energy_vol,True,False,False,False,True
feature::charge_formula_frac_Na,target::max_delta_volume,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Na -> target::max_delta_volume,True,False,False,False,True
feature::charge_formula_frac_Na,target::stability_charge,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Na -> target::stability_charge,True,False,False,False,True
feature::charge_formula_frac_Na,target::stability_discharge,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Na -> target::stability_discharge,True,False,False,False,True
feature::charge_formula_frac_Na,target::stability_worst,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Na -> target::stability_worst,True,False,False,False,True
feature::charge_formula_frac_Ni,target::average_voltage,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Ni -> target::average_voltage,True,False,False,False,True
feature::charge_formula_frac_Ni,target::capacity_grav,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_Ni -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
feature::charge_formula_frac_Ni,target::capacity_vol,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_Ni -> concept::working_ion_transfer -> target::capacity_vol,True,False,False,False,True
feature::charge_formula_frac_Ni,target::energy_grav,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_Ni -> concept::working_ion_transfer -> target::energy_grav,True,False,False,False,True
feature::charge_formula_frac_Ni,target::energy_vol,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_Ni -> concept::working_ion_transfer -> target::energy_vol,True,False,False,False,True
feature::charge_formula_frac_Ni,target::max_delta_volume,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Ni -> target::max_delta_volume,True,False,False,False,True
feature::charge_formula_frac_Ni,target::stability_charge,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Ni -> target::stability_charge,True,False,False,False,True
feature::charge_formula_frac_Ni,target::stability_discharge,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Ni -> target::stability_discharge,True,False,False,False,True
feature::charge_formula_frac_Ni,target::stability_worst,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_Ni -> target::stability_worst,True,False,False,False,True
feature::charge_formula_frac_O,target::average_voltage,0,compiled_leakage_dependency,L0,,RULE_SAFE_DEFAULT,No direct target dependency is identified for this target.,feature::charge_formula_frac_O -> target::average_voltage,True,False,False,False,True
feature::charge_formula_frac_O,target::capacity_grav,0,compiled_leakage_dependency,L3,,RULE_STOICHIOMETRIC_WINDOW,Working-ion insertion stoichiometry directly controls theoretical capacity and energy scale.,feature::charge_formula_frac_O -> concept::working_ion_transfer -> target::capacity_grav,True,False,False,False,True
