split_name,reporting_name,target,from_stage,to_stage,n_paired_folds,mean_delta_mae_positive_is_improvement,median_delta_mae,fraction_folds_mae_improves,mean_delta_rmse_positive_is_improvement,median_delta_rmse,fraction_folds_rmse_improves,fraction_folds_both_metrics_improve,macro_both_metrics_improve
leave_family_out,coarse-chemistry-family-held-out validation,max_delta_volume,P2,P3,10,0.01500593495404765,0.004709803384719997,0.7,0.02027911349079558,0.006000073344178458,0.9,0.7,True
leave_family_out,coarse-chemistry-family-held-out validation,stability_charge,P1,P2,10,0.004113131772506511,-0.0011005927736035953,0.5,0.0025737113811860946,-0.0007314816586700412,0.4,0.3,True
leave_family_out,coarse-chemistry-family-held-out validation,stability_charge,P1,P3,10,0.01619815813963622,0.006449941588209898,0.7,0.02793379137033487,0.013550602672552647,0.8,0.7,True
leave_family_out,coarse-chemistry-family-held-out validation,stability_charge,P2,P3,10,0.01208502636712971,0.00440576997057255,0.7,0.025360079989148777,0.0063150767975348535,0.8,0.7,True
leave_family_out,coarse-chemistry-family-held-out validation,stability_discharge,P1,P2,10,-0.004112696088544608,-0.0037178521422024952,0.3,-0.0040300283040588325,-0.0015012989117367502,0.4,0.3,False
leave_family_out,coarse-chemistry-family-held-out validation,stability_discharge,P1,P3,10,-0.008907807656251512,0.0006506021023421488,0.6,-0.007808199779470543,0.001992597694807148,0.7,0.6,False
leave_family_out,coarse-chemistry-family-held-out validation,stability_discharge,P2,P3,10,-0.004795111567706903,0.0025123489109800477,0.6,-0.003778171475411713,0.0033954726030350976,0.7,0.6,False
leave_family_out,coarse-chemistry-family-held-out validation,stability_worst,P1,P2,10,0.0034272745806682957,0.00013465522724974768,0.5,0.005739829550314278,0.0004920949014384016,0.7,0.5,True
leave_family_out,coarse-chemistry-family-held-out validation,stability_worst,P1,P3,10,0.01504195662864904,0.0041980092157087,0.6,0.03288110968583262,0.01397323079976135,0.8,0.6,True
leave_family_out,coarse-chemistry-family-held-out validation,stability_worst,P2,P3,10,0.011614682047980742,-0.0013719748780689524,0.5,0.027141280135518343,0.007172857299842343,0.7,0.5,True
leave_working_ion_out,working-ion-held-out validation,average_voltage,P1,P2,3,0.004768639813092686,0.0005894214660868702,0.6666666666666666,0.008510959231703826,0.011752475179314437,0.6666666666666666,0.6666666666666666,True
leave_working_ion_out,working-ion-held-out validation,average_voltage,P1,P3,3,0.08295493458231412,0.0804107470810177,0.6666666666666666,0.14502015920998587,0.14355715694793547,1.0,0.6666666666666666,True
leave_working_ion_out,working-ion-held-out validation,average_voltage,P2,P3,3,0.07818629476922144,0.06041898672902746,1.0,0.13650919997828204,0.11323708375256336,1.0,1.0,True
leave_working_ion_out,working-ion-held-out validation,capacity_grav,P1,P2,3,6.166068353761635,6.981473920549181,0.6666666666666666,12.083284097079977,15.534821196286472,0.6666666666666666,0.6666666666666666,True
leave_working_ion_out,working-ion-held-out validation,capacity_grav,P1,P3,3,11.435266353711995,7.857048773493688,1.0,20.51978544570363,21.632586399004936,1.0,1.0,True
leave_working_ion_out,working-ion-held-out validation,capacity_grav,P2,P3,3,5.269197999950358,6.774035319186211,1.0,8.436501348623652,6.097765202718463,1.0,1.0,True
leave_working_ion_out,working-ion-held-out validation,capacity_vol,P1,P2,3,25.891005593305593,36.73655000275683,1.0,48.17197080783291,49.47224202805123,0.6666666666666666,0.6666666666666666,True
leave_working_ion_out,working-ion-held-out validation,capacity_vol,P1,P3,3,39.79094698969546,30.513151325859866,1.0,70.55766140793861,79.871218773425,1.0,1.0,True
leave_working_ion_out,working-ion-held-out validation,capacity_vol,P2,P3,3,13.899941396389872,23.62614322850584,0.6666666666666666,22.38569060010569,30.398976745373773,0.6666666666666666,0.6666666666666666,True
leave_working_ion_out,working-ion-held-out validation,energy_grav,P1,P2,3,12.904173546194633,11.630705835458599,0.6666666666666666,26.087668446655396,40.43366715531147,0.6666666666666666,0.6666666666666666,True
leave_working_ion_out,working-ion-held-out validation,energy_grav,P1,P3,3,18.292229482263895,18.069443781429285,1.0,39.67680818602306,44.14379075279987,1.0,1.0,True
leave_working_ion_out,working-ion-held-out validation,energy_grav,P2,P3,3,5.388055936069264,6.438737945970686,0.6666666666666666,13.589139739367662,17.377220551670973,1.0,0.6666666666666666,True
leave_working_ion_out,working-ion-held-out validation,energy_vol,P1,P2,3,49.79103596928201,62.94231417619352,0.6666666666666666,92.75492460971628,153.67750414798832,0.6666666666666666,0.6666666666666666,True
leave_working_ion_out,working-ion-held-out validation,energy_vol,P1,P3,3,75.94443531198444,81.7040867259625,1.0,139.9420161987932,158.236528584138,1.0,1.0,True
leave_working_ion_out,working-ion-held-out validation,energy_vol,P2,P3,3,26.153399342702432,18.761772549768978,1.0,47.18709158907691,46.89101665480109,1.0,1.0,True
leave_working_ion_out,working-ion-held-out validation,max_delta_volume,P1,P2,3,0.002438848526937367,0.0009260133182735011,1.0,0.007153611613935638,0.003007104096209398,1.0,1.0,True
leave_working_ion_out,working-ion-held-out validation,max_delta_volume,P1,P3,3,0.004668106201215968,0.005437499190731103,0.6666666666666666,0.016471482807706134,0.008602443116454611,1.0,0.6666666666666666,True
