target,stage,split_name,fold_id,heldout_group,n_train,n_test,n_features,et_mae,et_rmse,et_r2,et_spearman,dummy_mae,dummy_rmse,dummy_r2,dummy_spearman,source,mae_skill_vs_dummy,rmse_skill_vs_dummy,reporting_name
stability_discharge,P2,leave_working_ion_out,1,Na,2807,394,93,0.0329312959123965,0.0620714872261715,-0.1574522977617893,0.6026933615726571,0.0460882478862602,0.0609187700947899,-0.1148618450078424,,cmt_stage_d_new_fit,0.285473034391182,-0.0189221996699535,working-ion-held-out validation
stability_discharge,P2,leave_working_ion_out,2,K,3052,149,93,0.0460221230333967,0.0703131234365298,0.3456799780416071,0.4948901660058216,0.062217322284696,0.0870450617651985,-0.0027800940695619,,cmt_stage_d_new_fit,0.2603004863692592,0.1922215687984989,working-ion-held-out validation
stability_discharge,P3,leave_working_ion_out,0,Li,543,2658,105,0.0394208752929014,0.0852926872580156,-0.0110538095928596,0.3181389491543465,0.0358923302853834,0.0864012198582456,-0.0375055363514258,,cmt_stage_d_new_fit,-0.0983091646449849,0.0128300572844771,working-ion-held-out validation
stability_discharge,P3,leave_working_ion_out,1,Na,2807,394,105,0.0321484200124231,0.0431575912432463,0.4404573518810541,0.5801918755181237,0.0460882478862602,0.0609187700947899,-0.1148618450078424,,cmt_stage_d_new_fit,0.3024594883328769,0.2915551122241486,working-ion-held-out validation
stability_discharge,P3,leave_working_ion_out,2,K,3052,149,105,0.0435680926822294,0.0680862547340216,0.3864692711668858,0.5519855647144866,0.062217322284696,0.0870450617651985,-0.0027800940695619,,cmt_stage_d_new_fit,0.2997433659573272,0.2178045100630492,working-ion-held-out validation
stability_worst,P1,leave_working_ion_out,0,Li,543,2658,73,0.0516376767412925,0.1122586560739978,-0.1747983683349889,0.3357813263435138,0.0428843703706208,0.1036207954030715,-0.0009617929142144,,historical_notebook04_reused_after_compatibility_gate,-0.20411413983749216,-0.08336030077096157,working-ion-held-out validation
stability_worst,P1,leave_working_ion_out,1,Na,2807,394,73,0.0464956434060458,0.1016654125834654,0.3841644551336891,0.6922977464588174,0.0688005089436373,0.1295671604142968,-0.0002491219647844,,historical_notebook04_reused_after_compatibility_gate,0.3241962287788318,0.21534583100852345,working-ion-held-out validation
stability_worst,P1,leave_working_ion_out,2,K,3052,149,73,0.0621580741821964,0.1333524355922624,-0.0646770261985973,0.5775002244264704,0.0832150489057102,0.1293439658933268,-0.0016323080925153,,historical_notebook04_reused_after_compatibility_gate,0.25304286905332674,-0.030990774646893593,working-ion-held-out validation
stability_worst,P2,leave_working_ion_out,0,Li,543,2658,93,0.0501561962576154,0.1084211456584363,-0.0958513359328885,0.3984397600044614,0.0428843703706208,0.1036207954030715,-0.0009617929142144,,historical_notebook04_reused_after_compatibility_gate,-0.1695682092134989,-0.04632612823219562,working-ion-held-out validation
stability_worst,P2,leave_working_ion_out,1,Na,2807,394,93,0.046482938848454,0.1060478928728769,0.3299265901731792,0.7376503728994501,0.0688005089436373,0.1295671604142968,-0.0002491219647844,,historical_notebook04_reused_after_compatibility_gate,0.3243808866801593,0.18152182594892097,working-ion-held-out validation
stability_worst,P2,leave_working_ion_out,2,K,3052,149,93,0.0541075716030535,0.0943912770417812,0.4665672174533884,0.6244465667015764,0.0832150489057102,0.1293439658933268,-0.0016323080925153,,historical_notebook04_reused_after_compatibility_gate,0.3497862187840324,0.2702305330607534,working-ion-held-out validation
stability_worst,P3,leave_working_ion_out,0,Li,543,2658,105,0.0476013745532861,0.101026220551871,0.0485370763233986,0.4533957349538044,0.0428843703706208,0.1036207954030715,-0.0009617929142144,,historical_notebook04_reused_after_compatibility_gate,-0.1099935510746548,0.025039132744618886,working-ion-held-out validation
stability_worst,P3,leave_working_ion_out,1,Na,2807,394,105,0.0374526079084513,0.0665819015433105,0.7358621214446791,0.7770661542471287,0.0688005089436373,0.1295671604142968,-0.0002491219647844,,historical_notebook04_reused_after_compatibility_gate,0.4556347259126645,0.4861205468236558,working-ion-held-out validation
stability_worst,P3,leave_working_ion_out,2,K,3052,149,105,0.053432804919557,0.0876190499065314,0.5403650359220624,0.662160011501728,0.0832150489057102,0.1293439658933268,-0.0016323080925153,,historical_notebook04_reused_after_compatibility_gate,0.3578949285951757,0.3225888096025058,working-ion-held-out validation
