record_index,working_ion,electrode_uid,framework_uid,chemical_system_uid,host_chemsys_no_working_ion,coarse_family,battery_formula,formula_charge,formula_discharge,framework_formula,id_charge,id_discharge,average_voltage,capacity_grav,capacity_vol,energy_grav,energy_vol,max_delta_volume,stability_charge,stability_discharge,stability_worst
Li_000010,Li,el_d9b12859d9c91670,Li|RbAgO2,Ag-O-Rb,Ag-O-Rb,transition_metal_oxide_like,Li0-1RbAgO2,RbAgO2,RbLiAgO2,RbAgO2,mp-aaaceszk,mp-aaacsivk,1.7337728633333331,115.38645500462766,558.5858568598221,200.0539044832561,968.4610004653572,0.072649154894966,0.048474679999999,0.20669327275,0.20669327275
Li_000011,Li,el_841d4b04311e699f,Li|ScAgO2,Ag-O-Sc,Ag-O-Sc,transition_metal_oxide_like,Li0-0.5ScAgO2,ScAgO2,LiSc2(AgO2)2,ScAgO2,mp-aaaaaqhy,mp-aaacshgp,1.316682863333338,71.16946063244075,356.0527933195467,93.7076092074114,468.8086114058141,0.097110147523335,0.0,0.172757932592595,0.172757932592595
Li_000012,Li,el_2a38121f8973571d,Li|Si(AgO)4,Ag-O-Si,Ag-O-Si,silicate_like,Li0-0.5Si(AgO)4,Si(AgO)4,LiSi2(AgO)8,Si(AgO)4,mp-aaabfqsy,mp-aaacshtt,1.5313378433333371,25.42707646653364,154.50894104578086,38.93744443853348,236.6053885567638,0.041347400653969,0.01771311444444,0.109143134122807,0.109143134122807
Li_000013,Li,el_464c04f7aac886dd,Li|Al2CdO4,Al-Cd-O,Al-Cd-O,transition_metal_oxide_like,Li0-0.5Al2CdO4,Al2CdO4,LiAl4Cd2O8,Al2CdO4,mp-aaaaccny,mp-aaacsidy,-1.511374616666666,57.30677302589682,279.1476811502012,-86.6120021144185,-421.8967195917743,0.046773201059426,0.024204920000001,0.287379240499998,0.287379240499998
Li_000014,Li,el_7e10a02183c06a00,Li|Al3Cr3(SbO8)2,Al-Cr-O-Sb,Al-Cr-O-Sb,transition_metal_oxide_like,Li0-4Al3Cr3(SbO8)2,Al3Cr3(SbO8)2,Li4Al3Cr3(SbO8)2,Al3Cr3(SbO8)2,mp-aaabrbik,mp-aaabrvzl,4.556347028333332,140.28382398986653,624.8366037039292,639.1817845594645,2846.972402480289,0.05445090810899,0.13042983057292,0.002027248035712,0.13042983057292
Li_000015,Li,el_c7c2d834aadb4498,Li|Al2Cu,Al-Cu,Al-Cu,other_or_unclear,Li0-1Al2Cu,Al2Cu,LiAl2Cu,Al2Cu,mp-aaacechq,mp-aaacplkt,0.212144053333333,215.35929706409124,818.1548397372413,45.68719420219386,173.56668395614255,0.133198318060577,0.0,0.008947646499999,0.008947646499999
Li_000016,Li,el_4fb11146621e8629,Li|Al2FeO6,Al-Fe-O,Al-Fe-O,transition_metal_oxide_like,Li1-3Al2FeO6,LiAl2FeO6,Li3Al2FeO6,Al2FeO6,mp-aaabqyzd,mp-aaabrwdj,4.128403602083336,236.52455100765596,850.7126382408852,976.4688083611504,3512.085120051488,0.004728772679465,0.132898493949996,0.020887583749999,0.132898493949996
Li_000017,Li,el_a9c4bda41885dce6,Li|Na2Ti3Al(PO4)6,Al-Na-O-P-Ti,Al-Na-O-P-Ti,polyanion_phosphate_like,Li1-4Na2Ti3Al(PO4)6,Na2LiTi3Al(PO4)6,Na2Li4Ti3Al(PO4)6,Na2Ti3Al(PO4)6,mp-aaabrtru,mp-aaabrtrp,1.009212783333344,98.75824331697416,278.091339536295,99.6680816150351,280.65333479432223,0.034067947637202,0.011767695226124,0.08876918515,0.08876918515
Li_000018,Li,el_3f53a2675db55a3a,Li|Tb2AlFeO6,Al-Fe-O-Tb,Al-Fe-O-Tb,transition_metal_oxide_like,Li0-0.5Tb2AlFeO6,Tb2AlFeO6,LiTb4Al2(FeO6)2,Tb2AlFeO6,mp-aaacrhji,mp-aaacshhz,0.426823223333348,26.793757116084983,191.91425325316547,11.43619777749823,81.9134601771286,0.080883786230309,0.017909213562502,0.103339645803568,0.103339645803568
Li_000019,Li,el_b11d9cea25d000f8,Li|AlVO4,Al-O-V,Al-O-V,transition_metal_oxide_like,Li1-2AlVO4,LiAlVO4,Li2AlVO4,AlVO4,mp-aaabruky,mp-aaabqzoe,2.8414990516666783,172.0219977414676,622.2635644757885,488.8003434481876,1768.1613283446795,0.007314828338257,0.089042806309516,0.024599422395833,0.089042806309516
Li_000020,Li,el_af43d8f25217d61c,Li|AlV2O4,Al-O-V,Al-O-V,transition_metal_oxide_like,Li0-0.5AlV2O4,AlV2O4,LiAl2V4O8,AlV2O4,mp-aaachmra,mp-aaacshaa,1.585040253333337,68.25528688576361,294.42140014125164,108.18737721675036,466.66977066664526,0.015639923476078,0.207304997142856,0.18620704208333,0.207304997142856
Li_000021,Li,el_9035d0830f4a62f1,Li|MnBAsO7,As-B-Mn-O,As-B-Mn-O,transition_metal_oxide_like,Li2-3MnBAsO7,Li2MnBAsO7,Li3MnBAsO7,MnBAsO7,mp-aaabryhi,mp-aaabrwph,3.519553073333331,97.99822858013364,302.8504861211508,344.90996658043167,1065.89835918819,0.016520414441825,0.079758656101186,0.091414645041212,0.091414645041212
Li_000022,Li,el_0d690edca9af730e,Li|FeBAsO7,As-B-Fe-O,As-B-Fe-O,transition_metal_oxide_like,Li2-3FeBAsO7,Li2FeBAsO7,Li3FeBAsO7,FeBAsO7,mp-aaacpanw,mp-aaabrwoz,4.017984108333327,97.67431768552318,309.4101890882222,392.453856252733,1243.2052227128866,0.04286264073662,0.092499285863095,0.091581478835162,0.092499285863095
Li_000023,Li,el_d3afb56059ae4539,Li|BiAsPbO5,As-Bi-O-Pb,As-Bi-O-Pb,oxide_like_other,Li0-0.5BiAsPbO5,BiAsPbO5,LiBi2As2(PbO5)2,BiAsPbO5,mp-aaabfogr,mp-aaacsgzh,0.8994778333333261,23.323097680405844,157.9835744076621,20.978609368192974,142.10272321045824,0.111457927868642,0.011076319437499,0.111038584463235,0.111038584463235
Li_000024,Li,el_066b0688c6c0d27a,Li|CrAsCO7,As-C-Cr-O,As-C-Cr-O,transition_metal_oxide_like,Li1-2CrAsCO7,LiCrAsCO7,Li2CrAsCO7,CrAsCO7,mp-aaabrtaa,mp-aaabrzto,4.493169558333339,101.21168290381378,305.2953596568236,454.761252571103,1371.7438163104682,0.011719696153955,0.069573240673408,0.026140855555552,0.069573240673408
Li_000025,Li,el_c6ebaed8915e8365,Li|CuAsCO7,As-C-Cu-O,As-C-Cu-O,transition_metal_oxide_like,Li2-3CuAsCO7,Li2CuAsCO7,Li3CuAsCO7,CuAsCO7,mp-aaabrvtt,mp-aaabrszd,3.642890948333336,94.60556124776387,313.17742757282434,344.63774273147413,1140.8712161273609,0.027541175514562,0.043560258055554,0.05516209730769,0.05516209730769
Li_000026,Li,el_b8ba6fdb10acd3e3,Li|FeAsCO7,As-C-Fe-O,As-C-Fe-O,transition_metal_oxide_like,Li1-3FeAsCO7,LiFeAsCO7,Li3FeAsCO7,FeAsCO7,mp-aaabrwkc,mp-aaabrwln,3.79779738333333,194.49826137136117,609.0945884148789,738.6649880990375,2313.217834084519,0.053430317392643,0.067163670454545,0.048485174615382,0.067163670454545
Li_000027,Li,el_0e6169bfd74017f6,Li|MnAsCO7,As-C-Mn-O,As-C-Mn-O,transition_metal_oxide_like,Li1-3MnAsCO7,LiMnAsCO7,Li3MnAsCO7,MnAsCO7,mp-aaabrwkf,mp-aaabrwpe,3.629206873333335,195.14044608762316,589.8054189591389,708.205048206535,2140.5258804157547,0.016056593070193,0.04304795886363,0.060420901153847,0.060420901153847
Li_000028,Li,el_b791b113d13c9673,Li|VAsCO7,As-C-O-V,As-C-O-V,transition_metal_oxide_like,Li1-2VAsCO7,LiVAsCO7,Li2VAsCO7,VAsCO7,mp-aaabrauh,mp-aaabryfl,3.292125393333326,101.61637368404172,301.1517705734362,334.5338441836821,991.4293911521012,0.068261973663813,0.048049886136371,0.039084548958338,0.048049886136371
Li_000029,Li,el_b7ac414d1e98d7b4,Li|CoAsO4,As-Co-O,As-Co-O,transition_metal_oxide_like,Li0-1CoAsO4,CoAsO4,LiCoAsO4,CoAsO4,mp-aaacrbnr,mp-aaaabdra,4.520946918333334,130.87082786709936,559.2803593714077,591.6600659454951,2528.4768171845253,0.047159454681764,0.110549962916667,0.002541872619049,0.110549962916667
Li_000030,Li,el_0fc23bdf288bfab8,Li|FeAs2O7,As-Fe-O,As-Fe-O,transition_metal_oxide_like,Li0-1FeAs2O7,FeAs2O7,LiFeAs2O7,FeAs2O7,mp-aaaabljo,mp-aaaabbyc,5.443386683333334,82.56135893835622,332.5608364689953,449.4134018029518,1810.257228633524,0.014209346040159,0.088019438541666,0.0,0.088019438541666
Li_000031,Li,el_2297c6737aa0e6bb,Li|FeAs,As-Fe,As-Fe,other_or_unclear,Li0.95-1FeAs,Li19(FeAs)20,LiFeAs,FeAs,mp-aaabeetc,mp-aaaabftv,1.7028558533333191,9.731300649115925,50.71370499465639,16.571002270893384,86.35812939436985,0.006759784244354,0.013307571355932,0.0,0.013307571355932
Li_000032,Li,el_01b0fff7fd44f3be,Li|Fe2(AsO4)3,As-Fe-O,As-Fe-O,transition_metal_oxide_like,Li0-3Fe2(AsO4)3,Fe2(AsO4)3,Li3Fe2(AsO4)3,Fe2(AsO4)3,mp-aaabexkt,mp-aaabevum,5.085863810833331,146.38402899425472,538.0026867082696,744.4892355458571,2736.2083944606907,0.028936473617741,0.144516634387249,0.000923193650001,0.144516634387249
Li_000033,Li,el_a2b8754869faed7b,Li|KTiAsO5,As-K-O-Ti,As-K-O-Ti,transition_metal_oxide_like,Li0-0.5KTiAsO5,KTiAsO5,K2LiTi2(AsO5)2,KTiAsO5,mp-aaaaajpo,mp-aaabrzgc,0.8555944883333281,54.6178938412433,180.0567764751375,46.730768934942624,154.0555855391938,0.014557715197403,0.0,0.107425611443347,0.107425611443347
Li_000034,Li,el_81e69539f7266350,Li|MnAs,As-Mn,As-Mn,other_or_unclear,Li0-1MnAs,MnAs,LiMnAs,MnAs,mp-aaacfkut,mp-aaacfkmh,1.221144383333333,195.91633610619223,817.9181986211698,239.24213343932217,998.7962142723592,0.182656531783761,0.44509168,0.145942876340997,0.44509168
Li_000035,Li,el_51a57ebebe826069,Li|MnAs,As-Mn,As-Mn,other_or_unclear,Li1-1.15MnAs,LiMnAs,Li23(MnAs)20,MnAs,mp-aaaabfmq,mp-aaabegxp,-0.6983127599999921,29.16548041038338,122.41341169757165,-20.36662712210053,-85.48284738354661,0.155270582735559,0.131856516340997,0.195439654246487,0.195439654246487
Li_000036,Li,el_016559bd77a93e2d,Li|NiAsO4,As-Ni-O,As-Ni-O,transition_metal_oxide_like,Li0-1NiAsO4,NiAsO4,LiNiAsO4,NiAsO4,mp-aaabdbof,mp-aaaabgxn,5.032981518333333,131.0242457007058,577.5807854728228,659.4426070652179,2906.9534186291667,0.049245463950724,0.152693803229162,0.0,0.152693803229162
Li_000037,Li,el_fa6cc83456914e92,Li|MnAsO4,As-Mn-O,As-Mn-O,transition_metal_oxide_like,Li0-1MnAsO4,MnAsO4,LiMnAsO4,MnAsO4,mp-aaabdbol,mp-aaaabdrg,3.76744912833333,133.4746782541047,522.240590807198,502.8590602429984,1967.5148586168611,0.062570318125929,0.031322605,0.0,0.031322605
Li_000038,Li,el_1e050e37835037e6,Li|VAs2O9,As-O-V,As-O-V,transition_metal_oxide_like,Li3-4VAs2O9,Li3VAs2O9,Li4VAs2O9,VAs2O9,mp-aaacozvm,mp-aaacozjo,3.726356205833345,71.94192230906822,227.4599127140196,268.0812286559767,847.5966573201978,0.010062164969947,0.052553016166664,0.043911376562499,0.052553016166664
Li_000039,Li,el_c7b1860177eeba03,Li|VAsO5,As-O-V,As-O-V,transition_metal_oxide_like,Li0-1VAsO5,VAsO5,LiVAsO5,VAsO5,mp-aaabdbot,mp-aaaaazst,3.847255803333337,125.946158856152,466.6035746693971,484.5470905668732,1795.1433105029182,0.010222359532899,0.0,0.0,0.0
Li_000040,Li,el_48602aa9f479d138,Li|CuAuO2,Au-Cu-O,Au-Cu-O,transition_metal_oxide_like,Li0-1CuAuO2,CuAuO2,LiCuAuO2,CuAuO2,mp-aaabqxow,mp-aaacsiqi,2.037580983333332,89.50165007832643,746.7222166900734,182.3668601765522,1521.5069885602054,0.218169701613224,0.022865469999999,0.212830964,0.212830964
Li_000041,Li,el_13a4312eba562369,Li|AuC2,Au-C,Au-C,other_or_unclear,Li0-1AuC2,AuC2,LiAuC2,AuC2,mp-aaacrczu,mp-aaaabseu,3.71962168333333,117.58698888934951,654.9172372074567,437.3791135506999,2436.0443563056137,0.273512160260229,1.543402631666666,0.498760086249999,1.543402631666666
Li_000042,Li,el_60362dbebf3dbc4a,Li|AuSeClO3,Au-Cl-O-Se,Au-Cl-O-Se,transition_metal_oxide_like,Li0-0.25AuSeClO3,AuSeClO3,LiAu4Se4(ClO3)4,AuSeClO3,mp-aaabfxfp,mp-aaacsikz,2.648988873333327,18.55477353016999,86.18351902136791,49.15138862864005,228.2991829523148,0.065854996598809,0.0,0.044455231233334,0.044455231233334
Li_000043,Li,el_15ca1ac080a14f46,Li|MgSnAu,Au-Mg-Sn,Au-Mg-Sn,other_or_unclear,Li0-1MgSnAu,MgSnAu,LiMgSnAu,MgSnAu,mp-aaaaaifl,mp-aaaaaleo,0.300841183333333,77.25493680799964,588.6802021410522,23.24146660766053,177.0992486170203,0.089638078076951,0.0,0.058298733541666,0.058298733541666
Li_000044,Li,el_79be5794de300165,Li|Cs7Au5O2,Au-Cs-O,Au-Cs-O,transition_metal_oxide_like,Li0-1Cs7Au5O2,Cs7Au5O2,Cs7LiAu5O2,Cs7Au5O2,mp-aaabdaoh,mp-aaacshpx,-0.04008736666667,13.715435701765616,78.66115751285739,-0.549815699969825,-3.153318663642659,0.054713614013359,0.0,0.106447411000001,0.106447411000001
Li_000045,Li,el_56592bad436f3e38,Li|Bi(BO3)2,B-Bi-O,B-Bi-O,oxide_like_other,Li2-3Bi(BO3)2,Li2Bi(BO3)2,Li3Bi(BO3)2,Bi(BO3)2,mp-aaabrsth,mp-aaabrtia,3.916101730833337,77.14392460508779,330.93955627952863,302.1034566692608,1295.9929691474788,0.034123765199893,0.05550987181819,0.0,0.05550987181819
Li_000046,Li,el_d43a546f36a687f6,Li|SbAu,Au-Sb,Au-Sb,other_or_unclear,Li1-2SbAu,LiSbAu,Li2SbAu,SbAu,mp-aaaaaspg,mp-aaaabszk,1.185891043333334,80.5796471989388,614.6142501388289,95.55868188818152,728.8655343446707,0.081942487539969,0.104817015277776,0.0,0.104817015277776
Li_000047,Li,el_bb425447565a4bfd,Li|CrB3(HO3)3,B-Cr-H-O,B-Cr-H-O,transition_metal_oxide_like,Li0-1CrB3(HO3)3,CrB3(HO3)3,LiCrB3(HO3)3,CrB3(HO3)3,mp-aaabsigx,mp-aaabsgxu,4.06632266583333,112.42773412647507,234.11360904536053,457.16744354676905,951.9814748411924,0.028362813632403,0.05144050628125,0.06283315588613,0.06283315588613
Li_000048,Li,el_46388e235f64dba5,Li|BC,B-C,B-C,organic_or_carbon_like,Li0.5-1BC,Li(BC)2,LiBC,BC,mp-aaacrosg,mp-aaaaanro,2.254960033333337,450.25285248589495,968.6947708637005,1015.302187250024,2184.36799279664,0.01135414517555,0.259060988700002,0.0,0.259060988700002
Li_000049,Li,el_2fae3837b02db4a9,Li|CuBH4ClO4,B-Cl-Cu-H-O,B-Cl-Cu-H-O,transition_metal_oxide_like,Li0-0.5CuBH4ClO4,CuBH4ClO4,LiCu2B2H8(ClO4)2,CuBH4ClO4,mp-aaacpube,mp-aaacsita,2.321201403333337,73.91071049683644,200.13109656474504,171.5616449266208,464.544582196726,0.0053831102083,0.050101747386364,0.074071047065218,0.074071047065218
Li_000050,Li,el_0e8f4c7e0a9e3595,Li|CoBO3,B-Co-O,B-Co-O,transition_metal_oxide_like,Li0-1.25CoBO3,CoBO3,Li5Co4(BO3)4,CoBO3,mp-aaabronc,mp-aaacozit,3.044208789333332,265.0072023134314,852.0327578767365,806.7372545191845,2593.7656103282807,0.126054098114709,0.199436286222223,0.202603522299996,0.202603522299996
Li_000051,Li,el_d1f112aa624efe40,Li|Mn2Fe(BO3)4,B-Fe-Mn-O,B-Fe-Mn-O,transition_metal_oxide_like,Li3-5Mn2Fe(BO3)4,Li3Mn2Fe(BO3)4,Li5Mn2Fe(BO3)4,Mn2Fe(BO3)4,mp-aaabrpwj,mp-aaabrpxc,2.95696950333333,123.03770534765488,375.85591680046775,363.8187424731277,1111.394483626373,0.020469121009584,0.07413573226563,0.049134574427093,0.07413573226563
Li_000052,Li,el_616a44875b42f5b2,Li|Cr(BO3)2,B-Cr-O,B-Cr-O,transition_metal_oxide_like,Li2.25-3Cr(BO3)2,Li9Cr4(BO3)8,Li3Cr(BO3)2,Cr(BO3)2,mp-aaabrffb,mp-aaabrgqv,3.916154996666652,105.55227231518435,284.4224190916973,413.3590586366284,1113.8422776899672,0.005392560122567,0.084077477370356,0.03618951020833,0.084077477370356
Li_000053,Li,el_eaee6af9a7ce0c47,Li|CuBO3,B-Cu-O,B-Cu-O,transition_metal_oxide_like,Li1-1.25CuBO3,LiCuBO3,Li5Cu4(BO3)4,CuBO3,mp-aaabqwpr,mp-aaabrwum,1.574718893333316,51.135588336548,187.29587023537945,80.52417707527692,294.93834550295725,0.042196833993715,0.089388885833336,0.126478781700006,0.126478781700006
Li_000054,Li,el_d09e1fad5e15cc6d,Li|FeBO3,B-Fe-O,B-Fe-O,transition_metal_oxide_like,Li0.12-0.88FeBO3,LiFe8(BO3)8,Li7Fe8(BO3)8,FeBO3,mp-aaabrmyo,mp-aaabwize,3.057566636666663,166.4997483716783,547.5063270525367,509.0840756346381,1674.0370789597423,0.002838442240608,0.082910368170722,0.015802682606389,0.082910368170722
Li_000055,Li,el_060a432515703153,Li|FeBO3,B-Fe-O,B-Fe-O,transition_metal_oxide_like,Li0.25-1FeBO3,LiFe4(BO3)4,LiFeBO3,FeBO3,mp-aaabsbnx,mp-aaabsfmn,3.020091366666666,165.3117134477588,546.5865753343039,499.2564785924502,1650.741397303031,0.005331217088064,0.074066825476197,0.0,0.074066825476197
Li_000056,Li,el_7310139187485b37,Li|FeBO3,B-Fe-O,B-Fe-O,transition_metal_oxide_like,Li0.67-1FeBO3,Li2Fe3(BO3)3,LiFeBO3,FeBO3,mp-aaabrffo,mp-aaacvmgt,7.960389798333321,73.47187264344836,242.64386390043543,584.8647454553513,1931.5397388212052,0.030094472717398,0.334225005147066,0.005646302222229,0.334225005147066
Li_000057,Li,el_639722db1a5df0c9,Li|FeBO3,B-Fe-O,B-Fe-O,transition_metal_oxide_like,Li0.12-0.88FeBO3,LiFe8(BO3)8,Li7Fe8(BO3)8,FeBO3,mp-aaabrmxa,mp-aaabribs,3.023072698333336,166.4997483716783,551.5964292045389,503.34084358179103,1667.5161056263987,0.009691196834032,0.083623366707309,0.02082814154256,0.083623366707309
Li_000058,Li,el_d21a8bc4981deaf1,Li|FeBO3,B-Fe-O,B-Fe-O,transition_metal_oxide_like,Li0.12-0.75FeBO3,LiFe8(BO3)8,Li3Fe4(BO3)4,FeBO3,mp-aaabribe,mp-aaabrgoh,3.088902297333326,139.75415237410357,459.3098166036204,431.6869223302403,1418.763147694672,0.010646791974403,0.084133732560967,0.028555960978262,0.084133732560967
Li_000059,Li,el_6a495c7eff511a2d,Li|FeBO3,B-Fe-O,B-Fe-O,transition_metal_oxide_like,Li0.12-0.88FeBO3,LiFe8(BO3)8,Li7Fe8(BO3)8,FeBO3,mp-aaabwjap,mp-aaacoyza,3.069231903333336,166.4997483716783,547.6656118369083,511.0263395993277,1680.9127682084102,0.007534745048858,0.080431952560967,0.012151477500006,0.080431952560967
Li_000060,Li,el_746383e6d6d04cb0,Li|FeBO3,B-Fe-O,B-Fe-O,transition_metal_oxide_like,Li0.12-0.88FeBO3,LiFe8(BO3)8,Li7Fe8(BO3)8,FeBO3,mp-aaabscsx,mp-aaabrnnc,3.021255741666669,166.4997483716783,547.093353429723,503.03832075398856,1652.908935277223,0.008460838951531,0.083941997195113,0.021338047712772,0.083941997195113
Li_000061,Li,el_cdd6054753a1c730,Li|FeBO4,B-Fe-O,B-Fe-O,transition_metal_oxide_like,Li1.5-2.5FeBO4,Li3Fe2(BO4)2,Li5Fe2(BO4)2,FeBO4,mp-aaabrfsj,mp-aaabrgrd,3.118528430833334,181.08362523817524,481.92911208901154,564.7144336636181,1502.909637695847,0.045135133698451,0.104033150933332,0.059448183676458,0.104033150933332
Li_000062,Li,el_996b377ab3ae7006,Li|Fe(BO3)2,B-Fe-O,B-Fe-O,transition_metal_oxide_like,Li2-3Fe(BO3)2,Li2Fe(BO3)2,Li3Fe(BO3)2,Fe(BO3)2,mp-aaabrpvh,mp-aaabrwhd,4.390224110833334,137.94831313650306,390.9272484275809,605.6240103806625,1716.2582316284986,0.039108727628768,0.081872459446965,0.000909045416668,0.081872459446965
Li_000063,Li,el_cbf30263466466b8,Li|Fe3(BO3)4,B-Fe-O,B-Fe-O,transition_metal_oxide_like,Li3-5Fe3(BO3)4,Li3Fe3(BO3)4,Li5Fe3(BO3)4,Fe3(BO3)4,mp-aaabrpwr,mp-aaabrpxb,3.034782785833333,122.52755412567656,374.8299035033188,371.84451205086526,1137.5273387674413,0.016365175440707,0.088474512443202,0.025273971979173,0.088474512443202
Li_000064,Li,el_28c5a08e6b3943a9,Li|FeBPO7,B-Fe-O-P,B-Fe-O-P,polyanion_phosphate_like,Li2-3FeBPO7,Li2FeBPO7,Li3FeBPO7,FeBPO7,mp-aaabsgme,mp-aaabravf,5.488448513333329,116.30135989029904,327.15448625485146,638.3140257885561,1795.5705537157685,0.030709602871123,0.371065774315473,0.234128263214283,0.371065774315473
Li_000065,Li,el_eeed3ef1afc1dea5,Li|Na3MnBPO7,B-Mn-Na-O-P,B-Mn-Na-O-P,polyanion_phosphate_like,Li0-1Na3MnBPO7,Na3MnBPO7,Na3LiMnBPO7,Na3MnBPO7,mp-aaabrsyo,mp-aaabrfpv,1.787483368333331,94.16288981191512,256.82859729585937,168.31459945300236,459.07684617872735,0.077817347893783,0.007923116267154,0.075981526071427,0.075981526071427
Li_000066,Li,el_0c498e437a8d13dd,Li|MnBO3,B-Mn-O,B-Mn-O,transition_metal_oxide_like,Li0.5-1MnBO3,LiMn2(BO3)2,LiMnBO3,MnBO3,mp-aaabrfit,mp-aaabqxbb,3.377766573333322,111.03600497862858,347.27401844580623,375.053706053284,1173.010571293384,0.029670025448125,0.068395284272742,0.006070880000001,0.068395284272742
Li_000067,Li,el_779a1ed329f67972,Li|MnB4O7,B-Mn-O,B-Mn-O,transition_metal_oxide_like,Li0-0.5MnB4O7,MnB4O7,LiMn2(B4O7)2,MnB4O7,mp-aaabfsyp,mp-aaacsixx,-2.53556465166667,62.72335305327053,223.85936196332256,-159.0391168358815,-567.6098851388551,0.027946722961072,0.060734956874999,0.229443511754293,0.229443511754293
Li_000068,Li,el_89b8be5c203a8aaf,Li|MnBO3,B-Mn-O,B-Mn-O,transition_metal_oxide_like,Li0-1MnBO3,MnBO3,LiMnBO3,MnBO3,mp-aaaablky,mp-aaaabchv,4.069228861666677,222.0720099572572,705.5302425822467,903.6618322864008,2870.9640258943705,0.007151468219929,0.223279765135421,0.0,0.223279765135421
Li_000069,Li,el_dc95a1ef4017db86,Li|MnBO3,B-Mn-O,B-Mn-O,transition_metal_oxide_like,Li0.5-0.75MnBO3,LiMn2(BO3)2,Li3Mn4(BO3)4,MnBO3,mp-aaabwksw,mp-aaabqyfg,3.524345443333349,56.32788217178536,176.19708801331754,198.51891486474952,620.9794042683408,0.014915362475103,0.07640594154547,0.037167577260884,0.07640594154547
