material_id,linked_summary_has_structure,structure_nsites_if_parseable,structure_formula_if_available
mp-aaabwkoi,True,36,
mp-aaabwkok,True,34,
mp-aaabwkom,True,34,
mp-aaabwkow,True,34,
mp-aaabwkoy,True,58,
mp-aaabwkpk,True,30,
mp-aaabwkrm,True,104,
mp-aaabwkry,True,67,
mp-aaabwksf,True,34,
mp-aaabwksi,True,58,
mp-aaabwksj,True,44,
mp-aaabwksm,True,75,
mp-aaabwkst,True,14,
mp-aaabwksw,True,22,
mp-aaabwkte,True,38,
mp-aaabwktf,True,44,
mp-aaabwktg,True,73,
mp-aaabwktl,True,48,
mp-aaabwktm,True,66,
mp-aaabwktr,True,33,
mp-aaabwkts,True,42,
mp-aaabwktu,True,15,
mp-aaabwktw,True,37,
mp-aaabwkua,True,76,
mp-aaabwkuj,True,20,
mp-aaabwkul,True,22,
mp-aaabwkuq,True,47,
mp-aaabwkur,True,87,
mp-aaabwkut,True,22,
mp-aaabwkuu,True,10,
mp-aaabwkuw,True,32,
mp-aaabwkux,True,46,
mp-aaabwkuy,True,34,
mp-aaabwkva,True,82,
mp-aaabwkvc,True,20,
mp-aaabwkvf,True,35,
mp-aaabwkvi,True,78,
mp-aaabwkvl,True,34,
mp-aaabwkvv,True,54,
mp-aaabwkvy,True,12,
mp-aaabwkwa,True,34,
mp-aaabwkwj,True,24,
mp-aaabwkwp,True,54,
mp-aaabwkws,True,34,
mp-aaabwkzr,True,84,
mp-aaabwkzy,True,48,
mp-aaabwlae,True,90,
mp-aaabwlaj,True,42,
mp-aaabwlam,True,76,
mp-aaabwlap,True,76,
mp-aaabwlav,True,152,
mp-aaabwlbd,True,88,
mp-aaabwlbe,True,88,
mp-aaabwlbr,True,136,
mp-aaabwlgh,True,88,
mp-aaabwlgn,True,88,
mp-aaabwlgo,True,88,
mp-aaabwlgp,True,88,
mp-aaabwlgq,True,88,
mp-aaabwlhi,True,76,
mp-aaabwljq,True,88,
mp-aaabwmlx,True,18,
mp-aaabwoey,True,16,
mp-aaabwsnh,True,12,
mp-aaabwsnv,True,16,
mp-aaabwtxc,True,54,
mp-aaabwuhf,True,28,
mp-aaabwuhg,True,56,
mp-aaabwuhi,True,22,
mp-aaabwuhj,True,28,
mp-aaabwwnw,True,36,
mp-aaabwwvu,True,28,
mp-aaabwwwj,True,42,
mp-aaabwwwq,True,26,
mp-aaabwwwy,True,22,
mp-aaabwwxo,True,30,
mp-aaabwwxs,True,18,
mp-aaabwyzp,True,12,
mp-aaabwzji,True,36,
mp-aaabwzle,True,25,
mp-aaabwzmm,True,41,
mp-aaabwzmu,True,46,
mp-aaabwznd,True,28,
mp-aaabwzoq,True,80,
mp-aaabwzpb,True,42,
mp-aaabwzpc,True,36,
mp-aaabwzsx,True,28,
mp-aaabwzto,True,28,
mp-aaabwzvs,True,86,
mp-aaabxaak,True,14,
mp-aaabxabi,True,32,
mp-aaabxabl,True,68,
mp-aaabxacc,True,56,
mp-aaabxaim,True,36,
mp-aaabxair,True,36,
mp-aaabxaiz,True,36,
mp-aaabxaju,True,28,
mp-aaabxakg,True,20,
mp-aaabxakk,True,48,
mp-aaabxalp,True,15,
mp-aaabxalr,True,28,
mp-aaabxalv,True,22,
mp-aaabxalx,True,36,
mp-aaabxaml,True,16,
mp-aaabxamr,True,30,
mp-aaabxana,True,24,
mp-aaabxand,True,19,
mp-aaabxanp,True,24,
mp-aaabxaoo,True,28,
mp-aaabxaoy,True,24,
mp-aaabxapb,True,84,
mp-aaabxapt,True,34,
mp-aaabxapv,True,80,
mp-aaabxasc,True,48,
mp-aaabxasz,True,56,
mp-aaabxatl,True,28,
mp-aaabxawi,True,16,
mp-aaabxaxu,True,87,
mp-aaabxayc,True,15,
mp-aaabxbvq,True,20,
mp-aaabxchg,True,4,
mp-aaabxcti,True,22,
mp-aaabxcuq,True,28,
mp-aaabxdda,True,15,
mp-aaabxddc,True,15,
mp-aaabxddd,True,15,
mp-aaabxddu,True,16,
mp-aaabxddy,True,48,
mp-aaabxdee,True,86,
mp-aaabxdef,True,86,
mp-aaabxdek,True,86,
mp-aaabxden,True,30,
mp-aaabxdep,True,86,
mp-aaabxdet,True,86,
mp-aaabxdex,True,86,
mp-aaabxdey,True,88,
mp-aaabxdfc,True,32,
mp-aaabxdfd,True,86,
mp-aaabxdfg,True,86,
mp-aaabxdfj,True,72,
mp-aaabxdfl,True,86,
mp-aaabxdfm,True,86,
mp-aaabxdfo,True,86,
mp-aaabxdfp,True,86,
mp-aaabxdfq,True,86,
mp-aaabxdfs,True,20,
mp-aaabxdfy,True,36,
mp-aaabxdgb,True,28,
mp-aaabxdgs,True,28,
mp-aaabxdha,True,80,
mp-aaabxdxh,True,24,
mp-aaabxdxt,True,15,
mp-aaabxfui,True,28,
mp-aaabxgnn,True,8,
mp-aaabxgwx,True,4,
mp-aaabxgzf,True,4,
mp-aaabxhje,True,4,
mp-aaabxhmd,True,12,
mp-aaabxibk,True,9,
mp-aaabxjbj,True,4,
mp-aaabxjhz,True,8,
mp-aaabxjiv,True,16,
mp-aaabxjiz,True,28,
mp-aaabxjkb,True,30,
mp-aaabxjkh,True,23,
mp-aaabxjkm,True,50,
mp-aaabxjme,True,21,
mp-aaabxjmu,True,16,
mp-aaabxjmy,True,15,
mp-aaabxjnh,True,24,
mp-aaabxjno,True,28,
mp-aaabxjnt,True,24,
mp-aaabxjok,True,30,
mp-aaabxjpq,True,11,
mp-aaabxjqu,True,8,
mp-aaabxjsc,True,48,
mp-aaabxjtx,True,48,
mp-aaabxjue,True,24,
mp-aaabxjur,True,30,
mp-aaabxjvb,True,34,
mp-aaabxjyx,True,44,
mp-aaabxjyy,True,40,
mp-aaabxjzb,True,12,
mp-aaabxjze,True,37,
mp-aaabxjzn,True,47,
mp-aaabxkai,True,48,
mp-aaabxkax,True,15,
mp-aaabxnli,True,38,
mp-aaabydnh,True,24,
mp-aaabydnx,True,22,
mp-aaabydrc,True,44,
mp-aaabydri,True,56,
mp-aaabyelr,True,16,
mp-aaabyfhj,True,96,
mp-aaabyfpk,True,42,
mp-aaabyfpm,True,42,
mp-aaabyfzt,True,43,
mp-aaabygac,True,42,
mp-aaabygbr,True,85,
mp-aaabygzo,True,38,
mp-aaabygzq,True,42,
mp-aaabyhaq,True,42,
mp-aaabyhon,True,17,
mp-aaabyhts,True,71,
mp-aaabykjz,True,22,
mp-aaabykza,True,47,
mp-aaabyljv,True,15,
mp-aaabymrb,True,41,
mp-aaabymrk,True,16,
mp-aaabynfg,True,24,
mp-aaabyngc,True,64,
mp-aaabyoab,True,28,
mp-aaabyohd,True,68,
mp-aaabyoox,True,27,
mp-aaabytkw,True,34,
mp-aaabyvdn,True,70,
mp-aaabyvid,True,70,
mp-aaabyvip,True,70,
mp-aaacbehp,True,34,
mp-aaacbgai,True,34,
mp-aaacbgbk,True,40,
mp-aaacbgdh,True,60,
mp-aaacbgfx,True,56,
mp-aaacbghz,True,52,
mp-aaacbgit,True,5,
mp-aaacbgna,True,25,
mp-aaacbmeu,True,36,
mp-aaacbrre,True,40,
mp-aaacbzxc,True,46,
mp-aaacctep,True,3,
mp-aaacdhin,True,8,
mp-aaacdhio,True,8,
mp-aaacdhjb,True,8,
mp-aaacdhjx,True,16,
mp-aaacdkae,True,4,
mp-aaacdkag,True,4,
mp-aaacdkbf,True,5,
mp-aaacdkgs,True,4,
mp-aaacdmsp,True,4,
mp-aaacdnrt,True,4,
mp-aaacdnwu,True,4,
mp-aaacdoae,True,4,
mp-aaacdpdz,True,5,
mp-aaacdpji,True,4,
mp-aaacdpoq,True,4,
mp-aaacdxod,True,4,
mp-aaacdygc,True,4,
mp-aaacebzd,True,5,
mp-aaacechq,True,3,
mp-aaacehug,True,10,
mp-aaacehvl,True,10,
mp-aaaceszk,True,4,
mp-aaacewmo,True,4,
mp-aaacewnz,True,4,
mp-aaacezqj,True,7,
mp-aaacfaab,True,2,
mp-aaacfaox,True,2,
mp-aaacfapf,True,2,
mp-aaacfbci,True,14,
mp-aaacfbcm,True,16,
mp-aaacfcfb,True,52,
mp-aaacfcfc,True,13,
mp-aaacfcob,True,49,
mp-aaacfcrj,True,49,
mp-aaacfcrk,True,52,
mp-aaacfcrl,True,10,
mp-aaacfcrm,True,50,
mp-aaacfcvg,True,56,
mp-aaacfczu,True,16,
mp-aaacfdtv,True,13,
mp-aaacfeis,True,26,
mp-aaacfgiq,True,4,
mp-aaacfjvv,True,4,
mp-aaacfkko,True,3,
mp-aaacfkmh,True,3,
mp-aaacfkro,True,3,
mp-aaacfkut,True,2,
mp-aaacfllb,True,3,
mp-aaacflsl,True,2,
mp-aaacflst,True,3,
mp-aaacflsu,True,3,
mp-aaacfous,True,48,
mp-aaacfqau,True,56,
mp-aaacfqbe,True,40,
mp-aaacfqdq,True,40,
mp-aaacfqfl,True,40,
mp-aaacfqfn,True,40,
mp-aaacfqij,True,40,
mp-aaacfqix,True,80,
mp-aaacfrhu,True,3,
mp-aaacfrqw,True,56,
mp-aaacfrsd,True,80,
mp-aaacfrsf,True,80,
mp-aaacfrtz,True,56,
mp-aaacfrug,True,56,
mp-aaacfrve,True,40,
mp-aaacfrvi,True,40,
mp-aaacfrwc,True,40,
mp-aaacfrwd,True,40,
mp-aaacfrwo,True,56,
mp-aaacfrwv,True,40,
mp-aaacfrxa,True,56,
mp-aaacfrzn,True,56,
mp-aaacfsoj,True,6,
mp-aaacfvcp,True,42,
mp-aaacfveu,True,16,
mp-aaacfvev,True,50,
mp-aaacfvex,True,13,
mp-aaacfvfh,True,50,
mp-aaacfyaq,True,4,
mp-aaacfyce,True,3,
mp-aaacfycs,True,2,
mp-aaacfyda,True,3,
mp-aaacgcvr,True,13,
mp-aaacgddc,True,3,
mp-aaacgexp,True,1,
mp-aaacgfgv,True,40,
mp-aaacgjae,True,8,
mp-aaacgjak,True,8,
mp-aaacgoup,True,8,
mp-aaachdan,True,2,
mp-aaachdfp,True,2,
mp-aaachfdr,True,40,
mp-aaachfds,True,56,
mp-aaachfec,True,14,
mp-aaachfee,True,5,
mp-aaachfvu,True,52,
mp-aaachfws,True,52,
mp-aaachfxu,True,52,
mp-aaachgaw,True,52,
mp-aaachgga,True,38,
mp-aaachguf,True,12,
mp-aaachgum,True,22,
mp-aaachhjl,True,6,
mp-aaachhke,True,6,
mp-aaachhre,True,9,
mp-aaachjex,True,36,
mp-aaachjmd,True,36,
mp-aaachjqr,True,18,
mp-aaachjzk,True,60,
mp-aaachksw,True,52,
mp-aaachlbf,True,18,
mp-aaachlpn,True,52,
mp-aaachlrj,True,24,
mp-aaachmkc,True,14,
mp-aaachmlc,True,14,
mp-aaachmlh,True,14,
mp-aaachmlp,True,14,
mp-aaachmlt,True,14,
mp-aaachmmy,True,14,
mp-aaachmnb,True,14,
mp-aaachmnj,True,14,
mp-aaachmqc,True,14,
mp-aaachmqe,True,7,
mp-aaachmqy,True,14,
mp-aaachmra,True,14,
mp-aaachmrx,True,7,
mp-aaachmsi,True,13,
mp-aaachmsr,True,13,
mp-aaachmtq,True,34,
mp-aaachmvc,True,15,
mp-aaachmvf,True,13,
mp-aaachneu,True,22,
mp-aaachoki,True,32,
mp-aaachokq,True,14,
mp-aaachozx,True,24,
mp-aaachpgf,True,24,
mp-aaachqea,True,38,
mp-aaachqeq,True,38,
mp-aaachqex,True,38,
mp-aaachqey,True,38,
mp-aaachqiv,True,38,
mp-aaachqup,True,40,
mp-aaachqwl,True,40,
mp-aaachqwy,True,40,
mp-aaacicbc,True,1,
mp-aaacigyc,True,2,
mp-aaacilzg,True,3,
mp-aaacimkh,True,12,
mp-aaacimys,True,3,
mp-aaaciokq,True,4,
mp-aaacipek,True,4,
mp-aaacirmy,True,4,
mp-aaacixyd,True,5,
mp-aaaciyay,True,6,
mp-aaacjaet,True,6,
mp-aaacjawe,True,6,
mp-aaacjbcb,True,6,
mp-aaacjbeg,True,6,
mp-aaacjgri,True,5,
mp-aaacjguu,True,5,
mp-aaacjhja,True,6,
mp-aaacjhlx,True,3,
mp-aaacjiya,True,7,
mp-aaacjjkx,True,8,
mp-aaacjjlj,True,8,
mp-aaacjjqo,True,8,
mp-aaacjjwh,True,8,
mp-aaacjkrb,True,10,
mp-aaacjkuu,True,10,
mp-aaacjkwx,True,8,
mp-aaacjlhv,True,8,
mp-aaacjlta,True,8,
mp-aaacjlyj,True,16,
mp-aaacjlyz,True,49,
mp-aaacjlzx,True,56,
mp-aaacjmdl,True,3,
mp-aaacjmpu,True,8,
mp-aaacjmta,True,40,
mp-aaacjmuq,True,8,
mp-aaackclo,True,8,
mp-aaackfrg,True,4,
mp-aaackgnh,True,56,
mp-aaackgnt,True,56,
mp-aaackgol,True,40,
mp-aaackgrw,True,2,
mp-aaackhxu,True,9,
mp-aaackinx,True,12,
mp-aaackjvc,True,4,
mp-aaackkkb,True,4,
mp-aaackkoz,True,1,
mp-aaackksf,True,14,
mp-aaackkss,True,14,
mp-aaackkvg,True,14,
mp-aaackkvz,True,10,
mp-aaackkwf,True,56,
mp-aaackkxq,True,4,
mp-aaacklqq,True,4,
mp-aaackmcj,True,16,
mp-aaackmdi,True,50,
mp-aaacknuo,True,56,
mp-aaackpwa,True,3,
mp-aaackpwb,True,3,
mp-aaackpwd,True,3,
mp-aaackpwg,True,3,
mp-aaackpwo,True,3,
mp-aaackpwq,True,3,
mp-aaackpyk,True,32,
mp-aaackpzr,True,32,
mp-aaackqoo,True,14,
mp-aaackqya,True,16,
mp-aaackqyj,True,24,
mp-aaackqzh,True,30,
mp-aaackqzi,True,24,
mp-aaackqzl,True,24,
mp-aaackqzm,True,20,
mp-aaackqzn,True,26,
mp-aaackqzt,True,32,
mp-aaackqzv,True,16,
mp-aaackrag,True,24,
mp-aaackrai,True,32,
mp-aaackraj,True,24,
mp-aaackrar,True,16,
mp-aaackras,True,16,
mp-aaackrax,True,24,
mp-aaackray,True,22,
mp-aaackraz,True,22,
mp-aaackrbe,True,24,
mp-aaackrbn,True,32,
mp-aaackrbs,True,18,
mp-aaackrcc,True,9,
mp-aaackrcm,True,68,
mp-aaackrct,True,24,
mp-aaackrcy,True,24,
mp-aaackrdk,True,24,
mp-aaackrdn,True,10,
mp-aaackrfp,True,18,
mp-aaackrgf,True,81,
mp-aaackris,True,58,
mp-aaackriv,True,33,
mp-aaackrjl,True,24,
mp-aaackrkb,True,24,
mp-aaackrko,True,52,
mp-aaackrkq,True,44,
mp-aaackrkv,True,42,
mp-aaackrlc,True,36,
mp-aaackrld,True,36,
mp-aaackrlg,True,52,
mp-aaackrll,True,88,
mp-aaackrln,True,72,
mp-aaackrlo,True,12,
mp-aaackrlq,True,44,
mp-aaackrlt,True,12,
mp-aaackrlu,True,46,
mp-aaackrlw,True,44,
mp-aaackrlx,True,72,
mp-aaackrma,True,44,
mp-aaackrmc,True,26,
mp-aaackrme,True,44,
mp-aaackrmg,True,44,
mp-aaackrmh,True,38,
mp-aaackrmi,True,72,
mp-aaackrmj,True,72,
mp-aaackrmk,True,46,
mp-aaackrml,True,72,
mp-aaackrmo,True,44,
mp-aaackrmp,True,98,
mp-aaackrmq,True,36,
mp-aaackrmr,True,69,
mp-aaackrmt,True,48,
mp-aaackrmu,True,42,
mp-aaackrmx,True,52,
mp-aaackrnb,True,36,
mp-aaackrnc,True,27,
mp-aaackrnf,True,42,
mp-aaackrni,True,46,
mp-aaackrnj,True,52,
mp-aaackrnk,True,36,
mp-aaackrnl,True,46,
mp-aaackrno,True,69,
mp-aaackrnp,True,52,
mp-aaackrnx,True,21,
mp-aaackrod,True,76,
mp-aaackrof,True,72,
mp-aaackroh,True,44,
mp-aaackroj,True,44,
mp-aaackror,True,36,
mp-aaackros,True,52,
mp-aaackrov,True,30,
mp-aaackroz,True,36,
mp-aaackrpb,True,34,
mp-aaackrpc,True,48,
mp-aaackrpd,True,44,
mp-aaackrpe,True,22,
mp-aaackrpg,True,36,
mp-aaackrph,True,72,
mp-aaackrpi,True,72,
mp-aaackrpk,True,48,
mp-aaackrre,True,44,
mp-aaackrrp,True,4,
mp-aaackrrs,True,44,
mp-aaackrru,True,56,
mp-aaackrrv,True,44,
mp-aaackrry,True,22,
mp-aaackrsb,True,28,
mp-aaackrsf,True,16,
mp-aaackrsi,True,56,
mp-aaackrtc,True,50,
mp-aaackrtj,True,50,
mp-aaackrtv,True,24,
mp-aaackrub,True,55,
mp-aaackruf,True,68,
mp-aaackrum,True,8,
mp-aaackssp,True,12,
mp-aaackulq,True,15,
mp-aaackurq,True,14,
mp-aaackuux,True,14,
mp-aaackuxe,True,15,
mp-aaackvdk,True,14,
mp-aaackvhw,True,14,
mp-aaackvip,True,14,
mp-aaackvir,True,15,
mp-aaackvrt,True,14,
mp-aaackvyk,True,14,
mp-aaackvzj,True,14,
mp-aaackwcp,True,15,
mp-aaackwen,True,14,
mp-aaackwli,True,14,
mp-aaackxfv,True,20,
mp-aaackxkz,True,16,
mp-aaackxle,True,20,
mp-aaackxoe,True,20,
mp-aaackyqf,True,16,
mp-aaaclewd,True,10,
mp-aaaclewh,True,10,
mp-aaaclewi,True,10,
mp-aaaclewn,True,10,
mp-aaaclewo,True,10,
mp-aaacleyv,True,10,
mp-aaaclezp,True,10,
mp-aaaclfam,True,10,
mp-aaaclfbg,True,10,
mp-aaaclfbj,True,10,
mp-aaaclfbo,True,10,
mp-aaaclfbr,True,10,
mp-aaaclfgf,True,10,
mp-aaaclfgl,True,10,
mp-aaaclfhf,True,10,
mp-aaaclfhl,True,10,
mp-aaaclfih,True,10,
mp-aaaclfmi,True,10,
mp-aaaclfmj,True,10,
mp-aaaclfpi,True,10,
mp-aaaclfpj,True,10,
mp-aaaclfpo,True,10,
mp-aaaclfqj,True,10,
mp-aaaclfqo,True,10,
mp-aaaclfqv,True,10,
mp-aaaclfqz,True,10,
mp-aaaclfse,True,10,
mp-aaaclfsh,True,10,
mp-aaaclfsj,True,10,
mp-aaaclfsl,True,10,
mp-aaaclfso,True,10,
mp-aaaclfwx,True,10,
mp-aaaclfyx,True,10,
mp-aaaclfzm,True,10,
mp-aaaclgaf,True,10,
mp-aaaclgav,True,10,
mp-aaaclgdg,True,10,
mp-aaaclgdm,True,10,
mp-aaaclgdr,True,10,
mp-aaaclgli,True,10,
mp-aaaclglm,True,10,
mp-aaaclgmo,True,10,
mp-aaaclgng,True,10,
mp-aaaclgnm,True,10,
mp-aaaclgnn,True,10,
mp-aaaclgsk,True,10,
mp-aaaclgsx,True,10,
mp-aaaclgtj,True,10,
mp-aaaclguj,True,10,
mp-aaaclgum,True,10,
mp-aaaclgwf,True,10,
mp-aaaclgwl,True,10,
mp-aaaclgxj,True,10,
mp-aaaclhes,True,10,
mp-aaaclhiq,True,10,
mp-aaaclhju,True,10,
mp-aaaclhkk,True,10,
mp-aaaclhvg,True,10,
mp-aaaclhzx,True,10,
mp-aaacligb,True,10,
mp-aaacligj,True,10,
mp-aaacligt,True,10,
mp-aaacligv,True,10,
mp-aaaclind,True,10,
mp-aaacljls,True,10,
mp-aaacljmk,True,10,
mp-aaacljmz,True,10,
mp-aaacljnb,True,10,
mp-aaacljoa,True,10,
mp-aaacljov,True,10,
mp-aaaclkgz,True,10,
mp-aaaclkhk,True,10,
mp-aaacltws,True,6,
mp-aaacltya,True,20,
mp-aaacltyv,True,5,
mp-aaacltzi,True,32,
mp-aaacluar,True,35,
mp-aaacnakn,True,18,
mp-aaacnhrv,True,9,
mp-aaacnhso,True,7,
mp-aaacnhth,True,14,
mp-aaacnhuk,True,7,
mp-aaacnhva,True,120,
mp-aaacoqgw,True,19,
mp-aaacosih,True,18,
mp-aaacotcd,True,72,
mp-aaacotce,True,84,
mp-aaacotcf,True,42,
mp-aaacotcu,True,12,
mp-aaacotea,True,18,
mp-aaacoted,True,14,
mp-aaacotee,True,18,
mp-aaacotef,True,18,
mp-aaacotep,True,36,
mp-aaacotfo,True,22,
mp-aaacotfs,True,18,
mp-aaacotzu,True,18,
mp-aaacouba,True,38,
mp-aaacoukn,True,77,
mp-aaacoulj,True,84,
mp-aaacoulo,True,87,
mp-aaacouma,True,90,
mp-aaacounx,True,8,
mp-aaacoupf,True,24,
mp-aaacouqe,True,12,
mp-aaacoutt,True,32,
mp-aaacouty,True,16,
mp-aaacouwc,True,16,
mp-aaacouzr,True,32,
mp-aaacovfw,True,24,
mp-aaacovku,True,16,
mp-aaacovne,True,32,
mp-aaacoydj,True,50,
mp-aaacoydk,True,50,
mp-aaacoydl,True,56,
mp-aaacoydx,True,50,
mp-aaacoyeb,True,50,
mp-aaacoyed,True,50,
mp-aaacoyee,True,50,
mp-aaacoyeg,True,56,
mp-aaacoyeh,True,26,
mp-aaacoyei,True,50,
mp-aaacoyen,True,75,
mp-aaacoyeo,True,46,
mp-aaacoyez,True,46,
mp-aaacoyfa,True,56,
mp-aaacoyfc,True,46,
mp-aaacoyfe,True,54,
mp-aaacoyff,True,46,
mp-aaacoyfg,True,46,
mp-aaacoyfi,True,54,
mp-aaacoyfj,True,46,
mp-aaacoyfm,True,26,
mp-aaacoyfn,True,85,
mp-aaacoyfo,True,96,
mp-aaacoyfp,True,48,
mp-aaacoyfq,True,72,
mp-aaacoyft,True,24,
mp-aaacoyfu,True,48,
mp-aaacoyfv,True,48,
mp-aaacoyfy,True,48,
mp-aaacoyfz,True,48,
mp-aaacoygb,True,48,
mp-aaacoygd,True,24,
mp-aaacoygg,True,48,
mp-aaacoygi,True,24,
mp-aaacoygj,True,48,
mp-aaacoygn,True,48,
mp-aaacoygo,True,48,
mp-aaacoygq,True,18,
mp-aaacoygu,True,24,
mp-aaacoygw,True,24,
mp-aaacoyha,True,46,
mp-aaacoyhg,True,24,
mp-aaacoyhh,True,24,
mp-aaacoyhj,True,54,
mp-aaacoyhl,True,16,
mp-aaacoyhm,True,28,
mp-aaacoyhp,True,16,
mp-aaacoyhq,True,16,
mp-aaacoyhu,True,72,
mp-aaacoyhx,True,48,
mp-aaacoyhz,True,56,
mp-aaacoyib,True,28,
mp-aaacoyih,True,34,
mp-aaacoyii,True,72,
mp-aaacoyip,True,24,
mp-aaacoyis,True,72,
mp-aaacoyiz,True,72,
mp-aaacoyja,True,72,
mp-aaacoyjf,True,36,
mp-aaacoyjh,True,72,
mp-aaacoyjn,True,72,
mp-aaacoyjs,True,72,
mp-aaacoyjv,True,24,
mp-aaacoyka,True,72,
mp-aaacoykd,True,24,
mp-aaacoyku,True,24,
mp-aaacoykx,True,16,
mp-aaacoyla,True,72,
mp-aaacoylc,True,16,
mp-aaacoylg,True,68,
mp-aaacoyli,True,48,
mp-aaacoylo,True,14,
mp-aaacoylr,True,21,
mp-aaacoyls,True,46,
mp-aaacoylt,True,50,
mp-aaacoylv,True,84,
mp-aaacoylw,True,54,
mp-aaacoyma,True,16,
mp-aaacoymc,True,32,
mp-aaacoyme,True,36,
mp-aaacoymf,True,34,
mp-aaacoymj,True,34,
mp-aaacoyml,True,32,
mp-aaacoymp,True,32,
mp-aaacoymq,True,12,
mp-aaacoymt,True,10,
mp-aaacoymy,True,14,
mp-aaacoymz,True,36,
mp-aaacoynk,True,16,
mp-aaacoyno,True,36,
mp-aaacoynp,True,36,
mp-aaacoynq,True,36,
mp-aaacoyns,True,32,
mp-aaacoynt,True,72,
mp-aaacoynz,True,48,
mp-aaacoyoa,True,84,
mp-aaacoyoe,True,35,
mp-aaacoyof,True,36,
mp-aaacoyog,True,56,
mp-aaacoyol,True,42,
mp-aaacoyom,True,12,
mp-aaacoyos,True,12,
mp-aaacoyou,True,36,
mp-aaacoyov,True,96,
mp-aaacoyox,True,96,
mp-aaacoypc,True,20,
mp-aaacoypd,True,64,
mp-aaacoyph,True,24,
mp-aaacoypj,True,48,
mp-aaacoypk,True,14,
mp-aaacoypo,True,50,
mp-aaacoypq,True,14,
mp-aaacoyps,True,50,
mp-aaacoypt,True,64,
mp-aaacoypu,True,84,
mp-aaacoypv,True,57,
mp-aaacoyqb,True,14,
mp-aaacoyqc,True,16,
mp-aaacoyqe,True,44,
mp-aaacoyqh,True,88,
mp-aaacoyqi,True,76,
mp-aaacoyqj,True,10,
mp-aaacoyqk,True,39,
mp-aaacoyql,True,44,
mp-aaacoyqm,True,36,
mp-aaacoyqq,True,40,
mp-aaacoyqs,True,33,
mp-aaacoyqy,True,26,
mp-aaacoyqz,True,13,
mp-aaacoyrc,True,78,
mp-aaacoyrd,True,88,
mp-aaacoyrk,True,22,
mp-aaacoyrm,True,96,
mp-aaacoyro,True,44,
mp-aaacoyrp,True,22,
mp-aaacoyrw,True,44,
mp-aaacoysc,True,88,
mp-aaacoyse,True,16,
mp-aaacoysf,True,88,
mp-aaacoysg,True,44,
mp-aaacoysh,True,16,
mp-aaacoysj,True,66,
mp-aaacoysm,True,18,
mp-aaacoyso,True,78,
mp-aaacoysr,True,42,
mp-aaacoyss,True,16,
mp-aaacoyst,True,76,
mp-aaacoysv,True,16,
mp-aaacoysz,True,24,
mp-aaacoyte,True,88,
mp-aaacoytm,True,13,
mp-aaacoytp,True,26,
mp-aaacoyuc,True,84,
mp-aaacoyud,True,30,
mp-aaacoyuf,True,50,
mp-aaacoyuk,True,11,
mp-aaacoyum,True,88,
mp-aaacoyuo,True,7,
mp-aaacoyup,True,48,
mp-aaacoyuq,True,16,
mp-aaacoyus,True,28,
mp-aaacoyux,True,52,
mp-aaacoyuz,True,13,
mp-aaacoyvb,True,22,
mp-aaacoyve,True,45,
mp-aaacoyvj,True,37,
mp-aaacoyvr,True,76,
mp-aaacoyvs,True,36,
mp-aaacoyvx,True,96,
mp-aaacoywh,True,76,
mp-aaacoywk,True,88,
mp-aaacoywm,True,65,
mp-aaacoywo,True,96,
mp-aaacoywq,True,36,
mp-aaacoyww,True,76,
mp-aaacoywx,True,76,
mp-aaacoyxe,True,76,
mp-aaacoyxh,True,94,
mp-aaacoyxl,True,94,
mp-aaacoyxm,True,94,
mp-aaacoyxo,True,94,
mp-aaacoyxt,True,94,
mp-aaacoyxx,True,94,
mp-aaacoyxz,True,94,
mp-aaacoyya,True,94,
mp-aaacoyyb,True,94,
mp-aaacoyyc,True,94,
mp-aaacoyyd,True,76,
mp-aaacoyyf,True,94,
mp-aaacoyyg,True,94,
mp-aaacoyyh,True,94,
mp-aaacoyyi,True,94,
mp-aaacoyyj,True,94,
mp-aaacoyyo,True,94,
mp-aaacoyyr,True,94,
mp-aaacoyyt,True,28,
mp-aaacoyyv,True,43,
mp-aaacoyyy,True,40,
mp-aaacoyza,True,47,
mp-aaacoyzd,True,41,
mp-aaacoyzf,True,76,
mp-aaacoyzg,True,92,
mp-aaacoyzh,True,94,
mp-aaacoyzk,True,92,
mp-aaacoyzm,True,92,
mp-aaacoyzn,True,92,
mp-aaacoyzo,True,92,
mp-aaacoyzp,True,92,
mp-aaacoyzq,True,92,
mp-aaacoyzr,True,94,
mp-aaacoyzs,True,92,
mp-aaacoyzt,True,92,
mp-aaacoyzu,True,94,
mp-aaacoyzv,True,94,
mp-aaacoyzw,True,92,
mp-aaacoyzx,True,92,
mp-aaacoyzy,True,92,
mp-aaacoyzz,True,92,
mp-aaacozaa,True,92,
mp-aaacozab,True,92,
mp-aaacozac,True,92,
mp-aaacozad,True,92,
mp-aaacozae,True,92,
mp-aaacozaf,True,92,
mp-aaacozag,True,92,
mp-aaacozah,True,92,
mp-aaacozaj,True,92,
mp-aaacozak,True,92,
mp-aaacozal,True,92,
mp-aaacozam,True,92,
mp-aaacozan,True,92,
mp-aaacozao,True,92,
mp-aaacozaq,True,92,
mp-aaacozar,True,94,
mp-aaacozat,True,92,
mp-aaacozaw,True,92,
mp-aaacozax,True,40,
mp-aaacozay,True,94,
mp-aaacozaz,True,94,
mp-aaacozba,True,92,
mp-aaacozbb,True,92,
mp-aaacozbc,True,92,
mp-aaacozbf,True,92,
