material_id,linked_summary_has_structure,structure_nsites_if_parseable,structure_formula_if_available
mp-aaabqwlm,True,28,
mp-aaabqwln,True,20,
mp-aaabqwlp,True,10,
mp-aaabqwlq,True,16,
mp-aaabqwlu,True,13,
mp-aaabqwlx,True,6,
mp-aaabqwly,True,28,
mp-aaabqwma,True,56,
mp-aaabqwmo,True,20,
mp-aaabqwmp,True,24,
mp-aaabqwnb,True,22,
mp-aaabqwnh,True,8,
mp-aaabqwni,True,20,
mp-aaabqwnj,True,14,
mp-aaabqwnn,True,26,
mp-aaabqwnr,True,14,
mp-aaabqwns,True,26,
mp-aaabqwnv,True,26,
mp-aaabqwnw,True,15,
mp-aaabqwny,True,28,
mp-aaabqwnz,True,24,
mp-aaabqwod,True,16,
mp-aaabqwoe,True,14,
mp-aaabqwof,True,56,
mp-aaabqwog,True,26,
mp-aaabqwoh,True,18,
mp-aaabqwol,True,38,
mp-aaabqwom,True,12,
mp-aaabqwot,True,20,
mp-aaabqwov,True,24,
mp-aaabqwpm,True,24,
mp-aaabqwpp,True,18,
mp-aaabqwpr,True,24,
mp-aaabqwpt,True,8,
mp-aaabqwpu,True,12,
mp-aaabqwpw,True,26,
mp-aaabqwqc,True,8,
mp-aaabqwqd,True,24,
mp-aaabqwqf,True,24,
mp-aaabqwqi,True,15,
mp-aaabqwqq,True,28,
mp-aaabqwqx,True,20,
mp-aaabqwqy,True,20,
mp-aaabqwrb,True,12,
mp-aaabqwrd,True,9,
mp-aaabqwrh,True,56,
mp-aaabqwrk,True,81,
mp-aaabqwrn,True,24,
mp-aaabqwrr,True,26,
mp-aaabqwrt,True,20,
mp-aaabqwrz,True,52,
mp-aaabqwsb,True,12,
mp-aaabqwsd,True,44,
mp-aaabqwse,True,16,
mp-aaabqwsk,True,18,
mp-aaabqwsl,True,48,
mp-aaabqwsn,True,28,
mp-aaabqwsp,True,48,
mp-aaabqwsr,True,19,
mp-aaabqwss,True,11,
mp-aaabqwst,True,12,
mp-aaabqwsz,True,18,
mp-aaabqwtc,True,36,
mp-aaabqwte,True,26,
mp-aaabqwth,True,14,
mp-aaabqwti,True,15,
mp-aaabqwtj,True,16,
mp-aaabqwtk,True,12,
mp-aaabqwtm,True,25,
mp-aaabqwtn,True,8,
mp-aaabqwtp,True,16,
mp-aaabqwtq,True,10,
mp-aaabqwts,True,25,
mp-aaabqwtt,True,26,
mp-aaabqwtu,True,26,
mp-aaabqwty,True,15,
mp-aaabqwue,True,28,
mp-aaabqwug,True,15,
mp-aaabqwui,True,20,
mp-aaabqwum,True,32,
mp-aaabqwun,True,18,
mp-aaabqwuo,True,22,
mp-aaabqwup,True,16,
mp-aaabqwur,True,18,
mp-aaabqwuu,True,16,
mp-aaabqwuw,True,12,
mp-aaabqwux,True,25,
mp-aaabqwuy,True,13,
mp-aaabqwve,True,9,
mp-aaabqwvs,True,16,
mp-aaabqwvy,True,44,
mp-aaabqwwa,True,24,
mp-aaabqwwb,True,22,
mp-aaabqwwc,True,18,
mp-aaabqwwd,True,22,
mp-aaabqwwf,True,21,
mp-aaabqwwj,True,19,
mp-aaabqwwk,True,32,
mp-aaabqwwm,True,26,
mp-aaabqwwq,True,23,
mp-aaabqwwt,True,16,
mp-aaabqwwy,True,18,
mp-aaabqwxf,True,9,
mp-aaabqwxk,True,28,
mp-aaabqwxs,True,17,
mp-aaabqwxt,True,27,
mp-aaabqwxy,True,32,
mp-aaabqwxz,True,12,
mp-aaabqwyg,True,8,
mp-aaabqwyh,True,14,
mp-aaabqwyi,True,24,
mp-aaabqwyo,True,28,
mp-aaabqwys,True,24,
mp-aaabqwze,True,28,
mp-aaabqwzl,True,92,
mp-aaabqwzp,True,17,
mp-aaabqwzs,True,32,
mp-aaabqwzu,True,18,
mp-aaabqwzv,True,20,
mp-aaabqxae,True,28,
mp-aaabqxaq,True,24,
mp-aaabqxas,True,28,
mp-aaabqxat,True,5,
mp-aaabqxau,True,16,
mp-aaabqxay,True,15,
mp-aaabqxbb,True,24,
mp-aaabqxbe,True,24,
mp-aaabqxbm,True,22,
mp-aaabqxbn,True,26,
mp-aaabqxbq,True,28,
mp-aaabqxbs,True,22,
mp-aaabqxbu,True,26,
mp-aaabqxbv,True,18,
mp-aaabqxbw,True,26,
mp-aaabqxbx,True,13,
mp-aaabqxce,True,26,
mp-aaabqxcn,True,44,
mp-aaabqxcu,True,21,
mp-aaabqxdg,True,22,
mp-aaabqxdk,True,32,
mp-aaabqxdr,True,28,
mp-aaabqxdv,True,24,
mp-aaabqxdz,True,26,
mp-aaabqxeh,True,22,
mp-aaabqxel,True,19,
mp-aaabqxen,True,14,
mp-aaabqxeq,True,22,
mp-aaabqxer,True,18,
mp-aaabqxew,True,44,
mp-aaabqxex,True,24,
mp-aaabqxez,True,26,
mp-aaabqxfa,True,26,
mp-aaabqxfb,True,26,
mp-aaabqxfc,True,26,
mp-aaabqxfd,True,26,
mp-aaabqxfg,True,20,
mp-aaabqxfh,True,26,
mp-aaabqxfk,True,15,
mp-aaabqxfq,True,26,
mp-aaabqxfs,True,15,
mp-aaabqxfx,True,15,
mp-aaabqxfz,True,24,
mp-aaabqxga,True,28,
mp-aaabqxgb,True,17,
mp-aaabqxgd,True,40,
mp-aaabqxgi,True,15,
mp-aaabqxgl,True,54,
mp-aaabqxgn,True,40,
mp-aaabqxgw,True,26,
mp-aaabqxgx,True,16,
mp-aaabqxgz,True,29,
mp-aaabqxhc,True,26,
mp-aaabqxhd,True,34,
mp-aaabqxhe,True,14,
mp-aaabqxhg,True,16,
mp-aaabqxhl,True,20,
mp-aaabqxhm,True,56,
mp-aaabqxhn,True,14,
mp-aaabqxht,True,22,
mp-aaabqxib,True,14,
mp-aaabqxic,True,22,
mp-aaabqxie,True,22,
mp-aaabqxil,True,14,
mp-aaabqxiq,True,22,
mp-aaabqxir,True,30,
mp-aaabqxjd,True,30,
mp-aaabqxje,True,14,
mp-aaabqxjh,True,27,
mp-aaabqxjk,True,14,
mp-aaabqxjn,True,28,
mp-aaabqxjw,True,28,
mp-aaabqxjx,True,24,
mp-aaabqxjy,True,20,
mp-aaabqxjz,True,26,
mp-aaabqxka,True,16,
mp-aaabqxkm,True,18,
mp-aaabqxko,True,26,
mp-aaabqxku,True,14,
mp-aaabqxkx,True,20,
mp-aaabqxky,True,32,
mp-aaabqxla,True,15,
mp-aaabqxlj,True,19,
mp-aaabqxmc,True,16,
mp-aaabqxmi,True,14,
mp-aaabqxmj,True,26,
mp-aaabqxmo,True,12,
mp-aaabqxms,True,24,
mp-aaabqxmy,True,28,
mp-aaabqxnc,True,14,
mp-aaabqxnd,True,30,
mp-aaabqxnj,True,15,
mp-aaabqxnq,True,15,
mp-aaabqxnu,True,10,
mp-aaabqxoe,True,14,
mp-aaabqxot,True,16,
mp-aaabqxow,True,4,
mp-aaabqxox,True,26,
mp-aaabqxpa,True,13,
mp-aaabqxpc,True,26,
mp-aaabqxpf,True,28,
mp-aaabqxqa,True,12,
mp-aaabqxql,True,17,
mp-aaabqxqo,True,22,
mp-aaabqxqw,True,17,
mp-aaabqxqx,True,24,
mp-aaabqxrg,True,20,
mp-aaabqxrl,True,30,
mp-aaabqxrs,True,13,
mp-aaabqxsb,True,16,
mp-aaabqxsc,True,22,
mp-aaabqxso,True,24,
mp-aaabqxsp,True,9,
mp-aaabqxsu,True,16,
mp-aaabqxti,True,13,
mp-aaabqxtp,True,19,
mp-aaabqxtr,True,26,
mp-aaabqxtu,True,22,
mp-aaabqxub,True,52,
mp-aaabqxuk,True,8,
mp-aaabqxup,True,28,
mp-aaabqxus,True,18,
mp-aaabqxuu,True,20,
mp-aaabqxuz,True,20,
mp-aaabqxve,True,56,
mp-aaabqxvj,True,18,
mp-aaabqxvp,True,24,
mp-aaabqxvy,True,17,
mp-aaabqxwb,True,15,
mp-aaabqxwc,True,16,
mp-aaabqxwi,True,24,
mp-aaabqxwn,True,23,
mp-aaabqxwq,True,16,
mp-aaabqxwu,True,20,
mp-aaabqxxb,True,17,
mp-aaabqxxn,True,24,
mp-aaabqxxs,True,50,
mp-aaabqxym,True,22,
mp-aaabqxzd,True,24,
mp-aaabqxzg,True,34,
mp-aaabqxzr,True,5,
mp-aaabqyae,True,14,
mp-aaabqyai,True,16,
mp-aaabqyaj,True,14,
mp-aaabqyal,True,24,
mp-aaabqyam,True,52,
mp-aaabqyao,True,19,
mp-aaabqybh,True,24,
mp-aaabqybi,True,20,
mp-aaabqybj,True,17,
mp-aaabqybk,True,19,
mp-aaabqybt,True,16,
mp-aaabqybv,True,48,
mp-aaabqybw,True,16,
mp-aaabqybz,True,9,
mp-aaabqyci,True,22,
mp-aaabqycq,True,36,
mp-aaabqycs,True,25,
mp-aaabqycy,True,14,
mp-aaabqydf,True,22,
mp-aaabqydg,True,26,
mp-aaabqydk,True,13,
mp-aaabqydp,True,14,
mp-aaabqydq,True,26,
mp-aaabqydz,True,17,
mp-aaabqyec,True,28,
mp-aaabqyet,True,16,
mp-aaabqyew,True,4,
mp-aaabqyex,True,28,
mp-aaabqyey,True,52,
mp-aaabqyfb,True,32,
mp-aaabqyfd,True,10,
mp-aaabqyfg,True,23,
mp-aaabqyfi,True,25,
mp-aaabqyfm,True,24,
mp-aaabqygb,True,24,
mp-aaabqygd,True,31,
mp-aaabqyge,True,16,
mp-aaabqygh,True,14,
mp-aaabqygk,True,40,
mp-aaabqygm,True,20,
mp-aaabqygo,True,15,
mp-aaabqygu,True,40,
mp-aaabqygv,True,23,
mp-aaabqygw,True,6,
mp-aaabqyhc,True,14,
mp-aaabqyhj,True,8,
mp-aaabqyhl,True,24,
mp-aaabqyhr,True,24,
mp-aaabqyhw,True,22,
mp-aaabqyhz,True,12,
mp-aaabqyil,True,28,
mp-aaabqyin,True,22,
mp-aaabqyio,True,15,
mp-aaabqyit,True,26,
mp-aaabqyiu,True,24,
mp-aaabqyiz,True,20,
mp-aaabqyja,True,14,
mp-aaabqyjg,True,4,
mp-aaabqyjt,True,48,
mp-aaabqyju,True,14,
mp-aaabqyka,True,10,
mp-aaabqykd,True,20,
mp-aaabqykf,True,24,
mp-aaabqykt,True,14,
mp-aaabqyld,True,26,
mp-aaabqylg,True,22,
mp-aaabqylh,True,13,
mp-aaabqylm,True,14,
mp-aaabqylq,True,8,
mp-aaabqyls,True,6,
mp-aaabqylt,True,12,
mp-aaabqylw,True,16,
mp-aaabqymg,True,34,
mp-aaabqymo,True,7,
mp-aaabqymu,True,12,
mp-aaabqymx,True,19,
mp-aaabqymz,True,56,
mp-aaabqync,True,5,
mp-aaabqyni,True,28,
mp-aaabqynn,True,13,
mp-aaabqynt,True,15,
mp-aaabqynu,True,20,
mp-aaabqyod,True,20,
mp-aaabqyoe,True,28,
mp-aaabqyon,True,18,
mp-aaabqyor,True,16,
mp-aaabqyot,True,18,
mp-aaabqyou,True,14,
mp-aaabqyow,True,17,
mp-aaabqyox,True,14,
mp-aaabqyoy,True,19,
mp-aaabqypa,True,11,
mp-aaabqypf,True,16,
mp-aaabqyqd,True,22,
mp-aaabqyqe,True,18,
mp-aaabqyqk,True,14,
mp-aaabqyqr,True,17,
mp-aaabqyqs,True,4,
mp-aaabqyqw,True,19,
mp-aaabqyrg,True,26,
mp-aaabqyrk,True,20,
mp-aaabqyrn,True,26,
mp-aaabqyrq,True,22,
mp-aaabqyse,True,28,
mp-aaabqysf,True,22,
mp-aaabqysk,True,15,
mp-aaabqysl,True,12,
mp-aaabqysm,True,15,
mp-aaabqysq,True,12,
mp-aaabqysz,True,7,
mp-aaabqyth,True,28,
mp-aaabqytm,True,7,
mp-aaabqytq,True,22,
mp-aaabqytr,True,20,
mp-aaabqyts,True,7,
mp-aaabqytz,True,14,
mp-aaabqyub,True,10,
mp-aaabqyud,True,30,
mp-aaabqyul,True,48,
mp-aaabqyup,True,17,
mp-aaabqyva,True,9,
mp-aaabqyvb,True,19,
mp-aaabqyvk,True,18,
mp-aaabqyvp,True,8,
mp-aaabqywc,True,56,
mp-aaabqywh,True,40,
mp-aaabqywm,True,8,
mp-aaabqyws,True,48,
mp-aaabqywx,True,15,
mp-aaabqyxd,True,12,
mp-aaabqyxh,True,8,
mp-aaabqyxk,True,24,
mp-aaabqyxl,True,24,
mp-aaabqyxq,True,22,
mp-aaabqyxr,True,22,
mp-aaabqyxt,True,25,
mp-aaabqyxv,True,18,
mp-aaabqyyi,True,8,
mp-aaabqyyl,True,12,
mp-aaabqyyx,True,28,
mp-aaabqyzd,True,10,
mp-aaabqyzj,True,14,
mp-aaabqyzm,True,21,
mp-aaabqyzp,True,23,
mp-aaabqyzv,True,10,
mp-aaabqyzw,True,19,
mp-aaabqyzy,True,24,
mp-aaabqzao,True,15,
mp-aaabqzas,True,14,
mp-aaabqzat,True,17,
mp-aaabqzau,True,28,
mp-aaabqzbg,True,18,
mp-aaabqzbm,True,17,
mp-aaabqzce,True,24,
mp-aaabqzct,True,30,
mp-aaabqzdc,True,20,
mp-aaabqzdl,True,16,
mp-aaabqzdp,True,18,
mp-aaabqzdv,True,12,
mp-aaabqzdx,True,18,
mp-aaabqzea,True,17,
mp-aaabqzee,True,16,
mp-aaabqzef,True,12,
mp-aaabqzeg,True,22,
mp-aaabqzeq,True,15,
mp-aaabqzes,True,23,
mp-aaabqzet,True,24,
mp-aaabqzey,True,15,
mp-aaabqzez,True,20,
mp-aaabqzff,True,32,
mp-aaabqzfh,True,16,
mp-aaabqzfl,True,30,
mp-aaabqzfu,True,22,
mp-aaabqzgb,True,32,
mp-aaabqzgg,True,7,
mp-aaabqzgp,True,3,
mp-aaabqzgr,True,14,
mp-aaabqzgs,True,15,
mp-aaabqzgu,True,18,
mp-aaabqzgx,True,36,
mp-aaabqzhb,True,14,
mp-aaabqzhc,True,18,
mp-aaabqzho,True,5,
mp-aaabqzhx,True,5,
mp-aaabqzhz,True,12,
mp-aaabqzie,True,18,
mp-aaabqzih,True,24,
mp-aaabqzjb,True,14,
mp-aaabqzjr,True,14,
mp-aaabqzjz,True,14,
mp-aaabqzke,True,7,
mp-aaabqzkj,True,26,
mp-aaabqzkp,True,10,
mp-aaabqzkz,True,14,
mp-aaabqzlg,True,76,
mp-aaabqzli,True,28,
mp-aaabqzlr,True,26,
mp-aaabqzlt,True,40,
mp-aaabqzlw,True,15,
mp-aaabqzly,True,12,
mp-aaabqzmd,True,44,
mp-aaabqzmf,True,40,
mp-aaabqzmg,True,22,
mp-aaabqzmh,True,18,
mp-aaabqzmk,True,16,
mp-aaabqzmv,True,25,
mp-aaabqzmz,True,36,
mp-aaabqznc,True,20,
mp-aaabqznj,True,19,
mp-aaabqznk,True,20,
mp-aaabqznm,True,13,
mp-aaabqznn,True,16,
mp-aaabqznw,True,28,
mp-aaabqzny,True,15,
mp-aaabqzoc,True,15,
mp-aaabqzoe,True,48,
mp-aaabqzok,True,16,
mp-aaabqzol,True,20,
mp-aaabqzor,True,15,
mp-aaabqzou,True,52,
mp-aaabqzov,True,36,
mp-aaabqzpa,True,22,
mp-aaabqzpc,True,13,
mp-aaabqzph,True,24,
mp-aaabqzpk,True,22,
mp-aaabqzpw,True,16,
mp-aaabqzpz,True,20,
mp-aaabqzqa,True,24,
mp-aaabqzql,True,15,
mp-aaabqzqv,True,16,
mp-aaabqzri,True,24,
mp-aaabqzrt,True,24,
mp-aaabqzrv,True,18,
mp-aaabqzsa,True,14,
mp-aaabqzsb,True,40,
mp-aaabqzsc,True,16,
mp-aaabqzsl,True,14,
mp-aaabqzsr,True,16,
mp-aaabqzth,True,16,
mp-aaabqztk,True,6,
mp-aaabqztn,True,24,
mp-aaabqztv,True,40,
mp-aaabqztz,True,14,
mp-aaabqzud,True,15,
mp-aaabqzui,True,18,
mp-aaabqzus,True,23,
mp-aaabqzuy,True,19,
mp-aaabqzvc,True,16,
mp-aaabqzvh,True,22,
mp-aaabqzvs,True,30,
mp-aaabqzwe,True,32,
mp-aaabqzwk,True,20,
mp-aaabqzwp,True,22,
mp-aaabqzwt,True,18,
mp-aaabqzxf,True,32,
mp-aaabqzxg,True,14,
mp-aaabqzxm,True,16,
mp-aaabqzxo,True,12,
mp-aaabqzxt,True,16,
mp-aaabqzxz,True,12,
mp-aaabqzyd,True,16,
mp-aaabqzyg,True,14,
mp-aaabqzyk,True,24,
mp-aaabqzyq,True,6,
mp-aaabqzyz,True,14,
mp-aaabqzzb,True,16,
mp-aaabqzzg,True,12,
mp-aaabqzzm,True,52,
mp-aaabqzzp,True,22,
mp-aaabqzzu,True,15,
mp-aaabqzzz,True,44,
mp-aaabraas,True,20,
mp-aaabrabd,True,22,
mp-aaabrabh,True,12,
mp-aaabrabu,True,12,
mp-aaabrabw,True,36,
mp-aaabraby,True,28,
mp-aaabrabz,True,48,
mp-aaabrace,True,20,
mp-aaabrach,True,24,
mp-aaabraci,True,20,
mp-aaabract,True,30,
mp-aaabracv,True,28,
mp-aaabracw,True,32,
mp-aaabrado,True,28,
mp-aaabradq,True,26,
mp-aaabradz,True,18,
mp-aaabraea,True,26,
mp-aaabraed,True,7,
mp-aaabraem,True,24,
mp-aaabraeq,True,24,
mp-aaabrafi,True,19,
mp-aaabrafr,True,20,
mp-aaabragc,True,14,
mp-aaabragd,True,14,
mp-aaabragk,True,14,
mp-aaabragp,True,19,
mp-aaabragu,True,15,
mp-aaabragw,True,26,
mp-aaabrahg,True,16,
mp-aaabrahh,True,15,
mp-aaabrahl,True,24,
mp-aaabrahp,True,28,
mp-aaabrahs,True,26,
mp-aaabrahv,True,14,
mp-aaabrahw,True,15,
mp-aaabraia,True,20,
mp-aaabraid,True,18,
mp-aaabraif,True,16,
mp-aaabrair,True,24,
mp-aaabrais,True,20,
mp-aaabrait,True,20,
mp-aaabraja,True,20,
mp-aaabrajr,True,15,
mp-aaabraju,True,19,
mp-aaabraka,True,18,
mp-aaabrakh,True,13,
mp-aaabrakj,True,26,
mp-aaabrakk,True,22,
mp-aaabrakp,True,12,
mp-aaabrald,True,32,
mp-aaabrale,True,14,
mp-aaabralf,True,21,
mp-aaabralg,True,24,
mp-aaabralo,True,24,
mp-aaabrals,True,10,
mp-aaabralv,True,16,
mp-aaabralz,True,18,
mp-aaabramb,True,24,
mp-aaabramh,True,12,
mp-aaabramm,True,29,
mp-aaabramo,True,4,
mp-aaabramt,True,24,
mp-aaabramu,True,12,
mp-aaabramz,True,14,
mp-aaabrane,True,11,
mp-aaabranj,True,22,
mp-aaabranp,True,14,
mp-aaabranu,True,18,
mp-aaabranw,True,28,
mp-aaabraoi,True,20,
mp-aaabraon,True,22,
mp-aaabraop,True,20,
mp-aaabraov,True,40,
mp-aaabraox,True,44,
mp-aaabrapd,True,16,
mp-aaabrapj,True,36,
mp-aaabrapo,True,24,
mp-aaabrapp,True,20,
mp-aaabrapq,True,16,
mp-aaabrapt,True,20,
mp-aaabrapu,True,16,
mp-aaabrapx,True,28,
mp-aaabraqa,True,12,
mp-aaabraqh,True,18,
mp-aaabraqi,True,56,
mp-aaabraqm,True,28,
mp-aaabraqn,True,23,
mp-aaabraqp,True,23,
mp-aaabraqr,True,14,
mp-aaabraqt,True,18,
mp-aaabraqx,True,14,
mp-aaabrari,True,14,
mp-aaabrark,True,32,
mp-aaabrarn,True,48,
mp-aaabrart,True,14,
mp-aaabraru,True,16,
mp-aaabrasa,True,15,
mp-aaabrasm,True,52,
mp-aaabrasv,True,18,
mp-aaabratg,True,28,
mp-aaabratm,True,26,
mp-aaabratn,True,28,
mp-aaabratx,True,16,
mp-aaabraud,True,26,
mp-aaabrauh,True,44,
mp-aaabrauo,True,16,
mp-aaabraut,True,30,
mp-aaabraux,True,28,
mp-aaabrauy,True,16,
mp-aaabravf,True,26,
mp-aaabravm,True,50,
mp-aaabravp,True,18,
mp-aaabravq,True,24,
mp-aaabravx,True,28,
mp-aaabravy,True,14,
mp-aaabrawj,True,24,
mp-aaabrawl,True,16,
mp-aaabrawn,True,12,
mp-aaabrawp,True,20,
mp-aaabrawq,True,30,
mp-aaabrawr,True,24,
mp-aaabraws,True,16,
mp-aaabraww,True,16,
mp-aaabrawy,True,24,
mp-aaabraxa,True,14,
mp-aaabraxf,True,14,
mp-aaabraxj,True,16,
mp-aaabraxk,True,20,
mp-aaabraxl,True,16,
mp-aaabraxs,True,22,
mp-aaabraxy,True,15,
mp-aaabraxz,True,24,
mp-aaabrayf,True,25,
mp-aaabrayg,True,12,
mp-aaabrayh,True,28,
mp-aaabrayn,True,16,
mp-aaabrayp,True,15,
mp-aaabrays,True,22,
mp-aaabrayt,True,44,
mp-aaabrayu,True,28,
mp-aaabrayv,True,12,
mp-aaabrayx,True,28,
mp-aaabraza,True,24,
mp-aaabrazb,True,20,
mp-aaabrazf,True,14,
mp-aaabrazo,True,18,
mp-aaabrazp,True,24,
mp-aaabrazr,True,20,
mp-aaabrazu,True,24,
mp-aaabrazx,True,24,
mp-aaabrbac,True,20,
mp-aaabrbad,True,24,
mp-aaabrbal,True,24,
mp-aaabrbam,True,28,
mp-aaabrbar,True,34,
mp-aaabrbat,True,24,
mp-aaabrbbb,True,18,
mp-aaabrbbf,True,40,
mp-aaabrbbi,True,16,
mp-aaabrbbk,True,15,
mp-aaabrbbl,True,24,
mp-aaabrbbm,True,12,
mp-aaabrbbn,True,18,
mp-aaabrbbq,True,28,
mp-aaabrbbs,True,12,
mp-aaabrbbv,True,16,
mp-aaabrbca,True,52,
mp-aaabrbcb,True,20,
mp-aaabrbcc,True,15,
mp-aaabrbcg,True,17,
mp-aaabrbci,True,13,
mp-aaabrbck,True,18,
mp-aaabrbcl,True,18,
mp-aaabrbcq,True,30,
mp-aaabrbcr,True,12,
mp-aaabrbct,True,20,
mp-aaabrbcu,True,16,
mp-aaabrbcx,True,17,
mp-aaabrbdb,True,24,
mp-aaabrbdd,True,12,
mp-aaabrbdf,True,16,
mp-aaabrbdg,True,16,
mp-aaabrbdh,True,22,
mp-aaabrbdm,True,28,
mp-aaabrbdn,True,12,
mp-aaabrbdu,True,12,
mp-aaabrbdv,True,22,
mp-aaabrbea,True,36,
mp-aaabrbee,True,13,
mp-aaabrbeg,True,16,
mp-aaabrbeh,True,24,
mp-aaabrbei,True,24,
mp-aaabrbej,True,23,
mp-aaabrbek,True,16,
mp-aaabrbeo,True,12,
mp-aaabrbes,True,28,
mp-aaabrbez,True,17,
mp-aaabrbfb,True,12,
mp-aaabrbfi,True,32,
mp-aaabrbfm,True,15,
mp-aaabrbfn,True,24,
mp-aaabrbfp,True,24,
mp-aaabrbfu,True,13,
mp-aaabrbfv,True,22,
mp-aaabrbfw,True,14,
mp-aaabrbga,True,24,
mp-aaabrbgb,True,16,
mp-aaabrbgc,True,16,
mp-aaabrbgj,True,24,
mp-aaabrbgk,True,16,
mp-aaabrbgl,True,30,
mp-aaabrbgn,True,17,
mp-aaabrbgp,True,30,
mp-aaabrbgz,True,16,
mp-aaabrbhd,True,14,
mp-aaabrbhj,True,12,
mp-aaabrbho,True,12,
mp-aaabrbhs,True,30,
mp-aaabrbht,True,16,
mp-aaabrbid,True,24,
mp-aaabrbik,True,24,
mp-aaabrbim,True,36,
mp-aaabrbir,True,16,
mp-aaabrbix,True,20,
mp-aaabrbiy,True,28,
mp-aaabrbjb,True,20,
mp-aaabrbjd,True,37,
mp-aaabrbjg,True,17,
mp-aaabrbjo,True,12,
mp-aaabrbjs,True,13,
mp-aaabrbjt,True,14,
mp-aaabrbjv,True,24,
mp-aaabrbjw,True,15,
mp-aaabrbjx,True,15,
mp-aaabrbkc,True,16,
mp-aaabrbkd,True,52,
mp-aaabrbkg,True,13,
mp-aaabrbkh,True,18,
mp-aaabrbkn,True,24,
mp-aaabrbkp,True,32,
mp-aaabrbkw,True,22,
mp-aaabrbkz,True,15,
mp-aaabrbla,True,38,
mp-aaabrblg,True,24,
mp-aaabrblk,True,25,
mp-aaabrblr,True,24,
mp-aaabrblx,True,28,
mp-aaabrbly,True,36,
mp-aaabrblz,True,19,
mp-aaabrbmb,True,28,
mp-aaabrbme,True,42,
mp-aaabrbmk,True,24,
mp-aaabrbmn,True,24,
mp-aaabrbmr,True,14,
mp-aaabrbmu,True,20,
mp-aaabrbmx,True,24,
mp-aaabrbmy,True,24,
mp-aaabrbmz,True,22,
mp-aaabrbna,True,15,
mp-aaabrbne,True,24,
mp-aaabrbnf,True,16,
mp-aaabrbng,True,24,
mp-aaabrbni,True,52,
mp-aaabrbnl,True,19,
mp-aaabrbnm,True,17,
mp-aaabrbno,True,32,
mp-aaabrbnp,True,14,
mp-aaabrbny,True,28,
mp-aaabrboa,True,12,
mp-aaabrbof,True,28,
mp-aaabrbop,True,14,
mp-aaabrbos,True,40,
mp-aaabrbow,True,19,
mp-aaabrbox,True,12,
mp-aaabrboz,True,12,
mp-aaabrbpe,True,24,
mp-aaabrbpu,True,16,
mp-aaabrbpw,True,24,
mp-aaabrbpy,True,24,
mp-aaabrbqa,True,20,
mp-aaabrbqb,True,20,
mp-aaabrbqc,True,24,
mp-aaabrbqd,True,40,
mp-aaabrbqf,True,28,
mp-aaabrbqg,True,14,
mp-aaabrbql,True,16,
mp-aaabrbqn,True,14,
mp-aaabrbqt,True,14,
mp-aaabrbqu,True,22,
mp-aaabrbqy,True,15,
mp-aaabrbrh,True,18,
mp-aaabrbri,True,16,
mp-aaabrbrk,True,16,
mp-aaabrbrn,True,24,
mp-aaabrbro,True,19,
mp-aaabrbrs,True,28,
mp-aaabrbry,True,24,
mp-aaabrbsg,True,14,
mp-aaabrbsi,True,14,
mp-aaabrbta,True,24,
mp-aaabrbtc,True,15,
mp-aaabrbtd,True,20,
mp-aaabrbtg,True,16,
mp-aaabrbtm,True,18,
mp-aaabrbto,True,13,
mp-aaabrbtr,True,28,
mp-aaabrbtu,True,28,
mp-aaabrbtv,True,15,
mp-aaabrbtw,True,12,
mp-aaabrbtx,True,28,
mp-aaabrbub,True,24,
mp-aaabrbud,True,14,
mp-aaabrbuf,True,24,
mp-aaabrbum,True,15,
mp-aaabrbuu,True,14,
mp-aaabrbuv,True,56,
mp-aaabrbux,True,25,
mp-aaabrbvg,True,20,
mp-aaabrbvo,True,28,
mp-aaabrbvs,True,27,
mp-aaabrbvt,True,22,
mp-aaabrbvv,True,36,
mp-aaabrbvw,True,30,
mp-aaabrbwg,True,19,
mp-aaabrbwk,True,28,
mp-aaabrbwl,True,28,
mp-aaabrbwn,True,24,
mp-aaabrbwo,True,56,
mp-aaabrbwx,True,24,
mp-aaabrbwy,True,28,
mp-aaabrbxc,True,12,
mp-aaabrbxd,True,19,
mp-aaabrbxe,True,52,
mp-aaabrbxj,True,28,
mp-aaabrbxk,True,36,
mp-aaabrbxn,True,36,
mp-aaabrbxp,True,24,
mp-aaabrbxq,True,18,
mp-aaabrbxr,True,20,
mp-aaabrbxs,True,13,
mp-aaabrbxt,True,13,
mp-aaabrbxw,True,18,
mp-aaabrbxx,True,17,
mp-aaabrbxz,True,16,
mp-aaabrbya,True,28,
mp-aaabrbyb,True,15,
mp-aaabrbye,True,12,
mp-aaabrbyf,True,26,
mp-aaabrbyh,True,24,
mp-aaabrbyi,True,40,
mp-aaabrbyr,True,16,
mp-aaabrbyu,True,27,
mp-aaabrbzd,True,56,
mp-aaabrbzf,True,28,
mp-aaabrbzg,True,4,
mp-aaabrbzk,True,28,
mp-aaabrbzu,True,27,
mp-aaabrbzy,True,18,
mp-aaabrcab,True,24,
mp-aaabrcag,True,15,
mp-aaabrcai,True,12,
mp-aaabrcaj,True,22,
mp-aaabrcal,True,34,
mp-aaabrcam,True,72,
mp-aaabrcan,True,28,
mp-aaabrcap,True,12,
mp-aaabrcar,True,16,
mp-aaabrcat,True,40,
mp-aaabrcax,True,30,
mp-aaabrcbf,True,10,
mp-aaabrcbh,True,14,
mp-aaabrcbj,True,34,
mp-aaabrcbk,True,34,
