record_index,source_queried_working_ion,source_endpoint,mp_database_version,record_source_id,working_ion,battery_formula,formula_charge,formula_discharge,framework_formula,chemsys,elements,average_voltage,capacity_grav,capacity_vol,energy_grav,energy_vol,max_delta_volume,stability_charge,stability_discharge,fracA_charge,fracA_discharge,num_steps,max_voltage_step,id_charge,id_discharge,material_ids,battery_type,thermo_type,last_updated,stability_worst
Li_000828,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-1Mg2Mn3O8,Mg2Mn3O8,LiMg2Mn3O8,Mg2Mn3O8,Mg-Mn-O,Mg|Mn|O,3.689018643333331,76.93608729984683,298.03867414028934,283.8186603942557,1099.470225337875,0.020909499377989003,0.041733999230769,0.024940516160720003,0.0,0.07142857142857101,1.0,0.0,mp-aaabrbjs,mp-aaabrbop,mp-aaabrbjs|mp-aaabrbop,insertion,,2025-09-19T09:44:30.749000Z,0.041733999230769
Li_000829,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-1Mg2Ni,Mg2Ni,LiMg2Ni,Mg2Ni,Mg-Ni,Mg|Ni,0.6131556933333321,234.59776711474603,699.8310046666961,143.8449565496937,429.1053648825705,0.10129587747493901,0.21769566111111002,0.010779779016203,0.0,0.25,1.0,0.0,mp-aaacjhlx,mp-aaacplnl,mp-aaacjhlx|mp-aaacplnl,insertion,,2025-09-19T09:43:20.954000Z,0.21769566111111002
Li_000830,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-3Mg(NiO2)4,Mg(NiO2)4,Li3Mg(NiO2)4,Mg(NiO2)4,Mg-Ni-O,Mg|Ni|O,3.645868066666669,197.11957396108937,933.8584698231269,718.6719600196745,3404.724773914338,0.026254223717851,0.036787709786324,0.011569811250000001,0.0,0.1875,1.0,0.0,mp-aaabrbee,mp-aaabrbgk,mp-aaabrbee|mp-aaabrbgk,insertion,,2025-09-19T09:44:30.402000Z,0.036787709786324
Li_000831,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li2-4MgNi3O8,Li2MgNi3O8,Li4MgNi3O8,MgNi3O8,Mg-Ni-O,Mg|Ni|O,3.8209149283333352,150.5090696097644,642.3767595583081,575.0823509215098,2454.4669502107326,0.021034631002684,0.064578111823595,0.012679001527779002,0.14285714285714202,0.25,1.0,0.0,mp-aaabrbsi,mp-aaacuwlh,mp-aaabrbsi|mp-aaacuwlh|mp-aaabrauy,insertion,,2025-09-19T09:44:29.785000Z,0.064578111823595
Li_000832,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li6-13Mg(Ni6O13)2,Li6Mg(Ni6O13)2,Li13Mg(Ni6O13)2,Mg(Ni6O13)2,Mg-Ni-O,Mg|Ni|O,3.784667343333334,151.93051880396413,705.9151445812623,575.0064729730541,2671.6539948611326,0.014432458975099002,0.059587534023143006,0.009155799316236,0.133333333333333,0.25,2.0,0.115553526666682,mp-aaabrfcp,mp-aaabruja,mp-aaabrfcp|mp-aaabrewa|mp-aaabruja,insertion,,2025-09-19T09:44:36.085000Z,0.059587534023143006
Li_000833,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li2-3Mg3Ti6O16,Li2Mg3Ti6O16,Li3Mg3Ti6O16,Mg3Ti6O16,Mg-O-Ti,Mg|O|Ti,1.540960283333338,42.079136347337,146.23544550802075,64.8422778682146,225.34301354341662,0.001296031175014,0.014628327685196,0.014435979464282002,0.074074074074074,0.10714285714285701,1.0,0.0,mp-aaabrelm,mp-aaabrzox,mp-aaabrelm|mp-aaabrzel|mp-aaabrzox,insertion,,2025-09-19T09:44:35.553000Z,0.014628327685196
Li_000834,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li2-5Mg11(WO4)12,Li2Mg11(WO4)12,Li5Mg11(WO4)12,Mg11(WO4)12,Mg-O-W,Mg|O|W,2.823112279999998,24.542647830785377,133.04207636294367,69.28665047480553,375.5927195369238,0.005832984148399001,0.10554573595890201,0.071436139490132,0.027397260273972,0.06578947368421001,1.0,0.0,mp-aaabwktg,mp-aaacozhp,mp-aaabwktg|mp-aaacozhp,insertion,,2025-09-19T09:44:52.374000Z,0.10554573595890201
Li_000835,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-2MgSn,MgSn,Li2MgSn,MgSn,Mg-Sn,Mg|Sn,0.7578930733333331,341.6442780341739,1201.8826901103832,258.9298318660678,910.8985657938923,0.37585870763601703,0.23535926875000002,0.017519930000000003,0.0,0.5,1.0,0.0,mp-aaackgrw,mp-aaabxgzf,mp-aaackgrw|mp-aaabxgzf,insertion,,2025-09-19T09:44:52.514000Z,0.23535926875000002
Li_000836,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-1MgSbPd,MgSbPd,LiMgSbPd,MgSbPd,Mg-Pd-Sb,Mg|Pd|Sb,0.42241541333333205,103.31069802318925,630.2529373881619,43.640031207220545,266.2285550513671,0.10142912773611501,0.0,0.08782076500000001,0.0,0.25,1.0,0.0,mp-aaaaapbr,mp-aaaaapbn,mp-aaaaapbr|mp-aaaaapbn,insertion,,2025-09-19T09:43:20.383000Z,0.08782076500000001
Li_000837,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li1-2MgSb,LiMgSb,Li2MgSb,MgSb,Mg-Sb,Mg|Sb,-0.40290990666666704,167.5647629862635,531.1970681099781,-67.51350301541761,-214.02456113379844,0.129320295770393,0.0,0.208893178043478,0.33333333333333304,0.5,1.0,0.0,mp-aaacqrqg,mp-aaacrork,mp-aaacqrqg|mp-aaackpwa|mp-aaacrork,insertion,,2025-09-19T09:43:21.125000Z,0.208893178043478
Li_000838,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-1MgSbPt,MgSbPt,LiMgSbPt,MgSbPt,Mg-Pt-Sb,Mg|Pt|Sb,0.279580573333334,76.9958377010655,636.7908818246503,21.5265404487443,178.03435983397569,0.088745447512417,0.0,0.097675155416666,0.0,0.25,1.0,0.0,mp-aaaaapbs,mp-aaabgnoa,mp-aaaaapbs|mp-aaabgnoa,insertion,,2025-09-19T09:43:20.405000Z,0.097675155416666
Li_000839,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li6-7Mn2N3,Li6Mn2N3,Li7Mn2N3,Mn2N3,Mn-N,Mn|N,0.13298543333332902,133.684430826165,318.59699472792124,17.778081963337016,42.368759402588985,0.040776684470554006,0.16138097114420002,0.13685043743774,0.5454545454545451,0.583333333333333,1.0,0.0,mp-aaacrojw,mp-aaacrokh,mp-aaacrojw|mp-aaacrokh,insertion,,2025-09-19T09:43:23.917000Z,0.16138097114420002
Li_000840,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li4-6Na3Mn5O9,Na3Li4Mn5O9,Na3Li6Mn5O9,Na3Mn5O9,Mn-Na-O,Mn|Na|O,1.137442738333324,101.2713939879762,326.31706369203744,115.19041169251662,371.16697449076094,0.023283616487289,0.09232131067460801,0.08969898526236701,0.19047619047619002,0.260869565217391,2.0,0.876576089999986,mp-aaabqwcl,mp-aaabrosx,mp-aaabqwcl|mp-aaabsbjh|mp-aaabrosx,insertion,,2025-09-19T09:44:22.158000Z,0.09232131067460801
Li_000841,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-1Na5Mn2O8,Na5Mn2O8,Na5LiMn2O8,Na5Mn2O8,Mn-Na-O,Mn|Na|O,4.07378834083335,74.49798889773545,208.67015497935824,303.4890385871271,850.0780444347979,0.011525139473477001,0.054653266095237005,0.015544731822916002,0.0,0.0625,1.0,0.0,mp-aaabskto,mp-aaabfnou,mp-aaabskto|mp-aaabfnou,insertion,,2025-09-19T09:44:16.041000Z,0.054653266095237005
Li_000842,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-1NaMnP2O7,NaMnP2O7,NaLiMnP2O7,NaMnP2O7,Mn-Na-O-P,Mn|Na|O|P,3.35283063333333,103.55573476375473,310.9015248290533,347.2048397732582,1042.400156396893,0.08890957289593,0.004112530227276001,0.040037251979161005,0.0,0.08333333333333301,1.0,0.0,mp-aaacpvra,mp-aaabsdtk,mp-aaacpvra|mp-aaabsdtk,insertion,,2025-09-19T09:44:49.123000Z,0.040037251979161005
Li_000843,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-1Na2Mn(PO3)5,Na2Mn(PO3)5,Na2LiMn(PO3)5,Na2Mn(PO3)5,Mn-Na-O-P,Mn|Na|O|P,2.908053188333331,53.31311025954157,138.0021134279604,155.03736027022626,401.31748595091824,0.020143272492367,0.0,0.04157274489584,0.0,0.041666666666666005,1.0,0.0,mp-aaabfnnp,mp-aaabrgiy,mp-aaabfnnp|mp-aaabrgiy,insertion,,2025-09-19T09:44:16.025000Z,0.04157274489584
Li_000844,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-4Mn2NbNi3(PO4)6,Mn2NbNi3(PO4)6,Li4Mn2NbNi3(PO4)6,Mn2NbNi3(PO4)6,Mn-Nb-Ni-O-P,Mn|Nb|Ni|O|P,3.453628375833337,109.79097032472451,374.8441188917031,379.1772105237444,1294.572285518631,0.024690917743684003,0.08355904784722201,0.099707292687502,0.0,0.1,1.0,0.0,mp-aaacoyme,mp-aaabsevr,mp-aaacoyme|mp-aaabsevr,insertion,,2025-09-19T09:44:49.977000Z,0.099707292687502
Li_000845,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li1-2MnNbO4,LiMnNbO4,Li2MnNbO4,MnNbO4,Mn-Nb-O,Mn|Nb|O,1.296598040833321,118.73561596008173,533.6158787587888,153.95236703097962,691.8853029561966,0.048195935435574,0.080271455,0.10582338359375001,0.14285714285714202,0.25,1.0,0.0,mp-aaabrukj,mp-aaabqylw,mp-aaabrukj|mp-aaabqylw,insertion,,2025-09-19T09:44:27.264000Z,0.10582338359375001
Li_000846,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-2Mn3NbO8,Mn3NbO8,Li2Mn3NbO8,Mn3NbO8,Mn-Nb-O,Mn|Nb|O,3.679167843333336,134.14231432911916,577.4393527960987,493.5320893100078,2124.4962982826196,0.07924878971103701,0.06760233603051201,0.015383305357151001,0.0,0.14285714285714202,1.0,0.0,mp-aaacoyip,mp-aaabrbbq,mp-aaacoyip|mp-aaabrapo|mp-aaabrbbq,insertion,,2025-09-19T09:44:29.597000Z,0.06760233603051201
Li_000847,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-3MnNb4O12,MnNb4O12,Li3MnNb4O12,MnNb4O12,Mn-Nb-O,Mn|Nb|O,3.000005838333327,125.75389172293929,584.7295252888786,377.2624093619549,1754.1919897125106,0.017248307408302,0.05552999783613301,0.032361907562496,0.0,0.15,1.0,0.0,mp-aaabsdqt,mp-aaabskmb,mp-aaabsdqt|mp-aaabskmb,insertion,,2025-09-19T09:44:49.070000Z,0.05552999783613301
Li_000848,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-4Mn3Nb(PO4)4,Mn3Nb(PO4)4,Li4Mn3Nb(PO4)4,Mn3Nb(PO4)4,Mn-Nb-O-P,Mn|Nb|O|P,2.250773760833337,161.1222786464371,559.1602785333127,362.64979706307815,1258.5432830230407,0.010234826514328001,0.059478223645829005,0.11385610325149101,0.0,0.14285714285714202,1.0,0.0,mp-aaabscth,mp-aaabxaju,mp-aaabscth|mp-aaabxaju,insertion,,2025-09-19T09:44:48.776000Z,0.11385610325149101
Li_000849,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-6Mn3Nb(PO4)6,Mn3Nb(PO4)6,Li6Mn3Nb(PO4)6,Mn3Nb(PO4)6,Mn-Nb-O-P,Mn|Nb|O|P,3.885424353333334,185.0090541018037,539.0841121894179,718.8386843943126,2094.5705379958436,0.085054280487388,0.030531528014696004,0.06471604931250101,0.0,0.15,1.0,0.0,mp-aaabscsr,mp-aaabwjbu,mp-aaabscsr|mp-aaabwjbu,insertion,,2025-09-19T09:44:48.693000Z,0.06471604931250101
Li_000850,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-8Mn7Nb(PO4)12,Mn7Nb(PO4)12,Li8Mn7Nb(PO4)12,Mn7Nb(PO4)12,Mn-Nb-O-P,Mn|Nb|O|P,4.6994655033333474,128.18637901473065,385.8589106132377,602.4074661769404,1813.3306395806962,0.075482349635603,0.055854260845578006,0.01247349511506,0.0,0.105263157894736,1.0,0.0,mp-aaabsfba,mp-aaabskxp,mp-aaabsfba|mp-aaabskxp,insertion,,2025-09-19T09:44:50.128000Z,0.055854260845578006
Li_000851,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li2-4MnNi3O8,Li2MnNi3O8,Li4MnNi3O8,MnNi3O8,Mn-Ni-O,Mn|Ni|O,3.810892753333338,138.58864570225336,629.5828654044443,528.1464656009988,2399.272779392635,0.021566777474717,0.050990482410716007,0.008294953854167,0.14285714285714202,0.25,2.0,0.39185915999999504,mp-aaabqvfm,mp-aaacozqn,mp-aaabqvfm|mp-aaabreji|mp-aaabqwfz|mp-aaabrwzu|mp-aaacozqn,insertion,,2025-09-19T09:44:19.586000Z,0.050990482410716007
Li_000852,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li1-2MnNiO4,LiMnNiO4,Li2MnNiO4,MnNiO4,Mn-Ni-O,Mn|Ni|O,3.324719718333331,139.9474434770271,620.2105645374892,465.2860248584113,2062.0262934364373,0.026347491048887003,0.0,0.030842478124999004,0.14285714285714202,0.25,1.0,0.0,mp-aaabraxa,mp-aaabqwkx,mp-aaabraxa|mp-aaabrlvc|mp-aaabqwkx,insertion,,2025-09-19T09:44:22.990000Z,0.030842478124999004
Li_000853,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li4-5Mn2Ni3O10,Li4Mn2Ni3O10,Li5Mn2Ni3O10,Mn2Ni3O10,Mn-Ni-O,Mn|Ni|O,4.354066903333352,55.76029579402712,250.48220087433833,242.78405843685138,1090.6162607010529,0.012853628052426002,0.05957456628289601,0.014908443166668001,0.210526315789473,0.25,1.0,0.0,mp-aaabreik,mp-aaabqytr,mp-aaabreik|mp-aaabqytr,insertion,,2025-09-19T09:44:27.604000Z,0.05957456628289601
Li_000854,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-4Mn3NiO8,Mn3NiO8,Li4Mn3NiO8,Mn3NiO8,Mn-Ni-O,Mn|Ni|O,3.603389043333334,282.66629969922235,1208.1350504901764,1018.5566472557543,4353.380603803266,0.09404992132107401,0.080616325000002,0.026144067187495002,0.0,0.25,3.0,0.883729339999995,mp-aaacoymq,mp-aaabrgos,mp-aaacoymq|mp-aaabrcls|mp-aaabqwgj|mp-aaabrdhj|mp-aaabxddc|mp-aaabrgos,insertion,,2025-09-19T09:44:22.644000Z,0.080616325000002
Li_000855,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-4Mn5NiO12,Mn5NiO12,Li4Mn5NiO12,Mn5NiO12,Mn-Ni-O,Mn|Ni|O,3.462582658333336,193.81321584199085,762.4382444961625,671.0942801302933,2640.005443442524,0.098208516988773,0.055795656388888004,0.09117503318181701,0.0,0.18181818181818102,1.0,0.0,mp-aaabqzwt,mp-aaabqxiq,mp-aaabqzwt|mp-aaabqxiq,insertion,,2025-09-19T09:44:26.015000Z,0.09117503318181701
Li_000856,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li2-3Mn3NiO8,Li2Mn3NiO8,Li3Mn3NiO8,Mn3NiO8,Mn-Ni-O,Mn|Ni|O,1.404447148333323,71.98396088673239,331.9775510221715,101.09766859310876,466.24492484376896,0.040300037949505006,0.047156302142856,0.134273872166667,0.14285714285714202,0.2,1.0,0.0,mp-aaabrxzf,mp-aaabrhsv,mp-aaabrxzf|mp-aaabrhsv|mp-aaabrmgh,insertion,,2025-09-19T09:44:39.365000Z,0.134273872166667
Li_000857,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-2Mn2NiO6,Mn2NiO6,Li2Mn2NiO6,Mn2NiO6,Mn-Ni-O,Mn|Ni|O,3.978176190833328,192.50626137166194,782.9252368462078,765.8238255750831,3114.6145364241283,0.046197744723939005,0.091131463611112,0.06936146681819,0.0,0.18181818181818102,2.0,0.685241765,mp-aaaablkn,mp-aaabfozj,mp-aaaablkn|mp-aaaablkm|mp-aaabfozj,insertion,,2025-09-19T09:43:32.828000Z,0.091131463611112
Li_000858,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-8Mn15NiO32,Mn15NiO32,Li8Mn15NiO32,Mn15NiO32,Mn-Ni-O,Mn|Ni|O,4.020916359583336,147.8424183882713,606.2121276325679,594.4619987377644,2437.5282613756135,0.051457084806271,0.046897841458334005,0.005574276339299001,0.0,0.14285714285714202,1.0,0.0,mp-aaabwkzy,mp-aaabrzlw,mp-aaabwkzy|mp-aaabrzlw,insertion,,2025-09-19T09:44:47.780000Z,0.046897841458334005
Li_000859,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-2Mn3NiO8,Mn3NiO8,Li2Mn3NiO8,Mn3NiO8,Mn-Ni-O,Mn|Ni|O,4.714856519583333,146.70279613823433,626.3280042085374,691.6826348134588,2953.04667404024,0.05319201135600501,0.08765896895833501,0.0,0.0,0.14285714285714202,1.0,0.0,mp-aaabsdqw,mp-aaabrwse,mp-aaabsdqw|mp-aaabrwse,insertion,,2025-09-19T09:44:46.419000Z,0.08765896895833501
Li_000860,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li4-6Mn5Ni3O16,Li4Mn5Ni3O16,Li6Mn5Ni3O16,Mn5Ni3O16,Mn-Ni-O,Mn|Ni|O,3.201150853333335,71.62275984151772,322.7022687155671,229.275258784763,1033.0186428714408,0.015379638069027,0.05960028303571201,0.08031417683333,0.14285714285714202,0.2,1.0,0.0,mp-aaabrbdm,mp-aaabrhro,mp-aaabrbdm|mp-aaabrhro,insertion,,2025-09-19T09:44:30.355000Z,0.08031417683333
Li_000861,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li4-5Mn5(NiO6)2,Li4Mn5(NiO6)2,Li5Mn5(NiO6)2,Mn5(NiO6)2,Mn-Ni-O,Mn|Ni|O,2.97703724833335,43.31378728176909,197.71023941903798,128.94675810421393,588.5907471273807,0.0069046110514530004,0.041865209347822,0.027876850208331003,0.17391304347826,0.208333333333333,1.0,0.0,mp-aaabreoc,mp-aaabsbir,mp-aaabreoc|mp-aaabsbir,insertion,,2025-09-19T09:44:35.666000Z,0.041865209347822
Li_000862,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li3-5Mn2Ni5O12,Li3Mn2Ni5O12,Li5Mn2Ni5O12,Mn2Ni5O12,Mn-Ni-O,Mn|Ni|O,3.8871196833333292,85.07854512542477,423.08244697644705,330.71048738640144,1644.5721073149766,0.0051564448161370005,0.05923634042613601,0.025864111388892,0.13636363636363602,0.208333333333333,1.0,0.0,mp-aaabreok,mp-aaabrwwu,mp-aaabreok|mp-aaabrwwu,insertion,,2025-09-19T09:44:35.680000Z,0.05923634042613601
Li_000863,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li2-3Mn(NiO3)2,Li2Mn(NiO3)2,Li3Mn(NiO3)2,Mn(NiO3)2,Mn-Ni-O,Mn|Ni|O,3.670270228333327,92.69242465940795,415.53404094215625,340.20624661945493,1525.1222193290378,0.008461981582735001,0.040882076761364,0.024979301944443002,0.18181818181818102,0.25,1.0,0.0,mp-aaabrkds,mp-aaabrawy,mp-aaabrkds|mp-aaabrawy,insertion,,2025-09-19T09:44:29.910000Z,0.040882076761364
Li_000864,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li1-3Mn2NiO6,LiMn2NiO6,Li3Mn2NiO6,Mn2NiO6,Mn-Ni-O,Mn|Ni|O,3.379426958333331,187.82427827070558,803.9621347318632,634.7384294175237,2716.9313115920722,0.043119466793725005,0.080957506999995,0.042024479999991,0.1,0.25,2.0,0.8176769299999761,mp-aaabrkeb,mp-aaabrbox,mp-aaabrkeb|mp-aaabrebm|mp-aaabrbox,insertion,,2025-09-19T09:44:31.069000Z,0.080957506999995
Li_000865,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-3Mn4NiO8,Mn4NiO8,Li3Mn4NiO8,Mn4NiO8,Mn-Ni-O,Mn|Ni|O,3.228568393333333,188.18455296185337,866.0985479595864,607.5666998062025,2796.258397454215,0.033450700851406,0.092861897644226,0.016555642395833,0.0,0.1875,1.0,0.0,mp-aaabrbxs,mp-aaabrawl,mp-aaabrbxs|mp-aaabrawl,insertion,,2025-09-19T09:44:29.866000Z,0.092861897644226
Li_000866,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-2Mn3NiO8,Mn3NiO8,Li2Mn3NiO8,Mn3NiO8,Mn-Ni-O,Mn|Ni|O,4.6047918833333314,146.70279613823433,622.6299070243946,675.5358449196459,2867.081142186519,0.061286354189055,0.08969966250000101,0.017472685357143,0.0,0.14285714285714202,1.0,0.0,mp-aaabrbxc,mp-aaabrunf,mp-aaabrbxc|mp-aaabrunf,insertion,,2025-09-19T09:44:31.450000Z,0.08969966250000101
Li_000867,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-1.33MnNi(PO4)2,MnNi(PO4)2,Li4Mn3Ni3(PO4)6,MnNi(PO4)2,Mn-Ni-O-P,Mn|Ni|O|P,4.107401003333345,114.23278201852246,384.44834923449287,469.1998434764384,1579.083535375604,0.030278244286999004,0.08696352986111,0.08540764137499701,0.0,0.1,1.0,0.0,mp-aaabsagh,mp-aaabrwva,mp-aaabsagh|mp-aaabrwva,insertion,,2025-09-19T09:44:46.449000Z,0.08696352986111
Li_000868,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-1.33MnNi(PO4)2,MnNi(PO4)2,Li4Mn3Ni3(PO4)6,MnNi(PO4)2,Mn-Ni-O-P,Mn|Ni|O|P,3.759833933333344,114.23278201852246,390.8122910588254,429.4962901323118,1469.3893134867194,0.061385580913817,0.032857748749999,0.071469145374996,0.0,0.1,1.0,0.0,mp-aaabrxou,mp-aaabsdvi,mp-aaabrxou|mp-aaabsdvi,insertion,,2025-09-19T09:44:46.897000Z,0.071469145374996
Li_000869,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li6-7MnNi3(PO4)6,Li6MnNi3(PO4)6,Li7MnNi3(PO4)6,MnNi3(PO4)6,Mn-Ni-O-P,Mn|Ni|O|P,4.575442473333344,31.552185973587488,93.80178911400328,144.36521183006477,429.1846899868679,0.042918277258987,0.08858456443750201,0.078348827520321,0.15,0.17073170731707302,1.0,0.0,mp-aaabrprz,mp-aaabskbb,mp-aaabrprz|mp-aaabskbb,insertion,,2025-09-19T09:44:43.201000Z,0.08858456443750201
Li_000870,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-2MnNi(PO4)2,MnNi(PO4)2,Li2MnNi(PO4)2,MnNi(PO4)2,Mn-Ni-O-P,Mn|Ni|O|P,4.259741828333337,168.85153770858926,595.1385246734702,719.2639579556815,2535.1364672041727,0.103004116173754,0.040789700833332006,0.0044946675000000005,0.0,0.14285714285714202,1.0,0.0,mp-aaabsctk,mp-aaabshzs,mp-aaabsctk|mp-aaabshzs,insertion,,2025-09-19T09:44:48.789000Z,0.040789700833332006
Li_000871,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-4Mn3Ni(PO4)4,Mn3Ni(PO4)4,Li4Mn3Ni(PO4)4,Mn3Ni(PO4)4,Mn-Ni-O-P,Mn|Ni|O|P,4.036426480833332,169.8561965866035,586.509927647985,685.6120498357985,2367.4042032299685,0.07946392080853401,0.026774568125000002,0.005478267321428001,0.0,0.14285714285714202,1.0,0.0,mp-aaabraxz,mp-aaabrcll,mp-aaabraxz|mp-aaabrcll,insertion,,2025-09-19T09:44:29.974000Z,0.026774568125000002
Li_000872,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-8Mn7Ni(PO4)12,Mn7Ni(PO4)12,Li8Mn7Ni(PO4)12,Mn7Ni(PO4)12,Mn-Ni-O-P,Mn|Ni|O|P,4.963822425833332,130.86308805304847,395.6514673602525,649.581131191524,1963.9436264966862,0.05261669961818401,0.093997776691181,0.019724119989041,0.0,0.105263157894736,1.0,0.0,mp-aaabsfdk,mp-aaabseek,mp-aaabsfdk|mp-aaabseek,insertion,,2025-09-19T09:44:49.479000Z,0.093997776691181
Li_000873,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-4MnNi3(PO4)4,MnNi3(PO4)4,Li4MnNi3(PO4)4,MnNi3(PO4)4,Mn-Ni-O-P,Mn|Ni|O|P,4.603012318333332,167.85869358426365,617.6345585926914,772.6556343077058,2842.9794814305287,0.044136436229484,0.077606556458333,0.0059189526785580005,0.0,0.14285714285714202,1.0,0.0,mp-aaabscmq,mp-aaabrbzf,mp-aaabscmq|mp-aaabrbzf,insertion,,2025-09-19T09:44:31.716000Z,0.077606556458333
Li_000874,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-4Mn5Ni(PO4)6,Mn5Ni(PO4)6,Li4Mn5Ni(PO4)6,Mn5Ni(PO4)6,Mn-Ni-O-P,Mn|Ni|O|P,3.675396595833324,115.1543626879653,375.6637462932699,423.2379526187036,1380.7132543042778,0.06309782056584301,0.045617191249999,0.064928506874996,0.0,0.1,1.0,0.0,mp-aaabryln,mp-aaabxjyy,mp-aaabryln|mp-aaabxjyy,insertion,,2025-09-19T09:44:47.387000Z,0.064928506874996
Li_000875,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-2Mn2Ni(PO4)3,Mn2Ni(PO4)3,Li2Mn2Ni(PO4)3,Mn2Ni(PO4)3,Mn-Ni-O-P,Mn|Ni|O|P,3.675562125833342,114.69172109228639,384.24506836140233,421.5565461934489,1412.3166203074138,0.068415252210677,0.037629614444446,0.07095707000000201,0.0,0.1,1.0,0.0,mp-aaabrfmx,mp-aaabsbvh,mp-aaabrfmx|mp-aaabsbvh,insertion,,2025-09-19T09:44:37.463000Z,0.07095707000000201
Li_000876,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-4Mn2VNi3(PO4)6,Mn2VNi3(PO4)6,Li4Mn2VNi3(PO4)6,Mn2VNi3(PO4)6,Mn-Ni-O-P-V,Mn|Ni|O|P|V,3.9747953808333323,114.72132279731814,385.49248531100693,455.9937839378698,1532.2537499601515,0.026190030696330004,0.08297298576388801,0.07366760312500001,0.0,0.1,1.0,0.0,mp-aaabrfci,mp-aaabrvrl,mp-aaabrfci|mp-aaabrvrl,insertion,,2025-09-19T09:44:36.541000Z,0.08297298576388801
Li_000877,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-4TiMn2Ni3(PO4)6,TiMn2Ni3(PO4)6,Li4TiMn2Ni3(PO4)6,TiMn2Ni3(PO4)6,Mn-Ni-O-P-Ti,Mn|Ni|O|P|Ti,4.100766288333337,115.1000052664528,384.0583474274534,471.99822138365914,1574.933523883513,0.026797443406176003,0.08594054277778501,0.071923276968754,0.0,0.1,1.0,0.0,mp-aaabseyi,mp-aaabsfbg,mp-aaabseyi|mp-aaabsfbg,insertion,,2025-09-19T09:44:50.111000Z,0.08594054277778501
