record_index,source_queried_working_ion,source_endpoint,mp_database_version,record_source_id,working_ion,battery_formula,formula_charge,formula_discharge,framework_formula,chemsys,elements,average_voltage,capacity_grav,capacity_vol,energy_grav,energy_vol,max_delta_volume,stability_charge,stability_discharge,fracA_charge,fracA_discharge,num_steps,max_voltage_step,id_charge,id_discharge,material_ids,battery_type,thermo_type,last_updated,stability_worst
Li_001682,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-2Co3WO8,Co3WO8,Li2Co3WO8,Co3WO8,Co-O-W,Co|O|W,3.510014330833333,106.66899870962078,611.0831475866331,374.40971412641125,2144.910605359823,0.09385772244785201,0.101186156532739,0.11161877142857,0.0,0.14285714285714202,1.0,0.0,mp-aaabqwmp,mp-aaabscsq,mp-aaabqwmp|mp-aaabscsq,insertion,,2025-09-19T09:44:23.125000Z,0.11161877142857
Li_001683,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-2Co(WO4)2,Co(WO4)2,Li2Co(WO4)2,Co(WO4)2,Co-O-W,Co|O|W,4.6707320283333384,94.29000518245832,622.4279974051971,440.40334715742443,2907.1943828118333,0.047077079777056004,0.192013003863635,0.00022431884614500003,0.0,0.15384615384615302,2.0,0.12043572999999601,mp-aaaablks,mp-aaabflap,mp-aaaablks|mp-aaaablkr|mp-aaabflap,insertion,,2025-09-19T09:43:32.882000Z,0.192013003863635
Li_001684,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-1Zn(CoO2)4,Zn(CoO2)4,LiZn(CoO2)4,Zn(CoO2)4,Co-O-Zn,Co|O|Zn,1.962375303333336,61.46029465960168,293.0192432092749,120.60816437559207,575.0137262753054,0.125660910119201,0.180000396,0.30617791923401905,0.0,0.07142857142857101,1.0,0.0,mp-aaachmsr,mp-aaacsiaj,mp-aaachmsr|mp-aaacsiaj,insertion,,2025-09-19T09:43:20.735000Z,0.30617791923401905
Li_001685,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0.75-1CoS2,Li3(CoS2)4,LiCoS2,CoS2,Co-S,Co|S,1.9788784333333251,51.53964675017582,177.10182918756814,101.99069541554096,350.4629902831611,0.013449134288746,0.053256091000000005,0.049207115,0.2,0.25,1.0,0.0,mp-aaabrrfw,mp-aaabrbzg,mp-aaabrrfw|mp-aaabrbzg,insertion,,2025-09-19T09:44:31.727000Z,0.053256091000000005
Li_001686,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-1CoS2,CoS2,LiCoS2,CoS2,Co-S,Co|S,2.052771425833332,206.15858700070328,779.3589781502643,423.1964565852187,1599.8458408135268,0.132286694546869,0.09849998916666701,0.05251986250000001,0.0,0.25,2.0,0.40372425500000003,mp-aaadbdgn,mp-aaacoyuq,mp-aaadbdgn|mp-aaackkvg|mp-aaacoyuq,insertion,,2025-09-19T09:43:21.096000Z,0.09849998916666701
Li_001687,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-3Cr,Cr,Li3Cr,Cr,Cr,Cr,-0.407694173333332,1104.1669484529702,1821.5104234573848,-450.16243127152234,-742.6191863095074,5.158052135445044,0.40252634000000104,0.406402214999999,0.0,0.75,1.0,0.0,mp-aaaaamub,mp-aaacplgb,mp-aaaaamub|mp-aaacplgb,insertion,,2025-09-19T09:44:52.502000Z,0.406402214999999
Li_001688,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li3-4Cr3CuO8,Li3Cr3CuO8,Li4Cr3CuO8,Cr3CuO8,Cr-Cu-O,Cr|Cu|O,3.285255933333322,71.41472246485455,303.80504297773314,234.6156407050159,998.0773200191827,0.013627165483628,0.053885044296299006,0.037259143125000005,0.2,0.25,1.0,0.0,mp-aaabrtii,mp-aaabrbek,mp-aaabrtii|mp-aaabrbek,insertion,,2025-09-19T09:44:30.436000Z,0.053885044296299006
Li_001689,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-3Cr3(CuO6)2,Cr3(CuO6)2,Li3Cr3(CuO6)2,Cr3(CuO6)2,Cr-Cu-O,Cr|Cu|O,4.055288961666662,162.139697077859,524.027201182283,657.523323807818,2125.081724567587,0.075017014366033,0.059203695750001006,0.064680494062508,0.0,0.15,1.0,0.0,mp-aaabrncw,mp-aaabsbmt,mp-aaabrncw|mp-aaabsbmt,insertion,,2025-09-19T09:44:42.327000Z,0.064680494062508
Li_001690,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-4CrFe3Cu2(PO4)6,CrFe3Cu2(PO4)6,Li4CrFe3Cu2(PO4)6,CrFe3Cu2(PO4)6,Cr-Cu-Fe-O-P,Cr|Cu|Fe|O|P,3.489295448333342,113.53970620955553,379.61986815006173,396.173580082107,1324.6058780329138,0.041308569015128006,0.058993960416617,0.082233561749998,0.0,0.1,1.0,0.0,mp-aaabsahm,mp-aaacozwg,mp-aaabsahm|mp-aaacozwg,insertion,,2025-09-19T09:44:48.039000Z,0.082233561749998
Li_001691,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-2Cr3(CuO6)2,Cr3(CuO6)2,Li2Cr3(CuO6)2,Cr3(CuO6)2,Cr-Cu-O,Cr|Cu|O,4.587537433333336,109.62757580548354,334.0832400559343,502.9206077332437,1532.6193696058856,0.091935223303492,0.070364155161765,0.02219458103947,0.0,0.105263157894736,1.0,0.0,mp-aaabrynh,mp-aaacparg,mp-aaabrynh|mp-aaacparg,insertion,,2025-09-19T09:44:47.435000Z,0.070364155161765
Li_001692,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-4Cr3Cu(PO4)4,Cr3Cu(PO4)4,Li4Cr3Cu(PO4)4,Cr3Cu(PO4)4,Cr-Cu-O-P,Cr|Cu|O|P,3.140120223333331,170.93224262159222,584.968470017767,536.7477918757813,1836.8713227151475,0.105730926714603,0.051476907239584,0.071749107857173,0.0,0.14285714285714202,1.0,0.0,mp-aaabrawr,mp-aaacozup,mp-aaabrawr|mp-aaacozup,insertion,,2025-09-19T09:44:29.877000Z,0.071749107857173
Li_001693,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-0.5CrCu(WO4)2,CrCu(WO4)2,LiCr2Cu2(WO4)4,CrCu(WO4)2,Cr-Cu-O-W,Cr|Cu|O|W,1.474245423333348,21.800889122383666,159.5458293793882,32.13986101327189,235.20970877448627,0.022667428117091003,0.071077487708326,0.11899331695000301,0.0,0.04,1.0,0.0,mp-aaacrbmm,mp-aaacsjhw,mp-aaacrbmm|mp-aaacsjhw|mp-aaacshos,insertion,,2025-09-19T09:43:23.029000Z,0.11899331695000301
Li_001694,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-2V4CrCuO12,V4CrCuO12,Li2V4CrCuO12,V4CrCuO12,Cr-Cu-O-V,Cr|Cu|O|V,2.592849188333335,102.06532293935652,350.3298033826157,264.63998974029045,908.3523463495925,0.014977534235834,0.032843322013885005,0.09900144800000801,0.0,0.1,1.0,0.0,mp-aaabrbbn,mp-aaabraci,mp-aaabrbbn|mp-aaabraci,insertion,,2025-09-19T09:44:29.108000Z,0.09900144800000801
Li_001695,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-0.5EuCrO4,EuCrO4,LiEu2Cr2O8,EuCrO4,Cr-Eu-O,Cr|Eu|O,2.380949743333336,49.3712170389147,242.7353085892888,117.5503865368584,577.9405706836054,0.028591096602407003,0.0,0.049952145141027006,0.0,0.07692307692307601,1.0,0.0,mp-aaaabhks,mp-aaacshes,mp-aaaabhks|mp-aaacshes|mp-aaacshwt,insertion,,2025-09-19T09:43:31.890000Z,0.049952145141027006
Li_001696,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li2-4CrF6,Li2CrF6,Li4CrF6,CrF6,Cr-F,Cr|F,3.401522633333333,276.65970915616407,773.4119272365205,941.0642624261093,2630.778175384977,0.163695692919642,0.0,0.042506725909089,0.22222222222222202,0.36363636363636304,2.0,2.461991470000001,mp-aaabfpem,mp-aaabqxdg,mp-aaabfpem|mp-aaacpeon|mp-aaabruwv|mp-aaabqxrg|mp-aaabqxdg,insertion,,2025-09-19T09:44:16.597000Z,0.042506725909089
Li_001697,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-2CrF4,CrF4,Li2CrF4,CrF4,Cr-F,Cr|F,3.839053890833333,377.82699054527643,1103.0380548863836,1450.4981781146926,4234.622536348803,0.12320766596523999,0.0061190655000000005,0.063774047499999,0.0,0.28571428571428503,1.0,0.0,mp-aaaabeia,mp-aaabrmux,mp-aaaabeia|mp-aaabrmux,insertion,,2025-09-19T09:43:30.698000Z,0.063774047499999
Li_001698,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-1CrF4,CrF4,LiCrF4,CrF4,Cr-F,Cr|F,5.337790772083332,198.63143526922727,612.9575688612323,1060.2530422257491,3271.8392547461194,0.05500515466501701,0.0,0.040724316874997,0.0,0.16666666666666602,1.0,0.0,mp-aaabfoup,mp-aaabrgev,mp-aaabfoup|mp-aaabrgev,insertion,,2025-09-19T09:44:16.559000Z,0.040724316874997
Li_001699,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li3-4CrF6,Li3CrF6,Li4CrF6,CrF6,Cr-F,Cr|F,1.630059861666663,138.32985457808203,373.3345075578349,225.4859436179181,608.5575957451164,0.09124511387058401,0.0,0.057195249242424,0.30000000000000004,0.36363636363636304,1.0,0.0,mp-aaabfyme,mp-aaabwktm,mp-aaabfyme|mp-aaabwktm,insertion,,2025-09-19T09:44:17.291000Z,0.057195249242424
Li_001700,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-3CrF6,CrF6,Li3CrF6,CrF6,Cr-F,Cr|F,5.021094306666666,430.4087060467724,1158.9596079620758,2161.1227034712156,5819.24548919501,0.0014515303952950002,0.0,0.20181595100000002,0.0,0.30000000000000004,1.0,0.0,mp-aaadbeyq,mp-aaaclgng,mp-aaadbeyq|mp-aaaclgng,insertion,,2025-09-19T09:43:21.464000Z,0.20181595100000002
Li_001701,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-1K2CrF6,K2CrF6,K2LiCrF6,K2CrF6,Cr-F-K,Cr|F|K,5.506705943333333,106.72603344810015,332.9454337334013,587.7088826970453,1833.4325987454154,0.08230031861230501,0.0,0.0,0.0,0.1,1.0,0.0,mp-aaacqyvm,mp-aaaclgwl,mp-aaacqyvm|mp-aaaclgwl,insertion,,2025-09-19T09:43:21.491000Z,0.0
Li_001702,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-2NaCrF6,NaCrF6,NaLi2CrF6,NaCrF6,Cr-F-Na,Cr|F|Na,4.199219588333332,264.2384626843214,661.922770812464,1109.5953284950888,2779.559065159574,0.10693378442079901,0.0359417490625,0.264188384916671,0.0,0.2,1.0,0.0,mp-aaabfubq,mp-aaaclgaf,mp-aaabfubq|mp-aaaclgaf,insertion,,2025-09-19T09:44:16.933000Z,0.264188384916671
Li_001703,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li3.33-5CrP2(O4F)2,Li10Cr3P6(O4F)6,Li5CrP2(O4F)2,CrP2(O4F)2,Cr-F-O-P,Cr|F|O|P,4.518893421333331,141.96874442275825,390.51523128851704,641.5416252069552,1764.696709600144,0.028516284453645003,0.084522038182701,0.043834689166664005,0.204081632653061,0.277777777777777,2.0,0.21400961166668403,mp-aaabrhlh,mp-aaabrwbn,mp-aaabrhlh|mp-aaabrewd|mp-aaabrwbn,insertion,,2025-09-19T09:44:36.112000Z,0.084522038182701
Li_001704,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-2CrPO4F,CrPO4F,Li2CrPO4F,CrPO4F,Cr-F-O-P,Cr|F|O|P,3.376453978333335,298.0461415603602,881.2607797091555,1006.3390803983784,2975.536465598115,0.18618818505081103,0.044247960119047004,0.040913482430544004,0.0,0.22222222222222202,3.0,2.810756439999991,mp-aaabqyzj,mp-aaaablop,mp-aaabqyzj|mp-aaaablqu|mp-aaabrfgg|mp-aaaablop|mp-aaacotep|mp-aaabqvnb,insertion,,2025-09-19T09:43:33.774000Z,0.044247960119047004
Li_001705,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-1CrPO4F,CrPO4F,LiCrPO4F,CrPO4F,Cr-F-O-P,Cr|F|O|P,4.377261550833329,155.00530366080505,420.7397227498103,678.4987558896867,1841.6878113010196,0.01766637007006,0.038838257440476004,0.05433014421875,0.0,0.125,1.0,0.0,mp-aaabrwcf,mp-aaabrvxn,mp-aaabrwcf|mp-aaabrvxn,insertion,,2025-09-19T09:44:45.866000Z,0.05433014421875
Li_001706,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li1-2CrPO4F,LiCrPO4F,Li2CrPO4F,CrPO4F,Cr-F-O-P,Cr|F|O|P,2.75603156708333,149.0230707801801,460.96607554544704,410.71228729386985,1270.4370555577714,0.049191811594483006,0.076315573437499,0.013983521736100001,0.125,0.22222222222222202,1.0,0.0,mp-aaabsexq,mp-aaabrwju,mp-aaabsexq|mp-aaabrwju,insertion,,2025-09-19T09:44:46.132000Z,0.076315573437499
Li_001707,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-1VCrP2(O4F)2,VCrP2(O4F)2,LiVCrP2(O4F)2,VCrP2(O4F)2,Cr-F-O-P-V,Cr|F|O|P|V,-0.370023556666675,79.33701223681834,251.7107275261615,-29.356563443175105,-93.13889865038682,0.017284248020743,2.273398623869043,2.416302333833324,0.0,0.066666666666666,1.0,0.0,mp-aaadbdwk,mp-aaadaxra,mp-aaadbdwk|mp-aaadaxra,insertion,,2025-09-19T09:43:24.989000Z,2.416302333833324
Li_001708,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-3VCrP2(O4F)2,VCrP2(O4F)2,Li3VCrP2(O4F)2,VCrP2(O4F)2,Cr-F-O-P-V,Cr|F|O|P|V,3.398723149999999,228.61647320018074,704.6274651940219,777.0040999368088,2394.833678080741,0.087092842477847,0.041465506726185,0.026984154080891002,0.0,0.17647058823529402,3.0,1.994866154999996,mp-aaabrnwl,mp-aaabqwxs,mp-aaabrnwl|mp-aaabxjok|mp-aaabrpee|mp-aaabrpdp|mp-aaabqwxy|mp-aaabqwxs,insertion,,2025-09-19T09:44:24.045000Z,0.041465506726185
Li_001709,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-1VCrP2(O4F)2,VCrP2(O4F)2,LiVCrP2(O4F)2,VCrP2(O4F)2,Cr-F-O-P-V,Cr|F|O|P|V,-1.876175846666664,79.33701223681834,251.7107275261615,-148.85018610541616,-472.2535873314781,0.017284248020743,3.404387291726186,3.572301909833323,0.0,0.066666666666666,1.0,0.0,mp-aaabtphj,mp-aaabxalp,mp-aaabtphj|mp-aaabxalp,insertion,,2025-09-19T09:44:51.887000Z,3.572301909833323
Li_001710,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li4-6Mn3Cr2Fe3O16,Li4Mn3Cr2Fe3O16,Li6Mn3Cr2Fe3O16,Mn3Cr2Fe3O16,Cr-Fe-Mn-O,Cr|Fe|Mn|O,2.565773218333338,73.03077427917862,310.6543546716946,187.3804047596637,797.0686233752601,0.008953829525938001,0.108917948341453,0.157068755083343,0.14285714285714202,0.2,1.0,0.0,mp-aaabwipz,mp-aaabxamr,mp-aaabwipz|mp-aaabxamr|mp-aaabxjkb,insertion,,2025-09-19T09:44:52.137000Z,0.157068755083343
Li_001711,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li4-1Mn3Cr3(FeO8)2,Li4Mn3Cr3(FeO8)2,Li10Mn3Cr3(FeO8)2,Mn3Cr3(FeO8)2,Cr-Fe-Mn-O,Cr|Fe|Mn|O,2.189703181666667,212.178924837287,850.598570297902,464.60886679882003,1862.5583957024344,0.107502500114871,0.11684088553570501,0.101698987058823,0.14285714285714202,0.29411764705882304,1.0,0.0,mp-aaabrikn,mp-aaabsfnb,mp-aaabrikn|mp-aaabrcnu|mp-aaabsfnb,insertion,,2025-09-19T09:44:32.611000Z,0.11684088553570501
Li_001712,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-4MnCr2Fe3(PO4)6,MnCr2Fe3(PO4)6,Li4MnCr2Fe3(PO4)6,MnCr2Fe3(PO4)6,Cr-Fe-Mn-O-P,Cr|Fe|Mn|O|P,2.925434958333331,116.0165186807386,374.79318133835153,339.3987794927646,1096.433074832177,0.08294549922811001,0.058780019722235004,0.10653565779168601,0.0,0.1,1.0,0.0,mp-aaabseam,mp-aaabsiko,mp-aaabseam|mp-aaabsiko,insertion,,2025-09-19T09:44:49.311000Z,0.10653565779168601
Li_001713,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-9Cr12Fe7O48,Cr12Fe7O48,Li9Cr12Fe7O48,Cr12Fe7O48,Cr-Fe-O,Cr|Fe|O,4.030245322222215,130.7170824715668,430.3869349598045,526.8219101655676,1734.5649313673086,0.004233080090945,0.08659582297761301,0.075889386282897,0.0,0.11842105263157801,1.0,0.0,mp-aaacpbhj,mp-aaacoywh,mp-aaacpbhj|mp-aaacoywh,insertion,,2025-09-19T09:43:22.089000Z,0.08659582297761301
Li_001714,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li3-4CrFe3O8,Li3CrFe3O8,Li4CrFe3O8,CrFe3O8,Cr-Fe-O,Cr|Fe|O,4.079103233333332,71.41533139908996,294.2333562117548,291.31050921959934,1200.2082346778873,0.0011985996099060001,0.07560895635185301,0.004852499270832001,0.2,0.25,1.0,0.0,mp-aaabqynt,mp-aaabrgdr,mp-aaabqynt|mp-aaabrgdr,insertion,,2025-09-19T09:44:27.369000Z,0.07560895635185301
Li_001715,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li2-3CrFe3O8,Li2CrFe3O8,Li3CrFe3O8,CrFe3O8,Cr-Fe-O,Cr|Fe|O,3.509374733333335,72.76104812840391,308.7647887286709,255.3457838726715,1083.571348107403,0.0050509482547800005,0.11923305837301501,0.078833130685187,0.14285714285714202,0.2,1.0,0.0,mp-aaabqyse,mp-aaabrmcb,mp-aaabqyse|mp-aaabruwl|mp-aaabrmcb|mp-aaabrgsd,insertion,,2025-09-19T09:44:27.518000Z,0.11923305837301501
Li_001716,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li1.33-2CrFeO4,Li4Cr3(FeO4)3,Li2CrFeO4,CrFeO4,Cr-Fe-O,Cr|Fe|O,3.89825952333333,96.20712229121075,397.3821056630019,375.04033068420665,1549.0985778030488,0.0051370968320210006,0.087256687626241,0.007208966666666001,0.18181818181818102,0.25,1.0,0.0,mp-aaabqzwp,mp-aaabqyyi,mp-aaabqzwp|mp-aaabqyyi,insertion,,2025-09-19T09:44:27.856000Z,0.087256687626241
Li_001717,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li3-4CrFe3O8,Li3CrFe3O8,Li4CrFe3O8,CrFe3O8,Cr-Fe-O,Cr|Fe|O,3.914091363333331,71.41533139908996,296.03185621404106,279.52613183876565,1158.6957316789126,0.000154595606006,0.06348861501852,0.0038029211458320005,0.2,0.25,1.0,0.0,mp-aaabqyud,mp-aaabrtdl,mp-aaabqyud|mp-aaabrtdl,insertion,,2025-09-19T09:44:27.641000Z,0.06348861501852
Li_001718,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li2-3Cr2FeO6,Li2Cr2FeO6,Li3Cr2FeO6,Cr2FeO6,Cr-Fe-O,Cr|Fe|O,4.068852769999997,96.87634831543468,398.9650964529496,394.1755981907409,1623.3302378358999,0.008662427280901,0.095774411717171,0.006717638472220001,0.18181818181818102,0.25,1.0,0.0,mp-aaabsntk,mp-aaabqyyl,mp-aaabsntk|mp-aaabqyyl,insertion,,2025-09-19T09:44:27.867000Z,0.095774411717171
Li_001719,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li1-2CrFeO4,LiCrFeO4,Li2CrFeO4,CrFeO4,Cr-Fe-O,Cr|Fe|O,3.477482518333337,144.3106834368161,598.1868026228365,501.83787886026425,2080.1841488186283,0.005114392658461001,0.06431826674603401,0.008267917916666001,0.14285714285714202,0.25,1.0,0.0,mp-aaabqyhc,mp-aaabqvio,mp-aaabqyhc|mp-aaabqywx|mp-aaabqvio,insertion,,2025-09-19T09:44:19.844000Z,0.06431826674603401
Li_001720,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li2-4Cr3FeO8,Li2Cr3FeO8,Li4Cr3FeO8,Cr3FeO8,Cr-Fe-O,Cr|Fe|O,3.743414175833327,145.82169737066937,614.6295096052435,545.8710090814411,2300.8128191417545,0.033109524103080004,0.10032545031746001,0.0195271971875,0.14285714285714202,0.25,1.0,0.0,mp-aaabrval,mp-aaabrtdo,mp-aaabrval|mp-aaabrbam|mp-aaabrtdg|mp-aaabrtdo,insertion,,2025-09-19T09:44:30.210000Z,0.10032545031746001
Li_001721,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li3-5Cr2Fe5O12,Li3Cr2Fe5O12,Li5Cr2Fe5O12,Cr2Fe5O12,Cr-Fe-O,Cr|Fe|O,3.38815880333333,87.88595507690053,404.6770200359379,297.7715723831581,1371.1100079414616,0.033960596440502006,0.15704691325758602,0.045583690173601005,0.13636363636363602,0.208333333333333,2.0,1.769203569999973,mp-aaabraxs,mp-aaabqyzy,mp-aaabraxs|mp-aaabwjzp|mp-aaabqyzy,insertion,,2025-09-19T09:44:27.961000Z,0.15704691325758602
Li_001722,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li2-3Cr(FeO3)2,Li2Cr(FeO3)2,Li3Cr(FeO3)2,Cr(FeO3)2,Cr-Fe-O,Cr|Fe|O,4.051966429999998,95.54707891775345,393.27779089571703,387.1535562592975,1593.5484063740041,0.010586361045969,0.098784194949494,0.004772382569442,0.18181818181818102,0.25,1.0,0.0,mp-aaabsntf,mp-aaabrbjo,mp-aaabsntf|mp-aaabrbjo,insertion,,2025-09-19T09:44:30.737000Z,0.098784194949494
Li_001723,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li2-4Cr3FeO8,Li2Cr3FeO8,Li4Cr3FeO8,Cr3FeO8,Cr-Fe-O,Cr|Fe|O,3.7402917283333292,145.82169737066937,616.686236726767,545.4156884870407,2306.5864302061364,0.035740053198412,0.097881700317461,0.017779221875,0.14285714285714202,0.25,2.0,0.34650451000000204,mp-aaabrale,mp-aaabrfbz,mp-aaabrale|mp-aaabragd|mp-aaabqzoc|mp-aaabxdda|mp-aaabrfbz,insertion,,2025-09-19T09:44:28.562000Z,0.097881700317461
Li_001724,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li2-5Cr3FeO8,Li2Cr3FeO8,Li5Cr3FeO8,Cr3FeO8,Cr-Fe-O,Cr|Fe|O,2.081988573333333,214.67890972661107,863.1479431042712,446.9590369864624,1797.0641546392628,0.052098712533622006,0.05945685388889001,0.152698356274516,0.14285714285714202,0.29411764705882304,2.0,1.725159840000003,mp-aaabsbpf,mp-aaabrmbk,mp-aaabsbpf|mp-aaabwjsa|mp-aaacwfyk|mp-aaabrmbk|mp-aaabtnvf,insertion,,2025-09-19T09:44:42Z,0.152698356274516
Li_001725,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-2Cr3(FeO6)2,Cr3(FeO6)2,Li2Cr3(FeO6)2,Cr3(FeO6)2,Cr-Fe-O,Cr|Fe|O,3.247686925833325,113.19313988384361,339.2664953854264,367.61588049478166,1101.8313614365416,0.018874687899579003,0.002509551029403,0.07538819706140201,0.0,0.105263157894736,1.0,0.0,mp-aaabryya,mp-aaabscqr,mp-aaabryya|mp-aaabscqr,insertion,,2025-09-19T09:44:47.595000Z,0.07538819706140201
Li_001726,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li2-5Cr3FeO8,Li2Cr3FeO8,Li5Cr3FeO8,Cr3FeO8,Cr-Fe-O,Cr|Fe|O,2.504053240833333,214.67890972661107,853.3080637880289,537.5674196394871,2136.728822557631,0.056335489001692,0.046646287996033,0.06766647833334001,0.14285714285714202,0.29411764705882304,1.0,0.0,mp-aaabsgjt,mp-aaabrgdl,mp-aaabsgjt|mp-aaabrgdl,insertion,,2025-09-19T09:44:38.313000Z,0.06766647833334001
Li_001727,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-1Cr3(FeO4)2,Cr3(FeO4)2,LiCr3(FeO4)2,Cr3(FeO4)2,Cr-Fe-O,Cr|Fe|O,4.719650003333332,66.56859389158585,291.31386387806737,314.1804643823184,1374.8994786231665,0.020924152166043,0.114886948076918,0.018947510714282002,0.0,0.07142857142857101,1.0,0.0,mp-aaabrbkg,mp-aaabqzjb,mp-aaabrbkg|mp-aaabqzjb,insertion,,2025-09-19T09:44:28.376000Z,0.114886948076918
Li_001728,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li3-5Cr2Fe3O10,Li3Cr2Fe3O10,Li5Cr2Fe3O10,Cr2Fe3O10,Cr-Fe-O,Cr|Fe|O,3.483857388333324,114.97200777375397,476.0942793113783,400.54607873410913,1658.6445725221745,0.0059976194781120006,0.09513230765430601,0.039568494708331,0.16666666666666602,0.25,1.0,0.0,mp-aaacpagy,mp-aaabroty,mp-aaacpagy|mp-aaabskid|mp-aaabroty,insertion,,2025-09-19T09:44:42.841000Z,0.09513230765430601
Li_001729,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-3Cr10Fe5O24,Cr10Fe5O24,Li3Cr10Fe5O24,Cr10Fe5O24,Cr-Fe-O,Cr|Fe|O,4.820463003333339,66.78139871731291,292.9516371604225,321.9172618276594,1412.1625286977487,0.000458403778067,0.11516651038462501,0.012006175714283002,0.0,0.07142857142857101,1.0,0.0,mp-aaabrwuy,mp-aaabrwrl,mp-aaabrwuy|mp-aaabrwrl,insertion,,2025-09-19T09:44:46.374000Z,0.11516651038462501
Li_001730,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-2CrFe(PO4)2,CrFe(PO4)2,Li2CrFe(PO4)2,CrFe(PO4)2,Cr-Fe-O-P,Cr|Fe|O|P,2.943517385833336,171.98857931477204,578.905285821065,506.2513733778071,1704.0177735651214,0.09092577730904701,0.026839217499999003,0.019431516258036,0.0,0.14285714285714202,1.0,0.0,mp-aaabxaoy,mp-aaabxalr,mp-aaabxaoy|mp-aaabxalr|mp-aaadqths,insertion,,2025-09-19T09:44:52.484000Z,0.026839217499999003
Li_001731,Li,materials.insertion_electrodes,2026.04.13,aaadxxiz,Li,Li0-7Cr3Fe(PO4)6,Cr3Fe(PO4)6,Li7Cr3Fe(PO4)6,Cr3Fe(PO4)6,Cr-Fe-O-P,Cr|Fe|O|P,4.168557229047618,225.96894103955333,649.5209880457861,941.964462710665,2707.565410136413,0.043557534644362,0.070373620441169,0.05846094128048301,0.0,0.17073170731707302,2.0,1.8487827233333292,mp-aaabsctl,mp-aaabskad,mp-aaabsctl|mp-aaabrvuf|mp-aaabskad,insertion,,2025-09-19T09:44:45.707000Z,0.070373620441169
