working_ion,record_index,electrode_uid,id_role,material_id,source
Li,Li_000000,el_bd4da6eb02eac05f,id_charge,mp-aaaaccyz,harmonized_core_column
Li,Li_000000,el_bd4da6eb02eac05f,id_discharge,mp-aaaclgav,harmonized_core_column
Li,Li_000000,el_bd4da6eb02eac05f,material_ids,mp-aaaaccyz,harmonized_core_column
Li,Li_000000,el_bd4da6eb02eac05f,material_ids,mp-aaaclgav,harmonized_core_column
Li,Li_000001,el_ded74e08b5c8e751,id_charge,mp-aaacpjjn,harmonized_core_column
Li,Li_000001,el_ded74e08b5c8e751,id_discharge,mp-aaacsist,harmonized_core_column
Li,Li_000001,el_ded74e08b5c8e751,material_ids,mp-aaacpjjn,harmonized_core_column
Li,Li_000001,el_ded74e08b5c8e751,material_ids,mp-aaacsist,harmonized_core_column
Li,Li_000002,el_8a0ba3fe86e34778,id_charge,mp-aaaaaaeu,harmonized_core_column
Li,Li_000002,el_8a0ba3fe86e34778,id_discharge,mp-aaabxgwx,harmonized_core_column
Li,Li_000002,el_8a0ba3fe86e34778,material_ids,mp-aaaaaaeu,harmonized_core_column
Li,Li_000002,el_8a0ba3fe86e34778,material_ids,mp-aaabxgwx,harmonized_core_column
Li,Li_000003,el_e6483b8050aecae0,id_charge,mp-aaabfkfm,harmonized_core_column
Li,Li_000003,el_e6483b8050aecae0,id_discharge,mp-aaacsibn,harmonized_core_column
Li,Li_000003,el_e6483b8050aecae0,material_ids,mp-aaabfkfm,harmonized_core_column
Li,Li_000003,el_e6483b8050aecae0,material_ids,mp-aaacshag,harmonized_core_column
Li,Li_000003,el_e6483b8050aecae0,material_ids,mp-aaacsibn,harmonized_core_column
Li,Li_000003,el_e6483b8050aecae0,material_ids,mp-aaacsisn,harmonized_core_column
Li,Li_000004,el_a57292c5ea11d309,id_charge,mp-aaabrdjy,harmonized_core_column
Li,Li_000004,el_a57292c5ea11d309,id_discharge,mp-aaabridp,harmonized_core_column
Li,Li_000004,el_a57292c5ea11d309,material_ids,mp-aaabrdjy,harmonized_core_column
Li,Li_000004,el_a57292c5ea11d309,material_ids,mp-aaabridp,harmonized_core_column
Li,Li_000005,el_fd179b3805350736,id_charge,mp-aaabqvvo,harmonized_core_column
Li,Li_000005,el_fd179b3805350736,id_discharge,mp-aaabrefc,harmonized_core_column
Li,Li_000005,el_fd179b3805350736,material_ids,mp-aaabqvvo,harmonized_core_column
Li,Li_000005,el_fd179b3805350736,material_ids,mp-aaabrefc,harmonized_core_column
Li,Li_000006,el_2d91fe42e607ab38,id_charge,mp-aaaabbky,harmonized_core_column
Li,Li_000006,el_2d91fe42e607ab38,id_discharge,mp-aaabrgmp,harmonized_core_column
Li,Li_000006,el_2d91fe42e607ab38,material_ids,mp-aaaabbky,harmonized_core_column
Li,Li_000006,el_2d91fe42e607ab38,material_ids,mp-aaabrgmp,harmonized_core_column
Li,Li_000007,el_f212d14cd7c2eebf,id_charge,mp-aaacqzfd,harmonized_core_column
Li,Li_000007,el_f212d14cd7c2eebf,id_discharge,mp-aaacshww,harmonized_core_column
Li,Li_000007,el_f212d14cd7c2eebf,material_ids,mp-aaacqzfd,harmonized_core_column
Li,Li_000007,el_f212d14cd7c2eebf,material_ids,mp-aaacshww,harmonized_core_column
Li,Li_000008,el_0b8e3edcce0f7e84,id_charge,mp-aaacrhqp,harmonized_core_column
Li,Li_000008,el_0b8e3edcce0f7e84,id_discharge,mp-aaacsjhh,harmonized_core_column
Li,Li_000008,el_0b8e3edcce0f7e84,material_ids,mp-aaacrhqp,harmonized_core_column
Li,Li_000008,el_0b8e3edcce0f7e84,material_ids,mp-aaacshgu,harmonized_core_column
Li,Li_000008,el_0b8e3edcce0f7e84,material_ids,mp-aaacshmd,harmonized_core_column
Li,Li_000008,el_0b8e3edcce0f7e84,material_ids,mp-aaacsjhh,harmonized_core_column
Li,Li_000009,el_2cfe28a2f7908aa1,id_charge,mp-aaabseeq,harmonized_core_column
Li,Li_000009,el_2cfe28a2f7908aa1,id_discharge,mp-aaacshnk,harmonized_core_column
Li,Li_000009,el_2cfe28a2f7908aa1,material_ids,mp-aaabseeq,harmonized_core_column
Li,Li_000009,el_2cfe28a2f7908aa1,material_ids,mp-aaacshnk,harmonized_core_column
Li,Li_000009,el_2cfe28a2f7908aa1,material_ids,mp-aaacshxn,harmonized_core_column
Li,Li_000009,el_2cfe28a2f7908aa1,material_ids,mp-aaacsifp,harmonized_core_column
Li,Li_000010,el_d9b12859d9c91670,id_charge,mp-aaaceszk,harmonized_core_column
Li,Li_000010,el_d9b12859d9c91670,id_discharge,mp-aaacsivk,harmonized_core_column
Li,Li_000010,el_d9b12859d9c91670,material_ids,mp-aaaceszk,harmonized_core_column
Li,Li_000010,el_d9b12859d9c91670,material_ids,mp-aaacsivk,harmonized_core_column
Li,Li_000011,el_841d4b04311e699f,id_charge,mp-aaaaaqhy,harmonized_core_column
Li,Li_000011,el_841d4b04311e699f,id_discharge,mp-aaacshgp,harmonized_core_column
Li,Li_000011,el_841d4b04311e699f,material_ids,mp-aaaaaqhy,harmonized_core_column
Li,Li_000011,el_841d4b04311e699f,material_ids,mp-aaacshgp,harmonized_core_column
Li,Li_000011,el_841d4b04311e699f,material_ids,mp-aaacsidu,harmonized_core_column
Li,Li_000011,el_841d4b04311e699f,material_ids,mp-aaacsjmm,harmonized_core_column
Li,Li_000012,el_2a38121f8973571d,id_charge,mp-aaabfqsy,harmonized_core_column
Li,Li_000012,el_2a38121f8973571d,id_discharge,mp-aaacshtt,harmonized_core_column
Li,Li_000012,el_2a38121f8973571d,material_ids,mp-aaabfqsy,harmonized_core_column
Li,Li_000012,el_2a38121f8973571d,material_ids,mp-aaacshtt,harmonized_core_column
Li,Li_000013,el_464c04f7aac886dd,id_charge,mp-aaaaccny,harmonized_core_column
Li,Li_000013,el_464c04f7aac886dd,id_discharge,mp-aaacsidy,harmonized_core_column
Li,Li_000013,el_464c04f7aac886dd,material_ids,mp-aaaaccny,harmonized_core_column
Li,Li_000013,el_464c04f7aac886dd,material_ids,mp-aaacshdo,harmonized_core_column
Li,Li_000013,el_464c04f7aac886dd,material_ids,mp-aaacshgg,harmonized_core_column
Li,Li_000013,el_464c04f7aac886dd,material_ids,mp-aaacsidy,harmonized_core_column
Li,Li_000014,el_7e10a02183c06a00,id_charge,mp-aaabrbik,harmonized_core_column
Li,Li_000014,el_7e10a02183c06a00,id_discharge,mp-aaabrvzl,harmonized_core_column
Li,Li_000014,el_7e10a02183c06a00,material_ids,mp-aaabrbik,harmonized_core_column
Li,Li_000014,el_7e10a02183c06a00,material_ids,mp-aaabrvzl,harmonized_core_column
Li,Li_000015,el_c7c2d834aadb4498,id_charge,mp-aaacechq,harmonized_core_column
Li,Li_000015,el_c7c2d834aadb4498,id_discharge,mp-aaacplkt,harmonized_core_column
Li,Li_000015,el_c7c2d834aadb4498,material_ids,mp-aaacechq,harmonized_core_column
Li,Li_000015,el_c7c2d834aadb4498,material_ids,mp-aaacplkt,harmonized_core_column
Li,Li_000016,el_4fb11146621e8629,id_charge,mp-aaabqyzd,harmonized_core_column
Li,Li_000016,el_4fb11146621e8629,id_discharge,mp-aaabrwdj,harmonized_core_column
Li,Li_000016,el_4fb11146621e8629,material_ids,mp-aaabqyzd,harmonized_core_column
Li,Li_000016,el_4fb11146621e8629,material_ids,mp-aaabrsjd,harmonized_core_column
Li,Li_000016,el_4fb11146621e8629,material_ids,mp-aaabrwdj,harmonized_core_column
Li,Li_000017,el_a9c4bda41885dce6,id_charge,mp-aaabrtru,harmonized_core_column
Li,Li_000017,el_a9c4bda41885dce6,id_discharge,mp-aaabrtrp,harmonized_core_column
Li,Li_000017,el_a9c4bda41885dce6,material_ids,mp-aaabrtrp,harmonized_core_column
Li,Li_000017,el_a9c4bda41885dce6,material_ids,mp-aaabrtrt,harmonized_core_column
Li,Li_000017,el_a9c4bda41885dce6,material_ids,mp-aaabrtru,harmonized_core_column
Li,Li_000017,el_a9c4bda41885dce6,material_ids,mp-aaabrtry,harmonized_core_column
Li,Li_000018,el_3f53a2675db55a3a,id_charge,mp-aaacrhji,harmonized_core_column
Li,Li_000018,el_3f53a2675db55a3a,id_discharge,mp-aaacshhz,harmonized_core_column
Li,Li_000018,el_3f53a2675db55a3a,material_ids,mp-aaacrhji,harmonized_core_column
Li,Li_000018,el_3f53a2675db55a3a,material_ids,mp-aaacshhz,harmonized_core_column
Li,Li_000018,el_3f53a2675db55a3a,material_ids,mp-aaacshty,harmonized_core_column
Li,Li_000019,el_b11d9cea25d000f8,id_charge,mp-aaabruky,harmonized_core_column
Li,Li_000019,el_b11d9cea25d000f8,id_discharge,mp-aaabqzoe,harmonized_core_column
Li,Li_000019,el_b11d9cea25d000f8,material_ids,mp-aaabqzoe,harmonized_core_column
Li,Li_000019,el_b11d9cea25d000f8,material_ids,mp-aaabruky,harmonized_core_column
Li,Li_000020,el_af43d8f25217d61c,id_charge,mp-aaachmra,harmonized_core_column
Li,Li_000020,el_af43d8f25217d61c,id_discharge,mp-aaacshaa,harmonized_core_column
Li,Li_000020,el_af43d8f25217d61c,material_ids,mp-aaachmra,harmonized_core_column
Li,Li_000020,el_af43d8f25217d61c,material_ids,mp-aaacshaa,harmonized_core_column
Li,Li_000020,el_af43d8f25217d61c,material_ids,mp-aaacsisz,harmonized_core_column
Li,Li_000021,el_9035d0830f4a62f1,id_charge,mp-aaabryhi,harmonized_core_column
Li,Li_000021,el_9035d0830f4a62f1,id_discharge,mp-aaabrwph,harmonized_core_column
Li,Li_000021,el_9035d0830f4a62f1,material_ids,mp-aaabrwph,harmonized_core_column
Li,Li_000021,el_9035d0830f4a62f1,material_ids,mp-aaabryhi,harmonized_core_column
Li,Li_000022,el_0d690edca9af730e,id_charge,mp-aaacpanw,harmonized_core_column
Li,Li_000022,el_0d690edca9af730e,id_discharge,mp-aaabrwoz,harmonized_core_column
Li,Li_000022,el_0d690edca9af730e,material_ids,mp-aaabrwoz,harmonized_core_column
Li,Li_000022,el_0d690edca9af730e,material_ids,mp-aaacpanw,harmonized_core_column
Li,Li_000023,el_d3afb56059ae4539,id_charge,mp-aaabfogr,harmonized_core_column
Li,Li_000023,el_d3afb56059ae4539,id_discharge,mp-aaacsgzh,harmonized_core_column
Li,Li_000023,el_d3afb56059ae4539,material_ids,mp-aaabfogr,harmonized_core_column
Li,Li_000023,el_d3afb56059ae4539,material_ids,mp-aaacsgzh,harmonized_core_column
Li,Li_000023,el_d3afb56059ae4539,material_ids,mp-aaacsisf,harmonized_core_column
Li,Li_000023,el_d3afb56059ae4539,material_ids,mp-aaacsiyg,harmonized_core_column
Li,Li_000024,el_066b0688c6c0d27a,id_charge,mp-aaabrtaa,harmonized_core_column
Li,Li_000024,el_066b0688c6c0d27a,id_discharge,mp-aaabrzto,harmonized_core_column
Li,Li_000024,el_066b0688c6c0d27a,material_ids,mp-aaabrtaa,harmonized_core_column
Li,Li_000024,el_066b0688c6c0d27a,material_ids,mp-aaabrzto,harmonized_core_column
Li,Li_000025,el_c6ebaed8915e8365,id_charge,mp-aaabrvtt,harmonized_core_column
Li,Li_000025,el_c6ebaed8915e8365,id_discharge,mp-aaabrszd,harmonized_core_column
Li,Li_000025,el_c6ebaed8915e8365,material_ids,mp-aaabrszd,harmonized_core_column
Li,Li_000025,el_c6ebaed8915e8365,material_ids,mp-aaabrvtt,harmonized_core_column
Li,Li_000026,el_b8ba6fdb10acd3e3,id_charge,mp-aaabrwkc,harmonized_core_column
Li,Li_000026,el_b8ba6fdb10acd3e3,id_discharge,mp-aaabrwln,harmonized_core_column
Li,Li_000026,el_b8ba6fdb10acd3e3,material_ids,mp-aaabrwkc,harmonized_core_column
Li,Li_000026,el_b8ba6fdb10acd3e3,material_ids,mp-aaabrwln,harmonized_core_column
Li,Li_000026,el_b8ba6fdb10acd3e3,material_ids,mp-aaabrwox,harmonized_core_column
Li,Li_000027,el_0e6169bfd74017f6,id_charge,mp-aaabrwkf,harmonized_core_column
Li,Li_000027,el_0e6169bfd74017f6,id_discharge,mp-aaabrwpe,harmonized_core_column
Li,Li_000027,el_0e6169bfd74017f6,material_ids,mp-aaabrwkf,harmonized_core_column
Li,Li_000027,el_0e6169bfd74017f6,material_ids,mp-aaabrwpe,harmonized_core_column
Li,Li_000027,el_0e6169bfd74017f6,material_ids,mp-aaabrwtr,harmonized_core_column
Li,Li_000028,el_b791b113d13c9673,id_charge,mp-aaabrauh,harmonized_core_column
Li,Li_000028,el_b791b113d13c9673,id_discharge,mp-aaabryfl,harmonized_core_column
Li,Li_000028,el_b791b113d13c9673,material_ids,mp-aaabrauh,harmonized_core_column
Li,Li_000028,el_b791b113d13c9673,material_ids,mp-aaabryfl,harmonized_core_column
Li,Li_000029,el_b7ac414d1e98d7b4,id_charge,mp-aaacrbnr,harmonized_core_column
Li,Li_000029,el_b7ac414d1e98d7b4,id_discharge,mp-aaaabdra,harmonized_core_column
Li,Li_000029,el_b7ac414d1e98d7b4,material_ids,mp-aaaabdra,harmonized_core_column
Li,Li_000029,el_b7ac414d1e98d7b4,material_ids,mp-aaacrbnr,harmonized_core_column
Li,Li_000029,el_b7ac414d1e98d7b4,material_ids,mp-aaacvcxw,harmonized_core_column
Li,Li_000030,el_0fc23bdf288bfab8,id_charge,mp-aaaabljo,harmonized_core_column
Li,Li_000030,el_0fc23bdf288bfab8,id_discharge,mp-aaaabbyc,harmonized_core_column
Li,Li_000030,el_0fc23bdf288bfab8,material_ids,mp-aaaabbyc,harmonized_core_column
Li,Li_000030,el_0fc23bdf288bfab8,material_ids,mp-aaaabljo,harmonized_core_column
Li,Li_000031,el_2297c6737aa0e6bb,id_charge,mp-aaabeetc,harmonized_core_column
Li,Li_000031,el_2297c6737aa0e6bb,id_discharge,mp-aaaabftv,harmonized_core_column
Li,Li_000031,el_2297c6737aa0e6bb,material_ids,mp-aaaabftv,harmonized_core_column
Li,Li_000031,el_2297c6737aa0e6bb,material_ids,mp-aaabeetc,harmonized_core_column
Li,Li_000032,el_01b0fff7fd44f3be,id_charge,mp-aaabexkt,harmonized_core_column
Li,Li_000032,el_01b0fff7fd44f3be,id_discharge,mp-aaabevum,harmonized_core_column
Li,Li_000032,el_01b0fff7fd44f3be,material_ids,mp-aaabevum,harmonized_core_column
Li,Li_000032,el_01b0fff7fd44f3be,material_ids,mp-aaabexkt,harmonized_core_column
Li,Li_000033,el_a2b8754869faed7b,id_charge,mp-aaaaajpo,harmonized_core_column
Li,Li_000033,el_a2b8754869faed7b,id_discharge,mp-aaabrzgc,harmonized_core_column
Li,Li_000033,el_a2b8754869faed7b,material_ids,mp-aaaaajpo,harmonized_core_column
Li,Li_000033,el_a2b8754869faed7b,material_ids,mp-aaabrzgc,harmonized_core_column
Li,Li_000034,el_81e69539f7266350,id_charge,mp-aaacfkut,harmonized_core_column
Li,Li_000034,el_81e69539f7266350,id_discharge,mp-aaacfkmh,harmonized_core_column
Li,Li_000034,el_81e69539f7266350,material_ids,mp-aaacfkmh,harmonized_core_column
Li,Li_000034,el_81e69539f7266350,material_ids,mp-aaacfkut,harmonized_core_column
Li,Li_000035,el_51a57ebebe826069,id_charge,mp-aaaabfmq,harmonized_core_column
Li,Li_000035,el_51a57ebebe826069,id_discharge,mp-aaabegxp,harmonized_core_column
Li,Li_000035,el_51a57ebebe826069,material_ids,mp-aaaabfmq,harmonized_core_column
Li,Li_000035,el_51a57ebebe826069,material_ids,mp-aaabegxp,harmonized_core_column
Li,Li_000036,el_016559bd77a93e2d,id_charge,mp-aaabdbof,harmonized_core_column
Li,Li_000036,el_016559bd77a93e2d,id_discharge,mp-aaaabgxn,harmonized_core_column
Li,Li_000036,el_016559bd77a93e2d,material_ids,mp-aaaabgxn,harmonized_core_column
Li,Li_000036,el_016559bd77a93e2d,material_ids,mp-aaabdbof,harmonized_core_column
Li,Li_000037,el_fa6cc83456914e92,id_charge,mp-aaabdbol,harmonized_core_column
Li,Li_000037,el_fa6cc83456914e92,id_discharge,mp-aaaabdrg,harmonized_core_column
Li,Li_000037,el_fa6cc83456914e92,material_ids,mp-aaaabdrg,harmonized_core_column
Li,Li_000037,el_fa6cc83456914e92,material_ids,mp-aaabdbol,harmonized_core_column
Li,Li_000038,el_1e050e37835037e6,id_charge,mp-aaacozvm,harmonized_core_column
Li,Li_000038,el_1e050e37835037e6,id_discharge,mp-aaacozjo,harmonized_core_column
Li,Li_000038,el_1e050e37835037e6,material_ids,mp-aaacozjo,harmonized_core_column
Li,Li_000038,el_1e050e37835037e6,material_ids,mp-aaacozvm,harmonized_core_column
Li,Li_000039,el_c7b1860177eeba03,id_charge,mp-aaabdbot,harmonized_core_column
Li,Li_000039,el_c7b1860177eeba03,id_discharge,mp-aaaaazst,harmonized_core_column
Li,Li_000039,el_c7b1860177eeba03,material_ids,mp-aaaaazst,harmonized_core_column
Li,Li_000039,el_c7b1860177eeba03,material_ids,mp-aaabdbot,harmonized_core_column
Li,Li_000040,el_48602aa9f479d138,id_charge,mp-aaabqxow,harmonized_core_column
Li,Li_000040,el_48602aa9f479d138,id_discharge,mp-aaacsiqi,harmonized_core_column
Li,Li_000040,el_48602aa9f479d138,material_ids,mp-aaabqxow,harmonized_core_column
Li,Li_000040,el_48602aa9f479d138,material_ids,mp-aaacsiqi,harmonized_core_column
Li,Li_000041,el_13a4312eba562369,id_charge,mp-aaacrczu,harmonized_core_column
Li,Li_000041,el_13a4312eba562369,id_discharge,mp-aaaabseu,harmonized_core_column
Li,Li_000041,el_13a4312eba562369,material_ids,mp-aaaabseu,harmonized_core_column
Li,Li_000041,el_13a4312eba562369,material_ids,mp-aaacrczu,harmonized_core_column
Li,Li_000042,el_60362dbebf3dbc4a,id_charge,mp-aaabfxfp,harmonized_core_column
Li,Li_000042,el_60362dbebf3dbc4a,id_discharge,mp-aaacsikz,harmonized_core_column
Li,Li_000042,el_60362dbebf3dbc4a,material_ids,mp-aaabfxfp,harmonized_core_column
Li,Li_000042,el_60362dbebf3dbc4a,material_ids,mp-aaacsdyc,harmonized_core_column
Li,Li_000042,el_60362dbebf3dbc4a,material_ids,mp-aaacsgzy,harmonized_core_column
Li,Li_000042,el_60362dbebf3dbc4a,material_ids,mp-aaacshgm,harmonized_core_column
Li,Li_000042,el_60362dbebf3dbc4a,material_ids,mp-aaacshjf,harmonized_core_column
Li,Li_000042,el_60362dbebf3dbc4a,material_ids,mp-aaacshkq,harmonized_core_column
Li,Li_000042,el_60362dbebf3dbc4a,material_ids,mp-aaacsikz,harmonized_core_column
Li,Li_000042,el_60362dbebf3dbc4a,material_ids,mp-aaacsiqq,harmonized_core_column
Li,Li_000043,el_15ca1ac080a14f46,id_charge,mp-aaaaaifl,harmonized_core_column
Li,Li_000043,el_15ca1ac080a14f46,id_discharge,mp-aaaaaleo,harmonized_core_column
Li,Li_000043,el_15ca1ac080a14f46,material_ids,mp-aaaaaifl,harmonized_core_column
Li,Li_000043,el_15ca1ac080a14f46,material_ids,mp-aaaaaleo,harmonized_core_column
Li,Li_000044,el_79be5794de300165,id_charge,mp-aaabdaoh,harmonized_core_column
Li,Li_000044,el_79be5794de300165,id_discharge,mp-aaacshpx,harmonized_core_column
Li,Li_000044,el_79be5794de300165,material_ids,mp-aaabdaoh,harmonized_core_column
Li,Li_000044,el_79be5794de300165,material_ids,mp-aaacshde,harmonized_core_column
Li,Li_000044,el_79be5794de300165,material_ids,mp-aaacshpx,harmonized_core_column
Li,Li_000044,el_79be5794de300165,material_ids,mp-aaacside,harmonized_core_column
Li,Li_000044,el_79be5794de300165,material_ids,mp-aaacsigs,harmonized_core_column
Li,Li_000044,el_79be5794de300165,material_ids,mp-aaacsjab,harmonized_core_column
Li,Li_000045,el_56592bad436f3e38,id_charge,mp-aaabrsth,harmonized_core_column
Li,Li_000045,el_56592bad436f3e38,id_discharge,mp-aaabrtia,harmonized_core_column
Li,Li_000045,el_56592bad436f3e38,material_ids,mp-aaabrsth,harmonized_core_column
Li,Li_000045,el_56592bad436f3e38,material_ids,mp-aaabrstw,harmonized_core_column
Li,Li_000045,el_56592bad436f3e38,material_ids,mp-aaabrtia,harmonized_core_column
Li,Li_000046,el_d43a546f36a687f6,id_charge,mp-aaaaaspg,harmonized_core_column
Li,Li_000046,el_d43a546f36a687f6,id_discharge,mp-aaaabszk,harmonized_core_column
Li,Li_000046,el_d43a546f36a687f6,material_ids,mp-aaaaaspg,harmonized_core_column
Li,Li_000046,el_d43a546f36a687f6,material_ids,mp-aaaabszk,harmonized_core_column
Li,Li_000047,el_bb425447565a4bfd,id_charge,mp-aaabsigx,harmonized_core_column
Li,Li_000047,el_bb425447565a4bfd,id_discharge,mp-aaabsgxu,harmonized_core_column
Li,Li_000047,el_bb425447565a4bfd,material_ids,mp-aaabsgxu,harmonized_core_column
Li,Li_000047,el_bb425447565a4bfd,material_ids,mp-aaabsigx,harmonized_core_column
Li,Li_000048,el_46388e235f64dba5,id_charge,mp-aaacrosg,harmonized_core_column
Li,Li_000048,el_46388e235f64dba5,id_discharge,mp-aaaaanro,harmonized_core_column
Li,Li_000048,el_46388e235f64dba5,material_ids,mp-aaaaanro,harmonized_core_column
Li,Li_000048,el_46388e235f64dba5,material_ids,mp-aaacrosg,harmonized_core_column
Li,Li_000049,el_2fae3837b02db4a9,id_charge,mp-aaacpube,harmonized_core_column
Li,Li_000049,el_2fae3837b02db4a9,id_discharge,mp-aaacsita,harmonized_core_column
Li,Li_000049,el_2fae3837b02db4a9,material_ids,mp-aaacpube,harmonized_core_column
Li,Li_000049,el_2fae3837b02db4a9,material_ids,mp-aaacsita,harmonized_core_column
Li,Li_000050,el_0e8f4c7e0a9e3595,id_charge,mp-aaabronc,harmonized_core_column
Li,Li_000050,el_0e8f4c7e0a9e3595,id_discharge,mp-aaacozit,harmonized_core_column
Li,Li_000050,el_0e8f4c7e0a9e3595,material_ids,mp-aaabramb,harmonized_core_column
Li,Li_000050,el_0e8f4c7e0a9e3595,material_ids,mp-aaabronc,harmonized_core_column
Li,Li_000050,el_0e8f4c7e0a9e3595,material_ids,mp-aaacozit,harmonized_core_column
Li,Li_000051,el_d1f112aa624efe40,id_charge,mp-aaabrpwj,harmonized_core_column
Li,Li_000051,el_d1f112aa624efe40,id_discharge,mp-aaabrpxc,harmonized_core_column
Li,Li_000051,el_d1f112aa624efe40,material_ids,mp-aaabrpwj,harmonized_core_column
Li,Li_000051,el_d1f112aa624efe40,material_ids,mp-aaabrpwk,harmonized_core_column
Li,Li_000051,el_d1f112aa624efe40,material_ids,mp-aaabrpxc,harmonized_core_column
Li,Li_000052,el_616a44875b42f5b2,id_charge,mp-aaabrffb,harmonized_core_column
Li,Li_000052,el_616a44875b42f5b2,id_discharge,mp-aaabrgqv,harmonized_core_column
Li,Li_000052,el_616a44875b42f5b2,material_ids,mp-aaabrepx,harmonized_core_column
Li,Li_000052,el_616a44875b42f5b2,material_ids,mp-aaabrffb,harmonized_core_column
Li,Li_000052,el_616a44875b42f5b2,material_ids,mp-aaabrgqv,harmonized_core_column
Li,Li_000053,el_eaee6af9a7ce0c47,id_charge,mp-aaabqwpr,harmonized_core_column
Li,Li_000053,el_eaee6af9a7ce0c47,id_discharge,mp-aaabrwum,harmonized_core_column
Li,Li_000053,el_eaee6af9a7ce0c47,material_ids,mp-aaabqwpr,harmonized_core_column
Li,Li_000053,el_eaee6af9a7ce0c47,material_ids,mp-aaabrwum,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,id_charge,mp-aaabrmyo,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,id_discharge,mp-aaabwize,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabqvsm,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabrcvs,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabrdsk,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabreil,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabreiz,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabreoy,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabresv,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabrfdn,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabrfmo,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabrfqv,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabrgbk,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabrgrc,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabrgrj,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabrgrp,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabrgtg,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabrgui,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabribh,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabribm,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabribn,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabribt,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabribu,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabriby,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabribz,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabridl,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabridy,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabrmwn,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabrmyj,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabrmyo,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabrmyp,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabrmyu,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabrmzf,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabrmzm,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabrnbf,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabrnbh,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabrncm,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabrndr,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabrnfq,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabrngl,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabrnji,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabrnjj,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabrnmr,harmonized_core_column
Li,Li_000054,el_d09e1fad5e15cc6d,material_ids,mp-aaabrnmu,harmonized_core_column
