target,protocol,feature
energy_vol,P0,average_voltage
energy_vol,P0,capacity_grav
energy_vol,P0,capacity_vol
energy_vol,P0,energy_grav
energy_vol,P0,max_delta_volume
energy_vol,P0,stability_charge
energy_vol,P0,stability_discharge
energy_vol,P0,fracA_charge
energy_vol,P0,fracA_discharge
energy_vol,P0,num_steps
energy_vol,P0,max_voltage_step
energy_vol,P0,stability_worst
energy_vol,P0,fw_parse_ok
energy_vol,P0,fw_n_elements
energy_vol,P0,fw_n_atoms
energy_vol,P0,fw_frac_Li
energy_vol,P0,fw_frac_Na
energy_vol,P0,fw_frac_K
energy_vol,P0,fw_frac_O
energy_vol,P0,fw_frac_F
energy_vol,P0,fw_frac_P
energy_vol,P0,fw_frac_S
energy_vol,P0,fw_frac_Si
energy_vol,P0,fw_frac_C
energy_vol,P0,fw_frac_N
energy_vol,P0,fw_frac_B
energy_vol,P0,fw_frac_Cl
energy_vol,P0,fw_frac_Br
energy_vol,P0,fw_frac_I
energy_vol,P0,fw_frac_Mn
energy_vol,P0,fw_frac_Fe
energy_vol,P0,fw_frac_Co
energy_vol,P0,fw_frac_Ni
energy_vol,P0,fw_frac_Cu
energy_vol,P0,fw_frac_V
energy_vol,P0,fw_frac_Ti
energy_vol,P0,fw_frac_Cr
energy_vol,P0,fw_frac_Al
energy_vol,P0,fw_frac_Mg
energy_vol,P0,fw_frac_Ca
energy_vol,P0,fw_frac_Zn
energy_vol,P0,fw_frac_Ag
energy_vol,P0,fw_frac_As
energy_vol,P0,fw_Z_mean
energy_vol,P0,fw_Z_min
energy_vol,P0,fw_Z_max
energy_vol,P0,fw_Z_range
energy_vol,P0,fw_Z_std
energy_vol,P0,fw_atomic_mass_mean
energy_vol,P0,fw_atomic_mass_min
energy_vol,P0,fw_atomic_mass_max
energy_vol,P0,fw_atomic_mass_range
energy_vol,P0,fw_atomic_mass_std
energy_vol,P0,fw_X_mean
energy_vol,P0,fw_X_min
energy_vol,P0,fw_X_max
energy_vol,P0,fw_X_range
energy_vol,P0,fw_X_std
energy_vol,P0,fw_row_mean
energy_vol,P0,fw_row_min
energy_vol,P0,fw_row_max
energy_vol,P0,fw_row_range
energy_vol,P0,fw_row_std
energy_vol,P0,fw_group_mean
energy_vol,P0,fw_group_min
energy_vol,P0,fw_group_max
energy_vol,P0,fw_group_range
energy_vol,P0,fw_group_std
energy_vol,P0,fw_has_O
energy_vol,P0,fw_has_F
energy_vol,P0,fw_has_P
energy_vol,P0,fw_has_S
energy_vol,P0,fw_has_Si
energy_vol,P0,fw_has_C
energy_vol,P0,fw_has_N
energy_vol,P0,fw_has_Cl
energy_vol,P0,fw_has_Br
energy_vol,P0,fw_has_I
energy_vol,P0,fw_n_transition_metals
energy_vol,P0,fw_frac_transition_metals
energy_vol,P0,charge_formula_parse_ok
energy_vol,P0,charge_formula_n_elements
energy_vol,P0,charge_formula_n_atoms
energy_vol,P0,charge_formula_frac_Li
energy_vol,P0,charge_formula_frac_Na
energy_vol,P0,charge_formula_frac_K
energy_vol,P0,charge_formula_frac_O
energy_vol,P0,charge_formula_frac_F
energy_vol,P0,charge_formula_frac_P
energy_vol,P0,charge_formula_frac_S
energy_vol,P0,charge_formula_frac_Si
energy_vol,P0,charge_formula_frac_C
energy_vol,P0,charge_formula_frac_N
energy_vol,P0,charge_formula_frac_B
energy_vol,P0,charge_formula_frac_Cl
energy_vol,P0,charge_formula_frac_Br
energy_vol,P0,charge_formula_frac_I
energy_vol,P0,charge_formula_frac_Mn
energy_vol,P0,charge_formula_frac_Fe
energy_vol,P0,charge_formula_frac_Co
energy_vol,P0,charge_formula_frac_Ni
energy_vol,P0,charge_formula_frac_Cu
energy_vol,P0,charge_formula_frac_V
energy_vol,P0,charge_formula_frac_Ti
energy_vol,P0,charge_formula_frac_Cr
energy_vol,P0,charge_formula_frac_Al
