target,protocol,feature
max_delta_volume,P4,discharge_formula_Z_range
max_delta_volume,P4,discharge_formula_Z_std
max_delta_volume,P4,discharge_formula_atomic_mass_mean
max_delta_volume,P4,discharge_formula_atomic_mass_min
max_delta_volume,P4,discharge_formula_atomic_mass_max
max_delta_volume,P4,discharge_formula_atomic_mass_range
max_delta_volume,P4,discharge_formula_atomic_mass_std
max_delta_volume,P4,discharge_formula_X_mean
max_delta_volume,P4,discharge_formula_X_min
max_delta_volume,P4,discharge_formula_X_max
max_delta_volume,P4,discharge_formula_X_range
max_delta_volume,P4,discharge_formula_X_std
max_delta_volume,P4,discharge_formula_row_mean
max_delta_volume,P4,discharge_formula_row_min
max_delta_volume,P4,discharge_formula_row_max
max_delta_volume,P4,discharge_formula_row_range
max_delta_volume,P4,discharge_formula_row_std
max_delta_volume,P4,discharge_formula_group_mean
max_delta_volume,P4,discharge_formula_group_min
max_delta_volume,P4,discharge_formula_group_max
max_delta_volume,P4,discharge_formula_group_range
max_delta_volume,P4,discharge_formula_group_std
max_delta_volume,P4,discharge_formula_has_O
max_delta_volume,P4,discharge_formula_has_F
max_delta_volume,P4,discharge_formula_has_P
max_delta_volume,P4,discharge_formula_has_S
max_delta_volume,P4,discharge_formula_has_Si
max_delta_volume,P4,discharge_formula_has_C
max_delta_volume,P4,discharge_formula_has_N
max_delta_volume,P4,discharge_formula_has_Cl
max_delta_volume,P4,discharge_formula_has_Br
max_delta_volume,P4,discharge_formula_has_I
max_delta_volume,P4,discharge_formula_n_transition_metals
max_delta_volume,P4,discharge_formula_frac_transition_metals
max_delta_volume,P4,wi_Z
max_delta_volume,P4,wi_atomic_mass
max_delta_volume,P4,wi_X
max_delta_volume,P4,wi_row
max_delta_volume,P4,wi_group
max_delta_volume,P4,stoich_wi_amount_charge
max_delta_volume,P4,stoich_wi_amount_discharge
max_delta_volume,P4,stoich_wi_amount_delta
max_delta_volume,P4,stoich_abs_wi_amount_delta
max_delta_volume,P4,stored_fracA_delta
max_delta_volume,P4,stored_abs_fracA_delta
max_delta_volume,P4,charge_summary_formation_energy_per_atom
max_delta_volume,P4,charge_summary_is_metal
max_delta_volume,P4,charge_summary_volume
max_delta_volume,P4,charge_summary_theoretical
max_delta_volume,P4,charge_summary_energy_above_hull
max_delta_volume,P4,charge_summary_density
max_delta_volume,P4,charge_summary_nsites
max_delta_volume,P4,charge_summary_density_atomic
max_delta_volume,P4,charge_summary_band_gap
max_delta_volume,P4,charge_summary_is_stable
max_delta_volume,P4,charge_summary_symmetry_number
max_delta_volume,P4,discharge_summary_formation_energy_per_atom
max_delta_volume,P4,discharge_summary_is_metal
max_delta_volume,P4,discharge_summary_volume
max_delta_volume,P4,discharge_summary_theoretical
max_delta_volume,P4,discharge_summary_energy_above_hull
max_delta_volume,P4,discharge_summary_density
max_delta_volume,P4,discharge_summary_nsites
max_delta_volume,P4,discharge_summary_density_atomic
max_delta_volume,P4,discharge_summary_band_gap
max_delta_volume,P4,discharge_summary_is_stable
max_delta_volume,P4,discharge_summary_symmetry_number
max_delta_volume,P4,charge_summary_volume_per_site
max_delta_volume,P4,discharge_summary_volume_per_site
max_delta_volume,P4,summary_delta_volume_fraction
max_delta_volume,P4,summary_abs_delta_volume_fraction
max_delta_volume,P4,summary_delta_formation_energy_per_atom
max_delta_volume,P4,summary_abs_delta_formation_energy_per_atom
max_delta_volume,P4,summary_delta_energy_above_hull
max_delta_volume,P4,summary_abs_delta_energy_above_hull
max_delta_volume,P4,summary_delta_density
max_delta_volume,P4,summary_abs_delta_density
max_delta_volume,P4,summary_delta_density_atomic
max_delta_volume,P4,summary_abs_delta_density_atomic
max_delta_volume,P4,summary_delta_band_gap
max_delta_volume,P4,summary_abs_delta_band_gap
max_delta_volume,P4,summary_delta_volume_per_site
max_delta_volume,P4,summary_abs_delta_volume_per_site
max_delta_volume,P4,summary_worst_energy_above_hull
