protocol,split_name,fold_id,heldout_group,status,error,n_train,n_test,n_features,elapsed_seconds,timestamp_utc,imputer_fit_scope,x_scaler_fit_scope,y_scaler_fit_scope,outer_test_used_for_fit_or_early_stopping,pass
P2,random_split,4,random_4,OK,,2560,641,77,7.728854417800903,2026-07-11T16:47:40.414104+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,framework_groupkfold,0,K|AgAsF6|K|Ca9Co(PO4)7|K|CoF3|K|Cr2(PS4)3|K|CrO2|K|CrP2S7|K|Cs2CrF6|K|Cs2NiF6|K|Cu4(PO4)3|K|FeNi(CN)6|K|FeSe|K|Lu(NbCl3)6|K|Mn6P7O24|K|MnPCO7|K|Mo2P3O13|K|MoCl6|K|NaMoF6|K|NbO3|K|Ni3P3O11|K|NiH8(CO5)2,OK,,2560,641,77,7.639810562133789,2026-07-11T16:47:48.053914+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,framework_groupkfold,1,K|C|K|Co2O5|K|CoPCO7|K|CrO3|K|Cs2CoF6|K|Cs2MoCl6|K|Cs2TaCl6|K|FeH4(SO5)2|K|FeSb3|K|LiVF6|K|MgMn4O8|K|Mn4(PO4)3|K|MnF3|K|MnO2|K|MnP2O7|K|Mo9S11|K|NaCrF6|K|NbO2F|K|Ni(PO3)3|K|NiH12(SO7)2,OK,,2561,640,77,6.261918306350708,2026-07-11T16:47:54.320344+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,framework_groupkfold,2,K|BiPCO7|K|CePCO7|K|CoO2|K|CrF6|K|Cs2AgF6|K|Cs2MoBr6|K|Cs2SbCl6|K|FeF3|K|FeH12(SO7)2|K|FePO4F|K|LiSbF6|K|Mn2P2O7F2|K|MnH8(SO6)2|K|Mo3S4|K|Na2NiO2|K|Nb3Se4|K|NdNb4O12|K|NiF6|K|PrNb4O12|K|Rb2MnF6,OK,,2561,640,77,12.158046007156372,2026-07-11T16:48:06.494013+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,framework_groupkfold,3,K|Bi(PO3)4|K|Cd2Cu(SO)2|K|CoH8(CO5)2|K|CrF3|K|CrPO4F|K|CrS2|K|Cs2MnF6|K|Cs2SbBr6|K|Fe11O17|K|FePO4|K|LiNbF6|K|Mn(PO3)3|K|MnH6(S2O9)2|K|Mo2O3|K|Na2FeO3|K|Nb3S4|K|NbSe2|K|Ni4P4O15|K|P(W3O10)4|K|Rb2CuF6,OK,,2561,640,77,11.620912075042725,2026-07-11T16:48:18.130562+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,framework_groupkfold,4,K|AgO|K|Ca9Mn(PO4)7|K|CoF6|K|Cr3O8|K|CrPCO7|K|Cs2CuF6|K|Cs2PdF6|K|CuPCO7|K|FePCO7|K|LiMnF6|K|MgMn2O4|K|MnF6|K|Mo15Se19|K|MoS|K|NaSbF6|K|NbS2|K|Ni4(PO4)3|K|NiPCO7|K|Rb2CrF6|K|RbSb,OK,,2561,640,77,10.285868644714355,2026-07-11T16:48:28.416431+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_family_out,0,polyanion_phosphate_like,OK,,2027,1174,77,7.526500701904297,2026-07-11T16:48:35.942932+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_family_out,1,transition_metal_oxide_like,OK,,2028,1173,77,5.443295240402222,2026-07-11T16:48:41.392754+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_family_out,2,halide_or_fluoride_like,OK,,2955,246,77,14.49375319480896,2026-07-11T16:48:55.902130+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_family_out,3,oxyfluoride_or_fluoropolyanion_like,OK,,2980,221,77,8.761495113372803,2026-07-11T16:49:04.663626+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_family_out,4,silicate_like,OK,,3070,131,77,11.362051725387571,2026-07-11T16:49:16.025677+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_family_out,5,sulfate_or_sulfur_oxoanion_like,OK,,3095,106,77,9.975296258926392,2026-07-11T16:49:26.008983+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_family_out,6,other_or_unclear,OK,,3138,63,77,12.461450099945068,2026-07-11T16:49:38.470434+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_family_out,7,sulfide_like,OK,,3146,55,77,11.269296169281006,2026-07-11T16:49:49.739730+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_family_out,8,oxide_like_other,OK,,3179,22,77,11.414780616760254,2026-07-11T16:50:01.154510+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_family_out,9,organic_or_carbon_like,OK,,3191,10,77,7.535058259963989,2026-07-11T16:50:08.689569+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,0,F-O-V,OK,,3048,153,77,9.623081684112549,2026-07-11T16:50:18.312650+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,1,Mn-O-P,OK,,3083,118,77,14.540933847427368,2026-07-11T16:50:32.869203+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,2,Fe-O-P,OK,,3099,102,77,7.467779636383057,2026-07-11T16:50:40.340994+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,3,Cr-O-P,OK,,3117,84,77,13.08479380607605,2026-07-11T16:50:53.425788+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,4,O-P-V,OK,,3119,82,77,8.5889253616333,2026-07-11T16:51:02.014713+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,5,Co-O-P,OK,,3125,76,77,7.069575309753418,2026-07-11T16:51:09.084289+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,6,Ni-O-P,OK,,3127,74,77,7.470472812652588,2026-07-11T16:51:16.554762+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,7,F-V,OK,,3135,66,77,9.61871337890625,2026-07-11T16:51:26.182493+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,8,Mo-O-P,OK,,3140,61,77,12.14247226715088,2026-07-11T16:51:38.324965+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,9,Mn-O,OK,,3151,50,77,10.627787113189695,2026-07-11T16:51:48.968378+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,10,O-V,OK,,3152,49,77,14.32924199104309,2026-07-11T16:52:03.297620+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,11,F-Mn,OK,,3158,43,77,14.83825659751892,2026-07-11T16:52:18.135877+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,12,Fe-O,OK,,3161,40,77,13.3220956325531,2026-07-11T16:52:31.457972+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,13,B-Mn-O,OK,,3162,39,77,9.110042095184326,2026-07-11T16:52:40.572262+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,14,Cu-O-P,OK,,3162,39,77,6.782782077789307,2026-07-11T16:52:47.355044+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,15,O-Ti,OK,,3167,34,77,13.698265314102173,2026-07-11T16:53:01.068947+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,16,Ni-O,OK,,3167,34,77,10.362236738204956,2026-07-11T16:53:11.437192+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,17,F-Fe-O,OK,,3170,31,77,9.746466875076294,2026-07-11T16:53:21.183659+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,18,Co-O,OK,,3170,31,77,7.344908714294434,2026-07-11T16:53:28.544190+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,19,Cr-O,OK,,3172,29,77,10.02070951461792,2026-07-11T16:53:38.564900+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,20,Fe-O-Si,OK,,3173,28,77,11.980130910873411,2026-07-11T16:53:50.545031+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,21,F-Mn-O,OK,,3173,28,77,12.92135500907898,2026-07-11T16:54:03.466386+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,22,O-P-Sb,OK,,3173,28,77,12.7629292011261,2026-07-11T16:54:16.229315+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,23,O-P-Sn,OK,,3173,28,77,9.213209867477415,2026-07-11T16:54:25.442525+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,24,Co-Mn-O,OK,,3174,27,77,9.40577745437622,2026-07-11T16:54:34.848302+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,25,Bi-O-P,OK,,3175,26,77,12.707197427749634,2026-07-11T16:54:47.555500+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,26,O-P-W,OK,,3176,25,77,12.481683492660522,2026-07-11T16:55:00.037183+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,27,Cr-Mn-O,OK,,3177,24,77,10.691417455673218,2026-07-11T16:55:10.728601+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,28,Co-Fe-O,OK,,3180,21,77,13.228026151657104,2026-07-11T16:55:23.956627+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,29,O-P-Ti,OK,,3181,20,77,10.039753913879396,2026-07-11T16:55:33.996380+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,30,Cr-O-V,OK,,3182,19,77,9.147811889648438,2026-07-11T16:55:43.144193+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,31,Cu-O,OK,,3182,19,77,12.88938283920288,2026-07-11T16:55:56.049186+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,32,O-Ti-V,OK,,3182,19,77,9.753332376480104,2026-07-11T16:56:05.802518+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,33,Co-Ni-O,OK,,3182,19,77,13.046547651290894,2026-07-11T16:56:18.849066+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,34,Fe-Mn-O,OK,,3182,19,77,9.198786497116089,2026-07-11T16:56:28.047852+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,35,Mn-O-V,OK,,3183,18,77,11.45471453666687,2026-07-11T16:56:39.520704+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,36,Mn-O-Si,OK,,3184,17,77,9.38748025894165,2026-07-11T16:56:48.923811+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,37,Mn-O-Ti,OK,,3184,17,77,12.632234573364258,2026-07-11T16:57:01.556045+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,38,Co-O-Si,OK,,3184,17,77,10.235337257385254,2026-07-11T16:57:11.791382+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,39,Cr-Fe-O,OK,,3184,17,77,11.992383241653442,2026-07-11T16:57:23.799394+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,40,Fe-Mn-O-P,OK,,3184,17,77,10.42020320892334,2026-07-11T16:57:34.219597+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,41,Mn-Ni-O,OK,,3185,16,77,11.831138610839844,2026-07-11T16:57:46.050736+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,42,O-Si-V,OK,,3185,16,77,11.267873287200928,2026-07-11T16:57:57.318609+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,43,C-Fe-O-P,OK,,3186,15,77,9.659553050994871,2026-07-11T16:58:06.978162+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,44,Fe-O-V,OK,,3186,15,77,10.89136242866516,2026-07-11T16:58:17.869525+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,45,Co-Cr-O,OK,,3186,15,77,13.664264917373655,2026-07-11T16:58:31.545299+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,46,Co-Fe-Mn-O-P,OK,,3186,15,77,14.193708658218384,2026-07-11T16:58:45.739007+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,47,C-Mn-O-P,OK,,3187,14,77,11.635053396224976,2026-07-11T16:58:57.374061+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,48,Mn-O-P-V,OK,,3188,13,77,9.2935791015625,2026-07-11T16:59:06.683272+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,49,Co-O-V,OK,,3188,13,77,12.904539108276367,2026-07-11T16:59:19.603448+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,50,C-Fe-O,OK,,3189,12,77,8.399728536605835,2026-07-11T16:59:28.018823+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,51,C-O-V,OK,,3189,12,77,10.333972930908203,2026-07-11T16:59:38.352796+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,52,Fe-Ni-O,OK,,3189,12,77,9.547502756118774,2026-07-11T16:59:47.900298+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,53,Fe-O-Ti,OK,,3190,11,77,11.48676323890686,2026-07-11T16:59:59.387062+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,54,O-W,OK,,3190,11,77,12.107914447784424,2026-07-11T17:00:11.494976+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,55,Nb-O-P,OK,,3190,11,77,8.750795841217041,2026-07-11T17:00:20.245772+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,56,F-Fe,OK,,3191,10,77,12.486376762390137,2026-07-11T17:00:32.747774+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,57,Mg-Mn-O,OK,,3191,10,77,6.563255786895752,2026-07-11T17:00:39.311030+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,58,B-Fe-O,OK,,3192,9,77,8.442584037780762,2026-07-11T17:00:47.769239+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,59,Mn-Ni-O-P,OK,,3192,9,77,14.433385372161863,2026-07-11T17:01:02.202624+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,60,C-Co-O,OK,,3193,8,77,10.521965980529783,2026-07-11T17:01:12.731102+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,61,C-Cu-O,OK,,3193,8,77,8.058889150619507,2026-07-11T17:01:20.803499+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,62,Cr-Ni-O,OK,,3193,8,77,7.961933612823486,2026-07-11T17:01:28.765433+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,63,Mo-O,OK,,3193,8,77,7.564848899841309,2026-07-11T17:01:36.345920+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,64,Co-Mn-O-P,OK,,3193,8,77,9.214743852615356,2026-07-11T17:01:45.560664+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,65,Cr-F,OK,,3193,8,77,7.936638593673706,2026-07-11T17:01:53.497302+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,66,C-Fe-Na-O-P,OK,,3194,7,77,7.670022964477539,2026-07-11T17:02:01.181847+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,67,Cr-Mn-O-P,OK,,3194,7,77,10.735117435455322,2026-07-11T17:02:11.932582+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,68,Cr-O-Si,OK,,3194,7,77,11.036182403564451,2026-07-11T17:02:22.968764+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,69,H-Mn-O-S,OK,,3194,7,77,14.849117517471312,2026-07-11T17:02:37.817881+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,70,H-O-P-V,OK,,3194,7,77,6.9602813720703125,2026-07-11T17:02:44.778163+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,71,Mn-O-S,OK,,3194,7,77,14.717643737792969,2026-07-11T17:02:59.495806+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,72,S-V,OK,,3194,7,77,14.412249565124512,2026-07-11T17:03:13.908056+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,73,Co-O-Ti,OK,,3194,7,77,13.5484619140625,2026-07-11T17:03:27.472143+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_chemical_system_out,74,Mo-Se,OK,,3194,7,77,11.141603231430054,2026-07-11T17:03:38.613747+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_working_ion_out,0,Li,OK,,543,2658,77,2.6369175910949707,2026-07-11T17:03:41.250664+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_working_ion_out,1,Na,OK,,2807,394,77,10.391071557998655,2026-07-11T17:03:51.641736+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P2,leave_working_ion_out,2,K,OK,,3052,149,77,9.763296604156494,2026-07-11T17:04:01.405033+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,random_split,0,random_0,OK,,2560,641,85,9.53211498260498,2026-07-11T17:04:10.937147+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,random_split,1,random_1,OK,,2560,641,85,10.021101713180542,2026-07-11T17:04:20.958249+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,random_split,2,random_2,OK,,2560,641,85,7.092079162597656,2026-07-11T17:04:28.050328+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,random_split,3,random_3,OK,,2560,641,85,10.66911506652832,2026-07-11T17:04:38.719443+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,random_split,4,random_4,OK,,2560,641,85,5.813441514968872,2026-07-11T17:04:44.542898+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,framework_groupkfold,0,K|AgAsF6|K|Ca9Co(PO4)7|K|CoF3|K|Cr2(PS4)3|K|CrO2|K|CrP2S7|K|Cs2CrF6|K|Cs2NiF6|K|Cu4(PO4)3|K|FeNi(CN)6|K|FeSe|K|Lu(NbCl3)6|K|Mn6P7O24|K|MnPCO7|K|Mo2P3O13|K|MoCl6|K|NaMoF6|K|NbO3|K|Ni3P3O11|K|NiH8(CO5)2,OK,,2560,641,85,5.868474960327148,2026-07-11T17:04:50.411373+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,framework_groupkfold,1,K|C|K|Co2O5|K|CoPCO7|K|CrO3|K|Cs2CoF6|K|Cs2MoCl6|K|Cs2TaCl6|K|FeH4(SO5)2|K|FeSb3|K|LiVF6|K|MgMn4O8|K|Mn4(PO4)3|K|MnF3|K|MnO2|K|MnP2O7|K|Mo9S11|K|NaCrF6|K|NbO2F|K|Ni(PO3)3|K|NiH12(SO7)2,OK,,2561,640,85,8.185147285461426,2026-07-11T17:04:58.596520+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,framework_groupkfold,2,K|BiPCO7|K|CePCO7|K|CoO2|K|CrF6|K|Cs2AgF6|K|Cs2MoBr6|K|Cs2SbCl6|K|FeF3|K|FeH12(SO7)2|K|FePO4F|K|LiSbF6|K|Mn2P2O7F2|K|MnH8(SO6)2|K|Mo3S4|K|Na2NiO2|K|Nb3Se4|K|NdNb4O12|K|NiF6|K|PrNb4O12|K|Rb2MnF6,OK,,2561,640,85,9.02957248687744,2026-07-11T17:05:07.626092+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
