target,protocol,split_name,fold_id,heldout_group,model_name,n_train,n_fit,n_calibration,n_test,n_features,calibration_mode,fit_predict_seconds,rmse,mae,r2,spearman,mean_tree_pred_std,median_tree_pred_std,conformal_qhat,conformal_coverage,median_conformal_width,mean_knn_distance,median_knn_distance,pct_in_domain,pct_borderline,pct_out_of_domain,spearman_abs_error_vs_tree_std,spearman_abs_error_vs_knn_distance,spearman_abs_error_vs_domain_percentile,status,error
average_voltage,P1,leave_chemical_system_out,10,O-V,ExtraTrees_uncertainty,3152,2521,631,49,73,split_conformal_holdout_from_training_fold,1.0977444648742676,0.4298195697291855,0.3338277436094279,0.3500048053947587,0.6264209601968974,0.8772836073327998,0.873003853418798,1.7124926737357336,1.0,3.424985347471467,3.537327169654389,2.9028191628379534,0.7755102040816326,0.2244897959183673,0.0,0.1534039671839213,0.1918706676376836,0.1922870598590565,OK,
average_voltage,P1,leave_chemical_system_out,11,F-Mn,ExtraTrees_uncertainty,3158,2526,632,43,73,split_conformal_holdout_from_training_fold,1.084831953048706,0.9283685078349574,0.8243754956230596,-2.815626613963553,0.0839329796080023,0.9223651080294036,0.901811487295653,1.4427295400732856,0.9534883720930232,2.885459080146571,3.610274301112237,3.8161924628010095,0.9069767441860463,0.0930232558139534,0.0,0.1337610652395404,0.2978291520750926,0.2857638177203732,OK,
average_voltage,P1,leave_chemical_system_out,12,Fe-O,ExtraTrees_uncertainty,3161,2528,633,40,73,split_conformal_holdout_from_training_fold,1.105647087097168,0.8351416188332408,0.6735751935024675,-0.137066850343257,0.2185968090848163,0.7522331246302938,0.7139987217700691,1.5258103945565835,0.925,3.0516207891131675,3.6741964789600736,3.2562532124058885,0.8,0.175,0.025,0.0755325793482611,0.1559228655650738,0.1559228655650738,OK,
average_voltage,P1,leave_chemical_system_out,13,B-Mn-O,ExtraTrees_uncertainty,3162,2529,633,39,73,split_conformal_holdout_from_training_fold,1.1143453121185305,0.4440131857516824,0.2914798412261711,-0.6865780174237186,-0.0037065167474333,0.8334969285213913,0.8298722052387072,1.4395741688348216,0.9743589743589745,2.879148337669643,3.969134581617336,3.9954517496730064,1.0,0.0,0.0,-0.1837373301941975,0.1837373301941975,0.1837373301941975,OK,
average_voltage,P1,leave_chemical_system_out,14,Cu-O-P,ExtraTrees_uncertainty,3162,2529,633,39,73,split_conformal_holdout_from_training_fold,1.0865857601165771,0.9162458387751912,0.5926264530314423,-0.4183067882323241,0.2974488443043782,0.7586420258085222,0.7493057644314246,1.478127767059766,0.9230769230769232,2.956255534119532,3.086804206702216,3.129851371880356,0.9487179487179488,0.0512820512820512,0.0,-0.1877282558671101,-0.3288558528905107,-0.3288558528905107,OK,
average_voltage,P1,leave_chemical_system_out,15,O-Ti,ExtraTrees_uncertainty,3167,2533,634,34,73,split_conformal_holdout_from_training_fold,1.0955874919891355,0.930422687817658,0.8103553735880986,-1.675330944488767,0.1033138766388535,0.8148563084457683,0.7957987028011244,1.5699377325295203,0.9411764705882352,3.139875465059041,4.508586880300716,3.920054317734564,0.5882352941176471,0.3529411764705882,0.0588235294117647,0.3238008084900652,0.37482778414706,0.4143544439278352,OK,
average_voltage,P1,leave_chemical_system_out,16,Ni-O,ExtraTrees_uncertainty,3167,2533,634,34,73,split_conformal_holdout_from_training_fold,1.105621337890625,0.4689733859072543,0.3558713967126266,0.1040923996859882,0.2935796396870936,0.8112833211195061,0.7270790127637945,1.396208520314458,1.0,2.792417040628916,3.975056604638098,3.390038807511363,0.6764705882352942,0.3235294117647059,0.0,0.2803939740517966,0.3023171289634952,0.2973071717857291,OK,
average_voltage,P1,leave_chemical_system_out,17,F-Fe-O,ExtraTrees_uncertainty,3170,2536,634,31,73,split_conformal_holdout_from_training_fold,1.084381341934204,0.8024133911807916,0.597576012864055,-0.0133404757209543,0.1242426777732977,0.7636683184316821,0.6964432508350581,1.5439569836418596,0.935483870967742,3.0879139672837197,4.245968778741382,4.203315222743615,0.7419354838709677,0.2580645161290322,0.0,-0.1808084497676446,-0.0393940197817773,-0.0420245414786099,OK,
average_voltage,P1,leave_chemical_system_out,18,Co-O,ExtraTrees_uncertainty,3170,2536,634,31,73,split_conformal_holdout_from_training_fold,1.078484058380127,0.8468427245541541,0.7114543619241251,-0.1807266702630792,0.5293127451418959,0.5752073510055951,0.5230599702718406,1.501147228602152,0.935483870967742,3.002294457204304,3.7148285334171463,3.156487391651483,0.7741935483870968,0.1935483870967742,0.032258064516129,0.3914090767129674,-0.1581595485097354,-0.1424299735405152,OK,
average_voltage,P1,leave_chemical_system_out,19,Cr-O,ExtraTrees_uncertainty,3172,2537,635,29,73,split_conformal_holdout_from_training_fold,1.0799825191497805,0.9583801992102984,0.8170801418578609,-0.5759668954921635,0.3117599741970295,0.8494946652729306,0.7917297590822494,1.3122756945625018,0.896551724137931,2.624551389125004,4.340864276645853,3.265374001000409,0.6206896551724138,0.2758620689655172,0.1034482758620689,-0.1123728136659149,-0.0333140642283907,-0.0333140642283907,OK,
