target,protocol,split_name,ad_flag,n_predictions,mae,median_absolute_error,rmse,median_tree_pred_std,median_knn_distance,conformal_coverage
max_delta_volume,P2,framework_groupkfold,in_domain,2862,0.0307115876490819,0.021446162301898247,0.04703415097212105,0.036113050528231855,2.304446196356164,0.9703004891684137
max_delta_volume,P2,framework_groupkfold,out_of_domain,90,0.1656115199052286,0.06983777932657276,0.34227072565360556,0.12790056730328764,10.727400282972617,0.6777777777777778
max_delta_volume,P2,leave_chemical_system_out,borderline,182,0.04816965117667903,0.0358808133073826,0.07485865225473613,0.06695706398889326,5.399772233914864,0.9340659340659341
max_delta_volume,P2,leave_chemical_system_out,in_domain,1838,0.03223533095518614,0.0247567837804179,0.047878547824147924,0.04104620583219275,3.160710130428531,0.9689880304678999
max_delta_volume,P2,leave_chemical_system_out,out_of_domain,18,0.08257262770440177,0.0668535655045519,0.11071494056156503,0.14284247370610054,8.426332127510841,0.7777777777777778
max_delta_volume,P2,leave_family_out,borderline,627,0.04030610488637242,0.0294721024866225,0.0623594469879323,0.056371554380762,6.226917312986346,0.9409888357256778
max_delta_volume,P2,leave_family_out,in_domain,932,0.037731500879700786,0.030135215251458,0.05237279796234797,0.04507547770074975,4.648177874680044,0.9581545064377682
max_delta_volume,P2,leave_family_out,out_of_domain,1642,0.04391306702297138,0.027681797020509748,0.09744042828515101,0.043774680422281304,12.325417274457502,0.9451887941534713
max_delta_volume,P2,leave_working_ion_out,borderline,577,0.04822764920996408,0.0366062913300275,0.06401841636056607,0.0668783757290127,7.02811458437275,0.9878682842287695
max_delta_volume,P2,leave_working_ion_out,in_domain,2281,0.05244201488544281,0.0395554552501752,0.07001344996453109,0.0601502320160482,5.304132838288338,0.9912319158263919
max_delta_volume,P2,leave_working_ion_out,out_of_domain,343,0.08724422087105034,0.0515914617610147,0.18388742290761548,0.0693723451253249,9.807356306564392,0.8483965014577259
max_delta_volume,P2,random_split,borderline,172,0.06667439443723908,0.04014438373269825,0.12469822927606597,0.0674240171981766,6.482072771264931,0.877906976744186
max_delta_volume,P2,random_split,in_domain,2926,0.03077338144582827,0.0206248295061419,0.04675960105732694,0.03394370476364645,1.9720019858415148,0.968215994531784
max_delta_volume,P2,random_split,out_of_domain,107,0.12263959730525519,0.0623757544554952,0.22698241117445384,0.126801647734386,10.376103906222202,0.7289719626168224
max_delta_volume,P3,framework_groupkfold,borderline,236,0.05762318171117186,0.03820417590450965,0.08041049414431838,0.07857342983230026,8.485978050365865,0.8686440677966102
max_delta_volume,P3,framework_groupkfold,in_domain,2868,0.029249575032136346,0.0214036492324522,0.044268466216377866,0.03938565233975135,3.873706480279894,0.9696652719665272
max_delta_volume,P3,framework_groupkfold,out_of_domain,97,0.1480923633145599,0.0615734763132935,0.30540094093595743,0.1380829547863297,13.5346816543755,0.6907216494845361
max_delta_volume,P3,leave_chemical_system_out,borderline,127,0.06715526768226893,0.0471381898125137,0.10164654288326283,0.0958378513711168,7.917728634098775,0.8582677165354331
max_delta_volume,P3,leave_chemical_system_out,in_domain,1893,0.030242895299458325,0.0238868429759886,0.0438160269341064,0.0422265302486244,4.356752501525246,0.965662968832541
max_delta_volume,P3,leave_chemical_system_out,out_of_domain,18,0.07135642016800409,0.0404204559187816,0.11145078990708857,0.14418708876214137,11.013830094431388,0.8333333333333334
max_delta_volume,P3,leave_family_out,borderline,494,0.04306950067603949,0.03042482594958625,0.06525969421467821,0.05559600989502135,8.833875179722714,0.9311740890688259
max_delta_volume,P3,leave_family_out,in_domain,1159,0.03414332761830745,0.0301237480763085,0.04595233186777724,0.0496980729637002,5.99971744291211,0.9689387402933564
max_delta_volume,P3,leave_family_out,out_of_domain,1548,0.043225093814263454,0.0271174242776649,0.09564742426736088,0.048977779154589896,13.927085780596988,0.9315245478036176
max_delta_volume,P3,leave_working_ion_out,borderline,519,0.05423855647757715,0.0432819118126038,0.07226163416408003,0.0797736169651222,9.054026011728372,0.9518304431599229
max_delta_volume,P3,leave_working_ion_out,in_domain,2467,0.05060853619920463,0.039841553082745,0.06651353129264188,0.0649054159352235,6.616862285655927,0.9789217673287394
max_delta_volume,P3,leave_working_ion_out,out_of_domain,215,0.10815708063846968,0.0618851130616118,0.21651333269738143,0.0986865587593176,12.380145046723882,0.7534883720930232
max_delta_volume,P3,random_split,borderline,194,0.06548144696863623,0.0401523646859138,0.12673361217050907,0.0880327835474163,8.365735501003066,0.8350515463917526
max_delta_volume,P3,random_split,in_domain,2901,0.02816110342236508,0.0199165234278458,0.04168756504393404,0.0381897718695694,3.670335724375116,0.9706997587038952
