target,protocol,split_name,bin_type,bin,n_predictions,mae,median_absolute_error,rmse,mean_tree_pred_std,median_knn_distance,conformal_coverage,median_conformal_width
average_voltage,P1,leave_working_ion_out,tree_uncertainty_bin,Q1_lowest,641,0.4250681590836489,0.3238952159458566,0.5664971914320639,0.3423048672352768,4.177228237112066,0.984399375975039,3.0181195332003394
average_voltage,P1,leave_working_ion_out,tree_uncertainty_bin,Q2,643,0.4782653334791017,0.3756490177695961,0.6425555140959125,0.6216363279479543,5.065956642587841,0.9642301710730948,3.0181195332003394
average_voltage,P1,leave_working_ion_out,tree_uncertainty_bin,Q3,638,0.6012466020724953,0.45587453311062615,0.8065571084296436,0.7789921117971161,5.432796589568382,0.9278996865203761,3.0181195332003394
average_voltage,P1,leave_working_ion_out,tree_uncertainty_bin,Q4,639,0.6676891928944687,0.5619652473900505,0.8373860466611254,0.9762090298105137,5.934299109510065,0.9374021909233177,3.0181195332003394
average_voltage,P1,leave_working_ion_out,tree_uncertainty_bin,Q5_highest,640,0.8460079347074572,0.6913460814873713,1.0735931230323688,1.1987685476479464,5.953121957206163,0.8265625,3.0181195332003394
average_voltage,P1,leave_working_ion_out,domain_distance_bin,Q1_nearest,645,0.45094374278162896,0.3411530194695542,0.6084882599723901,0.4660394940329162,4.140087690458914,0.9705426356589147,3.0181195332003394
average_voltage,P1,leave_working_ion_out,domain_distance_bin,Q2,637,0.5995427811183218,0.458114735225577,0.7962748409207698,0.7133633666302818,4.742980198157518,0.9293563579277865,3.0181195332003394
average_voltage,P1,leave_working_ion_out,domain_distance_bin,Q3,641,0.6073740418914462,0.4396817631183349,0.8107481384881589,0.8777524199647977,5.4880350823828685,0.9204368174726989,3.0181195332003394
average_voltage,P1,leave_working_ion_out,domain_distance_bin,Q4,638,0.6439650899448245,0.5161791529075332,0.8592900567922593,0.9653302630893946,6.112030491486966,0.9216300940438872,3.0181195332003394
average_voltage,P1,leave_working_ion_out,domain_distance_bin,Q5_farthest,640,0.7167861720164604,0.5521777299878299,0.91586744768995,0.89626256155519,8.547564844372397,0.8984375,3.0181195332003394
average_voltage,P1,random_split,tree_uncertainty_bin,Q1_lowest,641,0.29562734850228806,0.2095911832910828,0.4191474669836291,0.13200239214186013,0.0,0.9875195007800313,2.772849416357804
average_voltage,P1,random_split,tree_uncertainty_bin,Q2,641,0.3895814662642972,0.2886405624731005,0.5257098336858503,0.31657850669606785,0.6623994968489996,0.9750390015600624,2.7728494163578032
average_voltage,P1,random_split,tree_uncertainty_bin,Q3,641,0.38577737595168093,0.2725894157250006,0.5257500300699045,0.49163698209924406,1.5009377279798168,0.9750390015600624,2.7728494163578032
average_voltage,P1,random_split,tree_uncertainty_bin,Q4,641,0.4863470986440276,0.3677380522872,0.6442812464626602,0.6819527859543205,2.2115383042573256,0.9547581903276131,2.7728494163578032
average_voltage,P1,random_split,tree_uncertainty_bin,Q5_highest,641,0.8175038397523571,0.6830362093097865,1.0114667366036552,1.03744241438419,3.5669431469631405,0.8377535101404057,2.7728494163578032
average_voltage,P1,random_split,domain_distance_bin,Q1_nearest,641,0.33486790708553354,0.2522647272461329,0.46302908319898567,0.15897771083389375,0.0,0.9797191887675507,2.7728494163578032
average_voltage,P1,random_split,domain_distance_bin,Q2,641,0.4518272607162731,0.3202822121169362,0.6273141014777812,0.40626277253210386,0.5524991868329346,0.9578783151326054,2.7728494163578032
average_voltage,P1,random_split,domain_distance_bin,Q3,641,0.42036229235329503,0.2987488868193626,0.5690479298098865,0.5442334658700789,1.3435574006389168,0.9703588143525741,2.7728494163578032
average_voltage,P1,random_split,domain_distance_bin,Q4,641,0.51634406226488,0.378510371031024,0.7015345397870443,0.6852030754237032,2.458841767278856,0.9282371294851794,2.7728494163578032
average_voltage,P1,random_split,domain_distance_bin,Q5_farthest,641,0.6514356066946693,0.5046932944235962,0.8618274975273895,0.8649360566159028,4.609796754777265,0.8939157566302652,2.7728494163578032
average_voltage,P2,framework_groupkfold,tree_uncertainty_bin,Q1_lowest,641,0.2816115372655938,0.2224691149848112,0.3949254660254573,0.4954328735294997,2.507098061052204,0.9906396255850234,2.792598883303036
average_voltage,P2,framework_groupkfold,tree_uncertainty_bin,Q2,640,0.3861781136689113,0.3089999940223582,0.49365355514490855,0.6354525275472873,2.7909816775587957,0.99375,2.792598883303036
average_voltage,P2,framework_groupkfold,tree_uncertainty_bin,Q3,640,0.5007208915171558,0.4023997265764496,0.6472647767630876,0.7403000565739892,3.239220805280371,0.959375,2.792598883303036
average_voltage,P2,framework_groupkfold,tree_uncertainty_bin,Q4,640,0.565583775466497,0.4710761630700897,0.7158189814431551,0.8609148287476398,3.7598896147308216,0.9484375,2.792598883303036
average_voltage,P2,framework_groupkfold,tree_uncertainty_bin,Q5_highest,640,0.8095797615251599,0.6877800083418932,0.9940541910439864,1.1179982090828422,5.057092939095892,0.85,2.792598883303036
average_voltage,P2,framework_groupkfold,domain_distance_bin,Q1_nearest,641,0.4250047435113839,0.3231018635823686,0.5651814077037886,0.6547061463658284,1.7852887415209533,0.9765990639625585,2.792598883303036
average_voltage,P2,framework_groupkfold,domain_distance_bin,Q2,640,0.44556771263635914,0.3400227355650731,0.6047650929042919,0.6738555330716804,2.551756767587692,0.96875,2.792598883303036
average_voltage,P2,framework_groupkfold,domain_distance_bin,Q3,640,0.44904941562981565,0.34656415566806714,0.5954299792852298,0.7206745767185966,3.3222637531763475,0.965625,2.792598883303036
average_voltage,P2,framework_groupkfold,domain_distance_bin,Q4,640,0.5720831456508941,0.4204348812955287,0.7593024834132522,0.8616120044232751,4.265071601131994,0.925,2.792598883303036
average_voltage,P2,framework_groupkfold,domain_distance_bin,Q5_farthest,640,0.6517450101301059,0.5075089511632693,0.8382415053461182,0.9390013704130713,6.729379887094771,0.90625,2.792598883303036
average_voltage,P2,leave_chemical_system_out,tree_uncertainty_bin,Q1_lowest,408,0.3777954947435742,0.3166252883755092,0.48863521429584184,0.5803479239812901,3.2721736841397266,0.9901960784313726,2.661103306074448
average_voltage,P2,leave_chemical_system_out,tree_uncertainty_bin,Q2,407,0.5318404765425345,0.4117017912712479,0.6865698928717596,0.733770403141825,3.43963593073777,0.9533169533169533,2.661103306074448
average_voltage,P2,leave_chemical_system_out,tree_uncertainty_bin,Q3,408,0.5876448398566624,0.47888634548227754,0.7646676084393101,0.8377338000448795,3.9757668805491084,0.9215686274509803,2.702468587663043
average_voltage,P2,leave_chemical_system_out,tree_uncertainty_bin,Q4,407,0.6031886562695082,0.503500269313395,0.7618665455094307,0.9321086457462644,4.156843385468041,0.918918918918919,2.7032914650223283
average_voltage,P2,leave_chemical_system_out,tree_uncertainty_bin,Q5_highest,408,0.6584779767448175,0.5624027385836046,0.8361780901121356,1.0956956945591005,4.471353590706817,0.9019607843137255,2.791500917188137
average_voltage,P2,leave_chemical_system_out,domain_distance_bin,Q1_nearest,408,0.4922190964684975,0.39128606723678255,0.6394612617046546,0.7837500647836856,2.437964964389179,0.9583333333333334,2.681369513813888
average_voltage,P2,leave_chemical_system_out,domain_distance_bin,Q2,407,0.525235107144052,0.4048302471348108,0.6950052650977144,0.767897572813388,3.2488231136727626,0.9484029484029484,2.69267272105517
average_voltage,P2,leave_chemical_system_out,domain_distance_bin,Q3,408,0.5168461035465163,0.41265767988992064,0.6659777976764748,0.8119844573734292,3.8264758536281485,0.9558823529411765,2.702894661391788
average_voltage,P2,leave_chemical_system_out,domain_distance_bin,Q4,407,0.5441907325152959,0.4204756176211734,0.7197629886269363,0.8693919255074477,4.425277181897786,0.9361179361179361,2.703291465022328
average_voltage,P2,leave_chemical_system_out,domain_distance_bin,Q5_farthest,408,0.6802956120975567,0.5765379635383823,0.8490235745186803,0.9465623745675478,5.7052054936621115,0.8872549019607843,2.7032914650223288
average_voltage,P2,leave_family_out,tree_uncertainty_bin,Q1_lowest,641,0.5729482766530375,0.4778244545973673,0.7272391180346935,0.7862976737880882,14.092811698089545,0.9485179407176287,2.93248566094286
average_voltage,P2,leave_family_out,tree_uncertainty_bin,Q2,640,0.6958177026052821,0.5578345137693033,0.8778557002029078,0.9293573830536225,13.101703983820995,0.9,2.93248566094286
average_voltage,P2,leave_family_out,tree_uncertainty_bin,Q3,640,0.7019215270765448,0.5927485349363133,0.8763200974916938,1.0366680932509738,6.443330393477925,0.8828125,2.6856430342098148
average_voltage,P2,leave_family_out,tree_uncertainty_bin,Q4,640,0.8245124053502597,0.748642071205364,0.9976330844639645,1.1397758356769916,7.202734018140363,0.828125,2.6856430342098143
average_voltage,P2,leave_family_out,tree_uncertainty_bin,Q5_highest,640,0.9749321291479056,0.8393994221300594,1.2114494986436506,1.3062552107954868,9.347102965663812,0.7296875,2.6856430342098143
average_voltage,P2,leave_family_out,domain_distance_bin,Q1_nearest,641,0.6212291341369925,0.4757025031956852,0.8147803500494366,0.9757270110230906,4.834524300198823,0.9141965678627145,2.6856430342098148
average_voltage,P2,leave_family_out,domain_distance_bin,Q2,640,0.7709562168128116,0.6888990010134135,0.9491058271034389,1.1464126081964667,6.297624781876451,0.8359375,2.6856430342098143
average_voltage,P2,leave_family_out,domain_distance_bin,Q3,640,0.9422193588601917,0.807139977956083,1.157902628718159,1.1121139921336223,9.582755015288672,0.75625,2.6856430342098143
average_voltage,P2,leave_family_out,domain_distance_bin,Q4,640,0.7124330047246924,0.6024317436770743,0.88799880272348,0.9048856638929349,14.272701990808102,0.90625,2.93248566094286
average_voltage,P2,leave_family_out,domain_distance_bin,Q5_farthest,640,0.7232188874585226,0.6054131157761184,0.9144209938587207,1.058918937979619,17.111140188143345,0.8765625,2.93248566094286
average_voltage,P2,leave_working_ion_out,tree_uncertainty_bin,Q1_lowest,641,0.4515587267152757,0.3601909295486538,0.5822536197152024,0.5995052630552362,5.028936590474406,0.9859594383775351,3.1776152211084465
average_voltage,P2,leave_working_ion_out,tree_uncertainty_bin,Q2,640,0.5152781867913336,0.4148593833773439,0.6746333029658644,0.774843066789251,5.787582457396095,0.9765625,3.1776152211084465
average_voltage,P2,leave_working_ion_out,tree_uncertainty_bin,Q3,640,0.5739235786542951,0.479649913624149,0.7224724869428064,0.8905576298863174,6.234730370076443,0.96875,3.1776152211084465
average_voltage,P2,leave_working_ion_out,tree_uncertainty_bin,Q4,640,0.7145078913871886,0.6076748432940502,0.8963322157322136,1.0221717810296058,6.622744610076904,0.9125,3.1776152211084465
average_voltage,P2,leave_working_ion_out,tree_uncertainty_bin,Q5_highest,640,0.8296452098966238,0.6977013357348447,1.0431840187696486,1.206411206750369,6.833707906602001,0.8640625,3.1776152211084465
average_voltage,P2,leave_working_ion_out,domain_distance_bin,Q1_nearest,641,0.5354815253912124,0.4319263411688863,0.6812227831253971,0.7099103507043544,4.665892135798135,0.9734789391575663,3.1776152211084465
average_voltage,P2,leave_working_ion_out,domain_distance_bin,Q2,640,0.5614120790914077,0.45682954622137273,0.7237771427631424,0.8392923445076235,5.591471573716619,0.9671875,3.1776152211084465
average_voltage,P2,leave_working_ion_out,domain_distance_bin,Q3,640,0.6249410665998901,0.5021536949354806,0.8047739838317561,0.9920777465579604,6.272676702685169,0.940625,3.1776152211084465
average_voltage,P2,leave_working_ion_out,domain_distance_bin,Q4,640,0.6649979976053596,0.5156666557875491,0.8722605570146641,0.9909169230647052,6.956125358804291,0.9265625,3.1776152211084465
