target,model_name,protocol,hard_split,random_mae,hard_split_mae,mae_delta_hard_minus_random,mae_ratio_hard_over_random
stability_worst,Ridge,P0,leave_family_out,0.00297175231178968,0.00810925351446068,0.005137501202670999,2.7287783986199843
stability_worst,Ridge,P0,leave_chemical_system_out,0.00297175231178968,0.002974044492757084,2.292180967404349e-06,1.0007713230198596
stability_worst,Ridge,P0,leave_working_ion_out,0.00297175231178968,0.007939756125716367,0.004968003813926687,2.671742222330368
stability_worst,Ridge,P1,framework_groupkfold,0.04833676875160894,0.04926532150628638,0.0009285527546774447,1.0192100708975615
stability_worst,Ridge,P1,leave_family_out,0.04833676875160894,0.1336139486597613,0.08527717990815237,2.764230049103434
stability_worst,Ridge,P1,leave_chemical_system_out,0.04833676875160894,0.04350255038394331,-0.004834218367665628,0.8999887975030454
stability_worst,Ridge,P1,leave_working_ion_out,0.04833676875160894,0.06739243043840366,0.019055661686794727,1.3942270486618003
stability_worst,Ridge,P2,framework_groupkfold,0.046539355609256164,0.0481950263134895,0.0016556707042333363,1.0355757118369735
stability_worst,Ridge,P2,leave_family_out,0.046539355609256164,0.12350741197033939,0.07696805636108323,2.653827289902895
stability_worst,Ridge,P2,leave_chemical_system_out,0.046539355609256164,0.043120052014535816,-0.003419303594720348,0.9265287722625819
stability_worst,Ridge,P2,leave_working_ion_out,0.046539355609256164,0.07089776258231843,0.02435840697306227,1.5233937310515242
stability_worst,Ridge,P3,framework_groupkfold,0.0469774328683667,0.049120828140745997,0.002143395272379299,1.0456260621644697
stability_worst,Ridge,P3,leave_family_out,0.0469774328683667,0.14822632331852786,0.10124889045016117,3.1552665666909903
stability_worst,Ridge,P3,leave_chemical_system_out,0.0469774328683667,0.042982545358598495,-0.003994887509768202,0.9149615620555067
stability_worst,Ridge,P3,leave_working_ion_out,0.0469774328683667,0.0695698025856991,0.022592369717332403,1.4809196317865525
stability_worst,Ridge,P4,framework_groupkfold,0.0004220265400559,0.00042031167199032003,-1.714868065579966e-06,0.9959365871507683
stability_worst,Ridge,P4,leave_family_out,0.0004220265400559,0.00102146568999635,0.00059943914994045,2.4203825898272906
stability_worst,Ridge,P4,leave_chemical_system_out,0.0004220265400559,0.00035469089677405867,-6.733564328184133e-05,0.84044689873551
stability_worst,Ridge,P4,leave_working_ion_out,0.0004220265400559,0.0021578927831974,0.0017358662431415,5.113168434647673
stability_worst,ExtraTrees,P0,framework_groupkfold,0.0026017221391066,0.00227336730023254,-0.00032835483887405995,0.873793271795422
stability_worst,ExtraTrees,P0,leave_family_out,0.0026017221391066,0.00504115063263041,0.0024394284935238104,1.9376206847213442
stability_worst,ExtraTrees,P0,leave_chemical_system_out,0.0026017221391066,0.0020929338270359015,-0.0005087883120706983,0.8044417178825214
stability_worst,ExtraTrees,P0,leave_working_ion_out,0.0026017221391066,0.0035301985748194,0.0009284764357128002,1.3568699446250736
stability_worst,ExtraTrees,P1,framework_groupkfold,0.0441691816166549,0.04336508031907817,-0.0008041012975767356,0.9817949695207047
stability_worst,ExtraTrees,P1,leave_family_out,0.0441691816166549,0.11539911350761023,0.07122993189095533,2.612661346301617
stability_worst,ExtraTrees,P1,leave_chemical_system_out,0.0441691816166549,0.04091825679525516,-0.003250924821399742,0.9263983460319782
stability_worst,ExtraTrees,P1,leave_working_ion_out,0.0441691816166549,0.05343046477651157,0.009261283159856665,1.2096774905234944
stability_worst,ExtraTrees,P2,framework_groupkfold,0.04029660898281092,0.03902384942860816,-0.0012727595542027584,0.9684152193861852
stability_worst,ExtraTrees,P2,leave_family_out,0.04029660898281092,0.11197183892694193,0.071675229944131,2.7786913527812
stability_worst,ExtraTrees,P2,leave_chemical_system_out,0.04029660898281092,0.03805442466081083,-0.0022421843220000875,0.9443579899500595
stability_worst,ExtraTrees,P2,leave_working_ion_out,0.04029660898281092,0.0502489022363743,0.00995229325356338,1.2469759492122194
stability_worst,ExtraTrees,P3,framework_groupkfold,0.03193070573167626,0.03477308361258084,0.0028423778809045855,1.0890170704271298
stability_worst,ExtraTrees,P3,leave_family_out,0.03193070573167626,0.10035715687896121,0.06842645114728496,3.142967077592769
stability_worst,ExtraTrees,P3,leave_chemical_system_out,0.03193070573167626,0.03639014941365388,0.004459443681977621,1.1396600413236
stability_worst,ExtraTrees,P3,leave_working_ion_out,0.03193070573167626,0.04616226246043146,0.014231556728755201,1.4457012897975836
stability_worst,ExtraTrees,P4,framework_groupkfold,0.00110118501944062,0.00075643492547056,-0.00034475009397006004,0.6869280930236535
stability_worst,ExtraTrees,P4,leave_family_out,0.00110118501944062,0.00277796792941255,0.00167678290997193,2.5227077015847
stability_worst,ExtraTrees,P4,leave_chemical_system_out,0.00110118501944062,0.0004606049147070841,-0.000640580104733536,0.41828113039629083
stability_worst,ExtraTrees,P4,leave_working_ion_out,0.00110118501944062,0.0013831751213470667,0.0002819901019064466,1.2560787668994007
