file_name,relative_path,size_bytes,sha256,role
02_target_specific_leakage_matrix.csv,audit/02_target_specific_leakage_matrix.csv,458946,d289a75c1c920f611227e6a15d8d7aa62b9e02794a314e8dfbca8abf5cd03c83,notebook_02_authoritative_input
02_feature_leakage_taxonomy_master.csv,audit/02_feature_leakage_taxonomy_master.csv,19607,6145b0255238bb75eff214f9793700b0ddd0eee5fdd43a26263268a25a10b69f,notebook_02_authoritative_input
02_protocol_feature_counts_by_target.csv,audit/02_protocol_feature_counts_by_target.csv,24923,9ea8d2b359b180623b8e4467e026b781a3ce49122f856c4f3301dd160450445b,notebook_02_authoritative_input
02_protocol_integrity_audit.csv,audit/02_protocol_integrity_audit.csv,1513,43c5e2e31efade94d9e3cf67f1077a85301865b5aa4e428494427e0e4befcb00,notebook_02_authoritative_input
02_protocol_definitions.json,metadata/02_protocol_definitions.json,4562,d57ca602f998f1a71169f8327ecee8a7f11ada1453fb857f0e2a4f1e71cce6c0,notebook_02_authoritative_input
02_final_decision.json,metadata/02_final_decision.json,347,220bf4fec929bbb02e9e8cacbdb3316a9826b9a631df6769a7501bf8ba377508,notebook_02_authoritative_input
02_master_feature_table.csv,processed/02_master_feature_table.csv,8700951,6184259c0f796dff1ba8f73dd78496884e2027ffe16f24bb6f6d634471c7e12b,notebook_02_authoritative_input
02_master_metadata_and_targets.csv,processed/02_master_metadata_and_targets.csv,1042167,afde5ab3f46d9bc21b92983fddaf53942ffa4f1af3334437cc3dd71dbadca5f3,notebook_02_authoritative_input
