target,model_name,split_name,fold_id,heldout_group,leaky_protocol,clean_protocol,mae_clean_minus_leaky,rmse_clean_minus_leaky,r2_leaky_minus_clean,spearman_leaky_minus_clean
average_voltage,Ridge,leave_chemical_system_out,20,Fe-O-Si,P4,P1,0.8221373644886827,0.9306552136365621,0.8242361620104042,0.3638356350026536
average_voltage,Ridge,leave_chemical_system_out,21,F-Mn-O,P4,P1,0.6692102396175288,0.8306530002541404,1.2065068094018045,0.7064140765855992
average_voltage,Ridge,leave_chemical_system_out,22,O-P-Sb,P4,P1,0.5813013869501994,0.6703426583188175,0.774671289278648,0.3355765408057656
average_voltage,Ridge,leave_chemical_system_out,23,O-P-Sn,P4,P1,0.9507722979663232,1.2129116813109462,1.944998298581252,1.3524832318266093
average_voltage,Ridge,leave_chemical_system_out,24,Co-Mn-O,P4,P1,0.36757887826770885,0.4662226032049745,0.9196330567709466,0.6691171108453352
average_voltage,Ridge,leave_chemical_system_out,25,Bi-O-P,P4,P1,1.1750969827165771,1.2110333090516372,10.174453049468152,0.35379480047065825
average_voltage,Ridge,leave_chemical_system_out,26,O-P-W,P4,P1,0.7162744037172266,0.9703001272405346,1.442075443155194,0.5936078609224569
average_voltage,Ridge,leave_chemical_system_out,27,Cr-Mn-O,P4,P1,0.36382319010353686,0.5280161857195803,0.7695311524276623,0.4905908081390762
average_voltage,Ridge,leave_chemical_system_out,28,Co-Fe-O,P4,P1,0.3912783454603008,0.5429043458663052,1.088130645722103,0.8828497904109542
average_voltage,Ridge,leave_chemical_system_out,29,O-P-Ti,P4,P1,1.431890986949541,1.5320212812903278,4.379777930990529,0.46892415394093867
average_voltage,Ridge,leave_chemical_system_out,30,Cr-O-V,P4,P1,0.5963963110917985,0.8389981472638557,1.5779450121141902,0.9419550303575112
average_voltage,Ridge,leave_chemical_system_out,31,Cu-O,P4,P1,1.0052713722425557,1.227865161151245,1.585572625210558,1.1201189321328477
average_voltage,Ridge,leave_chemical_system_out,32,O-Ti-V,P4,P1,0.364618559206792,0.4696992121378863,0.7393593064861133,0.44220697339123094
average_voltage,Ridge,leave_chemical_system_out,33,Co-Ni-O,P4,P1,0.48654836595441586,0.5993874183490864,2.39187000176482,0.8085544172968805
average_voltage,Ridge,leave_chemical_system_out,34,Fe-Mn-O,P4,P1,0.4885457800093707,0.6240792941464522,0.8828352713570924,0.5688938278276632
average_voltage,Ridge,leave_chemical_system_out,35,Mn-O-V,P4,P1,0.5524675036349096,0.6434988832100019,0.6901280395350295,0.37860363261690055
average_voltage,Ridge,leave_chemical_system_out,36,Mn-O-Si,P4,P1,0.4540206651145281,0.521987603562872,1.3210228520398861,1.007961621941231
average_voltage,Ridge,leave_chemical_system_out,37,Mn-O-Ti,P4,P1,0.4136112653622119,0.5269511711011378,1.4839088912500418,0.7304096123145065
average_voltage,Ridge,leave_chemical_system_out,38,Co-O-Si,P4,P1,0.3178208233423475,0.4547889953608719,1.0903526827009193,0.781418832725259
average_voltage,Ridge,leave_chemical_system_out,39,Cr-Fe-O,P4,P1,0.623559801470505,0.7643506515917211,1.350317155196883,1.1793521820585822
average_voltage,Ridge,leave_chemical_system_out,40,Fe-Mn-O-P,P4,P1,0.2492094927958021,0.3078787924196434,0.8627947488230236,0.5880024128116921
average_voltage,Ridge,leave_chemical_system_out,41,Mn-Ni-O,P4,P1,0.4769190213799238,0.7259323016765286,0.9473963898745609,0.7153352358282462
average_voltage,Ridge,leave_chemical_system_out,42,O-Si-V,P4,P1,0.7056975486490054,0.9867746487156956,1.7152909170579012,1.412231593409875
average_voltage,Ridge,leave_chemical_system_out,43,C-Fe-O-P,P4,P1,0.5607793836908613,0.6690678710256424,0.9407082144981418,0.5374085346794915
average_voltage,Ridge,leave_chemical_system_out,44,Fe-O-V,P4,P1,0.3966571064025526,0.44256219605020514,1.1205073420811795,1.019838667536866
average_voltage,Ridge,leave_chemical_system_out,45,Co-Cr-O,P4,P1,0.3113246578090461,0.4230234344337708,1.0625903216549688,0.4936731459650959
average_voltage,Ridge,leave_chemical_system_out,47,C-Mn-O-P,P4,P1,0.2548189366655821,0.3160527833883848,1.3453858775730363,0.9522147422853091
average_voltage,Ridge,leave_chemical_system_out,48,Mn-O-P-V,P4,P1,0.4166641240010465,0.5026360126135093,0.9426299201349648,0.13640648782640186
average_voltage,Ridge,leave_chemical_system_out,49,Co-O-V,P4,P1,0.676077470269505,0.7656323153657821,0.9028838121749957,0.3019813280110748
average_voltage,Ridge,leave_chemical_system_out,50,C-Fe-O,P4,P1,0.4617814571994026,0.5914992704643033,0.8850270744784501,0.2045037049389451
average_voltage,Ridge,leave_chemical_system_out,51,C-O-V,P4,P1,0.295538900533674,0.4213993596151649,0.8138695260492678,0.4400841390556107
average_voltage,Ridge,leave_chemical_system_out,52,Fe-Ni-O,P4,P1,0.4163709738640739,0.5070033135677005,1.8522758891931101,1.5183895865703763
average_voltage,Ridge,leave_chemical_system_out,53,Fe-O-Ti,P4,P1,0.508725914864591,0.6406370809024154,0.906840057857182,0.7746977599628656
average_voltage,Ridge,leave_chemical_system_out,54,O-W,P4,P1,0.6582654482227221,0.7435480065370363,1.919038933201663,0.7634257707032189
average_voltage,Ridge,leave_chemical_system_out,55,Nb-O-P,P4,P1,1.6436095064096579,1.6767336649785372,9.608840952689794,0.2994722222676096
