target,protocol,split_name,model_name,n_folds,n_train_min,n_train_median,n_train_max,n_test_min,n_test_median,n_test_max,median_n_features,total_fit_seconds,median_fit_seconds,rmse_mean,rmse_std,rmse_ci95_lower,rmse_ci95_upper,mae_mean,mae_std,mae_ci95_lower,mae_ci95_upper,r2_mean,r2_std,r2_ci95_lower,r2_ci95_upper,spearman_mean,spearman_std,spearman_ci95_lower,spearman_ci95_upper,top10_hit_rate_mean,top10_hit_rate_std,top10_hit_rate_ci95_lower,top10_hit_rate_ci95_upper,top20_hit_rate_mean,top20_hit_rate_std,top20_hit_rate_ci95_lower,top20_hit_rate_ci95_upper,top10pct_hit_rate_mean,top10pct_hit_rate_std,top10pct_hit_rate_ci95_lower,top10pct_hit_rate_ci95_upper
average_voltage,P2,framework_groupkfold,ExtraTrees,5,2560,2561.0,2561,640,640.0,641,93.0,5.369770288467407,1.0695500373840332,0.6283628985608827,0.03974377013037338,0.5935259480569754,0.6631998490647897,0.45474172514564,0.02565577610331624,0.4322534458676883,0.47723000442359165,0.6804294009733939,0.04983409262314644,0.6367478928420622,0.7241109091047253,0.8060112147674147,0.021740828978233557,0.7869545379462639,0.8250678915885654,0.34,0.15165750888103102,0.2070663323307447,0.47293366766925526,0.43,0.057008771254956896,0.3800296087667907,0.4799703912332093,0.6295192307692308,0.06551294497799154,0.5720946026054496,0.6869438589330119
average_voltage,P2,leave_chemical_system_out,ExtraTrees,75,3048,3184.0,3194,7,17.0,153,93.0,94.71201848983765,1.250011682510376,0.627907262628337,0.2810914037931066,0.5642902891507757,0.6915242361058982,0.5110823481303557,0.2613581022680336,0.451931441216215,0.5702332550444966,-0.3801382898082639,1.764834244470179,-0.7795578800472754,0.019281300430747494,0.5131813703491228,0.2849556012117952,0.44868984666696804,0.5776728940312778,0.7493333333333334,0.23213074911498627,0.6967971991417525,0.8018694675249143,0.8866666666666667,0.17209624376237015,0.8477176201028774,0.925615713230456,0.3601943241943242,0.36688999954377916,0.2771593005144878,0.44322934787416046
average_voltage,P2,leave_family_out,ExtraTrees,10,2027,3082.5,3191,10,118.5,1174,93.0,11.818400144577026,1.2290643453598022,1.00161380952511,0.34350428204813965,0.78870764973568,1.2145199693145399,0.820400415409323,0.30422833707782454,0.6318377385187725,1.0089630922998736,-0.13685127080307327,0.5573822793010396,-0.4823203866845255,0.2086178450783789,0.4013761807187115,0.15643139777711046,0.3044189958689755,0.49833336556844754,0.37,0.3368151487751767,0.16123980796670606,0.5787601920332939,0.45499999999999996,0.3475709360052356,0.23957330197437868,0.6704266980256213,0.23466399333901172,0.19498891088391712,0.113808614272732,0.3555193724052914
average_voltage,P2,leave_working_ion_out,ExtraTrees,3,543,2807.0,3052,149,394.0,2658,93.0,2.7737741470336914,1.1449978351593018,0.7357326028985534,0.10732409356896624,0.6142839580459059,0.8571812477512009,0.5480889881495749,0.1037178528610272,0.43072118882217014,0.6654567874769796,0.6075706470093682,0.13671821339179935,0.45285942429180337,0.7622818697269331,0.7698450925867583,0.1267697511410528,0.6263916146918365,0.9132985704816801,0.5,0.36055512754639896,0.09199346410463793,0.9080065358953621,0.43333333333333335,0.3403429642777023,0.04819901332998122,0.8184676533366855,0.6455931495405179,0.09177648199322115,0.5417382834357543,0.7494480156452816
average_voltage,P2,random_split,ExtraTrees,5,2560,2560.0,2560,641,641.0,641,93.0,5.419427394866943,1.0819928646087646,0.5862063072402938,0.023792086633715622,0.5653516238087893,0.6070609906717982,0.4060800250191684,0.02140952435656561,0.3873137495028989,0.4248463005354379,0.7117414512208982,0.019189480856615416,0.6949211296307557,0.7285617728110408,0.832383861008646,0.006708297368128429,0.8265037791087062,0.8382639429085861,0.44000000000000006,0.18165902124584946,0.28076884726913526,0.5992311527308649,0.5700000000000001,0.08366600265340753,0.49666351521923086,0.6433364847807693,0.6553846153846153,0.04011816864740092,0.6202194901110868,0.6905497406581439
average_voltage,P3,framework_groupkfold,ExtraTrees,5,2560,2561.0,2561,640,640.0,641,108.0,6.409733295440674,1.2981140613555908,0.48430649032512074,0.03475364109656256,0.4538435807737634,0.5147693998764781,0.35374047116566887,0.02626536267377009,0.3307178656999125,0.3767630766314252,0.8097510143802384,0.03475038728447794,0.779290956920924,0.8402110718395529,0.8976333535999071,0.0164027193998196,0.8832557361271173,0.9120109710726966,0.44000000000000006,0.054772255750516585,0.39199000104144976,0.48800999895855035,0.5599999999999999,0.09617692030835673,0.47569721238298224,0.6443027876170176,0.6885576923076923,0.06477207956403976,0.6317824613115989,0.7453329233037856
average_voltage,P3,leave_chemical_system_out,ExtraTrees,75,3048,3184.0,3194,7,17.0,153,108.0,113.77686810493469,1.5039427280426023,0.4911715363211355,0.23295451790901459,0.4384489657006416,0.5438941069416295,0.3967060703857475,0.20509010142549283,0.3502898108814223,0.44312232989007283,0.14574241613832042,1.0049248022248631,-0.08169347705298316,0.37317830932962404,0.694300941413665,0.23019373494575,0.642203194797681,0.7463986880296491,0.8,0.20134681656420722,0.7544309256124229,0.8455690743875772,0.9026666666666667,0.156803658718116,0.8671786579149043,0.9381546754184291,0.5278191438191439,0.3613712610737401,0.44603312823468305,0.6096051594036047
average_voltage,P3,leave_family_out,ExtraTrees,10,2027,3082.5,3191,10,118.5,1174,108.0,13.989949703216553,1.403232216835022,0.8101981393461118,0.2933114132428477,0.6284018419503383,0.9919944367418854,0.6528795511594121,0.25399320663751335,0.49545293069528173,0.8103061716235427,0.1458613598947077,0.6903489587502987,-0.28202135774070036,0.5737440775301157,0.6754078966854016,0.19917556935937206,0.5519575998118554,0.7988581935589477,0.48,0.3190262963734773,0.2822654529144917,0.6777345470855083,0.51,0.30532314393478627,0.3207587547893196,0.6992412452106804,0.36600467034807493,0.22820802516758137,0.2245598709357921,0.5074494697603578
average_voltage,P3,leave_working_ion_out,ExtraTrees,3,543,2807.0,3052,149,394.0,2658,108.0,3.3369860649108887,1.2904331684112549,0.5992234029202713,0.08325128070516548,0.5050157102422749,0.6934310955982678,0.46990269338035345,0.06859154000423749,0.39228405897262153,0.5475213277880854,0.7315432023955851,0.12161580726612174,0.5939219610324794,0.8691644437586908,0.8692493356543695,0.09542695340834038,0.7612635722673972,0.9772350990413418,0.43333333333333335,0.40414518843273806,-0.02400000000000002,0.8906666666666667,0.4666666666666666,0.36170890690351176,0.05735450651937213,0.8759788268139611,0.6575814536340853,0.10169369818208097,0.5425042009542718,0.7726587063138988
average_voltage,P3,random_split,ExtraTrees,5,2560,2560.0,2560,641,641.0,641,108.0,6.21055269241333,1.2376689910888672,0.43039553701455313,0.02652083299156215,0.40714900194204473,0.45364207208706153,0.3012832750898379,0.015297650279652599,0.28787429340867976,0.3146922567709961,0.8447222854261985,0.01280975736382124,0.8334940380358119,0.8559505328165856,0.9172879700234742,0.008540709183792216,0.9098017083495559,0.9247742316973925,0.5199999999999999,0.20493901531919195,0.340363032757731,0.6996369672422689,0.64,0.09617692030835673,0.5556972123829822,0.7243027876170176,0.7630769230769231,0.03861507814772655,0.7292293147165679,0.796924531437278
