target,protocol,model_name,split_name,random_rmse_mean,split_rmse_mean,rmse_delta_vs_random,rmse_ratio_vs_random,random_mae_mean,split_mae_mean,mae_delta_vs_random,random_r2_mean,split_r2_mean,r2_delta_vs_random,n_folds_split
average_voltage,P3,ExtraTrees,framework_groupkfold,0.43039553701455313,0.48430649032512074,0.05391095331056761,1.125259090009441,0.3012832750898379,0.35374047116566887,0.05245719607583099,0.8447222854261985,0.8097510143802384,-0.034971271045960095,5
average_voltage,P3,ExtraTrees,leave_chemical_system_out,0.43039553701455313,0.4911715363211355,0.060775999306582396,1.1412096410853985,0.3012832750898379,0.3967060703857475,0.09542279529590963,0.8447222854261985,0.14574241613832042,-0.6989798692878781,75
average_voltage,P3,ExtraTrees,leave_family_out,0.43039553701455313,0.8101981393461118,0.3798026023315587,1.882450141016951,0.3012832750898379,0.6528795511594121,0.3515962760695742,0.8447222854261985,0.1458613598947077,-0.6988609255314908,10
average_voltage,P3,ExtraTrees,leave_working_ion_out,0.43039553701455313,0.5992234029202713,0.1688278659057182,1.3922621202738206,0.3012832750898379,0.46990269338035345,0.16861941829051558,0.8447222854261985,0.7315432023955851,-0.11317908303061341,3
average_voltage,P3,ExtraTrees,random_split,0.43039553701455313,0.43039553701455313,0.0,1.0,0.3012832750898379,0.3012832750898379,0.0,0.8447222854261985,0.8447222854261985,0.0,5
average_voltage,P3,Ridge,framework_groupkfold,0.6051106217341845,0.642949580635585,0.03783895890140054,1.06253229995031,0.4524767199772091,0.47168583376348716,0.019209113786278043,0.6925726300673867,0.6659918055106103,-0.02658082455677635,5
average_voltage,P3,Ridge,leave_chemical_system_out,0.6051106217341845,0.5431046849745157,-0.06200593675966881,0.897529584620468,0.4524767199772091,0.44400879066687354,-0.008467929310335576,0.6925726300673867,0.0027191128080542746,-0.6898535172593324,75
average_voltage,P3,Ridge,leave_family_out,0.6051106217341845,1.2659812478504944,0.6608706261163099,2.092148447538936,0.4524767199772091,0.9887763894478923,0.5362996694706832,0.6925726300673867,-2.3209853815297685,-3.013558011597155,10
average_voltage,P3,Ridge,leave_working_ion_out,0.6051106217341845,0.98954617969844,0.38443555796425555,1.6353145097048585,0.4524767199772091,0.7690562225034037,0.31657950252619455,0.6925726300673867,0.31393980243312164,-0.37863282763426503,3
average_voltage,P3,Ridge,random_split,0.6051106217341845,0.6051106217341845,0.0,1.0,0.4524767199772091,0.4524767199772091,0.0,0.6925726300673867,0.6925726300673867,0.0,5
average_voltage,P4,DummyMean,framework_groupkfold,1.0937852257806249,1.1198603299523873,0.026075104171762398,1.0238393274631707,0.860239931890559,0.8831516489783056,0.02291171708774653,-0.0026387503296747216,-0.005914158557477985,-0.0032754082278032633,5
average_voltage,P4,DummyMean,leave_chemical_system_out,1.0937852257806249,0.8935786767389893,-0.2002065490416356,0.8169599073723546,0.860239931890559,0.7628346977185362,-0.09740523417202285,-0.0026387503296747216,-2.7500647112963374,-2.747425960966663,75
average_voltage,P4,DummyMean,leave_family_out,1.0937852257806249,1.3731283150874478,0.27934308930682294,1.2553911707003158,0.860239931890559,1.1739831786311046,0.31374324674054554,-0.0026387503296747216,-2.183877931244174,-2.1812391809144995,10
average_voltage,P4,DummyMean,leave_working_ion_out,1.0937852257806249,1.2259619234832415,0.13217669770261664,1.1208433745375226,0.860239931890559,1.0022884933121337,0.14204856142157463,-0.0026387503296747216,-0.0596458236724303,-0.05700707334275558,3
average_voltage,P4,DummyMean,random_split,1.0937852257806249,1.0937852257806249,0.0,1.0,0.860239931890559,0.860239931890559,0.0,-0.0026387503296747216,-0.0026387503296747216,0.0,5
average_voltage,P4,ExtraTrees,framework_groupkfold,0.010431934724703,0.00898248227463226,-0.0014494524500707397,0.8610562193570468,0.0034489222757517002,0.0035361904809564,8.726820520469974e-05,0.9999047255787824,0.9999261681707221,2.1442591939702105e-05,5
average_voltage,P4,ExtraTrees,leave_chemical_system_out,0.010431934724703,0.004038689201358036,-0.006393245523344963,0.38714670940131085,0.0034489222757517002,0.0024421634750937185,-0.0010067588006579817,0.9999047255787824,0.9999056964695393,9.7089075690171e-07,75
average_voltage,P4,ExtraTrees,leave_family_out,0.010431934724703,0.02204557408167317,0.01161363935697017,2.1132776099019175,0.0034489222757517002,0.01294138317654027,0.00949246090078857,0.9999047255787824,0.9988498534331247,-0.0010548721456576926,10
average_voltage,P4,ExtraTrees,leave_working_ion_out,0.010431934724703,0.019796189708488468,0.009364254983785469,1.8976527586594991,0.0034489222757517002,0.009327918551820167,0.005878996276068467,0.9999047255787824,0.9994979490054493,-0.0004067765733331008,3
average_voltage,P4,ExtraTrees,random_split,0.010431934724703,0.010431934724703,0.0,1.0,0.0034489222757517002,0.0034489222757517002,0.0,0.9999047255787824,0.9999047255787824,0.0,5
