target,protocol,split_name,model_name,n_folds,n_train_median,n_test_median,median_n_features,rmse_mean,mae_mean,r2_mean,spearman_mean,top10_hit_rate_mean,top20_hit_rate_mean,top10pct_hit_rate_mean,total_fit_seconds
average_voltage,P4,random_split,Ridge,5,2560.0,641.0,267.0,0.00169281330205526,0.0010726576163726201,0.9999975833050753,0.9999961818566202,1.0,1.0,0.9969230769230769,0.7179307937622069
capacity_grav,P0,framework_groupkfold,DummyMean,5,2561.0,640.0,266.0,75.9077208543779,57.48965956896787,-0.005310552713303178,,0.02,0.01,0.04673076923076922,0.1406710147857662
capacity_grav,P0,framework_groupkfold,ExtraTrees,5,2561.0,640.0,266.0,12.462078936779374,3.3063725127010217,0.9692852415207117,0.9977957328844085,0.8,0.89,0.9532692307692308,11.72505235671997
capacity_grav,P0,framework_groupkfold,Ridge,5,2561.0,640.0,266.0,10.295396063745084,4.156811408173177,0.980917333360076,0.9948653422858029,0.9,0.9,0.9439903846153846,0.6716041564941404
capacity_grav,P0,leave_chemical_system_out,DummyMean,75,3184.0,17.0,266.0,70.84896241964705,58.35260247343301,-6.69185693351281e+27,,0.6306666666666666,0.8246666666666667,0.19906613756613756,1.5738708972930866
capacity_grav,P0,leave_chemical_system_out,ExtraTrees,75,3184.0,17.0,266.0,4.221621912307252,2.6468864396945038,-6.041526358055336e+24,0.9790820062446176,0.9533333333333334,0.9846666666666666,0.9095524290524291,212.4051113128662
capacity_grav,P0,leave_chemical_system_out,Ridge,75,3184.0,17.0,266.0,4.659223701287232,3.6232365759920055,-1.2655738017242107e+24,0.9674064979393662,0.948,0.984,0.8541635401635401,11.557407617568966
capacity_grav,P0,leave_family_out,DummyMean,10,3082.5,118.5,266.0,95.55978648444994,71.24817498319496,-0.2079545047440737,,0.19,0.29500000000000004,0.039316897791474036,0.2060773372650141
capacity_grav,P0,leave_family_out,ExtraTrees,10,3082.5,118.5,266.0,29.685815721898035,16.76448843592771,0.9121110190185286,0.99142519337839,0.86,0.9199999999999999,0.9275927418197132,25.71182918548584
capacity_grav,P0,leave_family_out,Ridge,10,3082.5,118.5,266.0,38.369585205081265,23.689727857277365,0.7997467008545216,0.9363203147867916,0.86,0.9,0.8088833338118526,1.4626951217651363
capacity_grav,P0,leave_working_ion_out,DummyMean,3,2807.0,394.0,266.0,72.4924164617663,58.273335006766764,-0.1651678607222322,,0.0,0.0,0.0137844611528822,0.0626850128173827
capacity_grav,P0,leave_working_ion_out,ExtraTrees,3,2807.0,394.0,266.0,13.871759674224679,6.583696956605693,0.9469318111706274,0.9953646648024357,0.7666666666666666,0.75,0.9008563074352548,5.833955764770508
capacity_grav,P0,leave_working_ion_out,Ridge,3,2807.0,394.0,266.0,32.614828327311436,26.62488538470436,0.7342747146803456,0.9784527853315538,0.8333333333333334,0.8333333333333334,0.8834795321637426,0.3842976093292235
capacity_grav,P0,random_split,DummyMean,5,2560.0,641.0,266.0,76.31943811355585,56.83498939697961,-0.00113899109140654,,0.0,0.01,0.08923076923076918,0.0988986492156979
capacity_grav,P0,random_split,ExtraTrees,5,2560.0,641.0,266.0,13.719667384760196,2.8380403759716506,0.9622580590635564,0.9975190727561026,0.86,0.9,0.9600000000000002,11.798870086669922
capacity_grav,P0,random_split,Ridge,5,2560.0,641.0,266.0,13.024409895582242,4.131051541224825,0.9693675718452927,0.9957042943042694,0.9400000000000001,0.9,0.9199999999999999,0.6633253097534177
capacity_grav,P1,framework_groupkfold,DummyMean,5,2561.0,640.0,73.0,75.9077208543779,57.48965956896787,-0.005310552713303178,,0.02,0.01,0.04673076923076922,0.1092998981475828
capacity_grav,P1,framework_groupkfold,ExtraTrees,5,2561.0,640.0,73.0,60.626293569992484,40.5884200753548,0.3564791605948733,0.658546405110587,0.12,0.19,0.34884615384615386,3.471201181411743
capacity_grav,P1,framework_groupkfold,Ridge,5,2561.0,640.0,73.0,67.04782077190484,48.90085861599659,0.2146628896102823,0.5097028652082845,0.16,0.24000000000000005,0.3114903846153846,0.246918201446533
capacity_grav,P1,leave_chemical_system_out,DummyMean,75,3184.0,17.0,73.0,70.84896241964705,58.35260247343301,-6.69185693351281e+27,,0.6306666666666666,0.8246666666666667,0.19906613756613756,1.4220588207244833
capacity_grav,P1,leave_chemical_system_out,ExtraTrees,75,3184.0,17.0,73.0,57.13768736914426,45.769794979728566,-9.658665577590442e+27,0.37145746894461507,0.6839999999999999,0.8506666666666667,0.28216185666185667,58.63380241394043
capacity_grav,P1,leave_chemical_system_out,Ridge,75,3184.0,17.0,73.0,62.5707092972182,51.08170892168394,-6.970318035081898e+26,0.28948609107434187,0.6586666666666666,0.8466666666666667,0.2583893698893699,4.383445262908933
capacity_grav,P1,leave_family_out,DummyMean,10,3082.5,118.5,73.0,95.55978648444994,71.24817498319496,-0.2079545047440737,,0.19,0.29500000000000004,0.039316897791474036,0.205269575119018
capacity_grav,P1,leave_family_out,ExtraTrees,10,3082.5,118.5,73.0,78.9978138911508,55.788523421263946,0.18144308112382815,0.5314146818146265,0.35,0.43499999999999994,0.2373818041452529,7.45054292678833
