protocol,split_name,fold_id,heldout_group,model_variant,n_test,energy_consistency_mae,energy_consistency_rmse,stability_consistency_mae,stability_consistency_rmse,any_negative_prediction_rate,mean_negative_outputs_per_record
P1,leave_chemical_system_out,12,Fe-O,softconstrained_direct,40,58.75993728637695,74.30891418457031,0.0116710010915994,0.0132580939680337,0.225,0.25
P1,leave_chemical_system_out,12,Fe-O,softconstrained_hardderived,40,0.0,0.0,0.0,0.0,0.225,0.275
P1,leave_chemical_system_out,13,B-Mn-O,unconstrained_direct,39,29.91707420349121,29.96152877807617,0.0352637469768524,0.0355327278375625,0.0,0.0
P1,leave_chemical_system_out,13,B-Mn-O,unconstrained_hardderived,39,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,13,B-Mn-O,softconstrained_direct,39,10.25884246826172,10.282753944396973,0.0163565389811992,0.0164017472416162,0.0,0.0
P1,leave_chemical_system_out,13,B-Mn-O,softconstrained_hardderived,39,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,14,Cu-O-P,unconstrained_direct,39,49.31256103515625,56.994571685791016,0.0144955161958932,0.0180048700422048,0.0,0.0
P1,leave_chemical_system_out,14,Cu-O-P,unconstrained_hardderived,39,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,14,Cu-O-P,softconstrained_direct,39,52.50033950805664,59.79115295410156,0.012918122112751,0.0136577831581234,0.0,0.0
P1,leave_chemical_system_out,14,Cu-O-P,softconstrained_hardderived,39,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,15,O-Ti,unconstrained_direct,34,108.46829223632812,127.2876968383789,0.0159471277147531,0.0183340702205896,0.0,0.0
P1,leave_chemical_system_out,15,O-Ti,unconstrained_hardderived,34,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,15,O-Ti,softconstrained_direct,34,45.69673538208008,53.00223922729492,0.0124982902780175,0.0141466669738292,0.0,0.0
P1,leave_chemical_system_out,15,O-Ti,softconstrained_hardderived,34,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,16,Ni-O,unconstrained_direct,34,42.637916564941406,58.17242813110352,0.0121314069256186,0.0126641159877181,0.4411764705882353,0.5
P1,leave_chemical_system_out,16,Ni-O,unconstrained_hardderived,34,0.0,0.0,0.0,0.0,0.4411764705882353,0.5
P1,leave_chemical_system_out,16,Ni-O,softconstrained_direct,34,32.1678581237793,41.15999984741211,0.0141926351934671,0.0151443528011441,0.0294117647058823,0.0294117647058823
P1,leave_chemical_system_out,16,Ni-O,softconstrained_hardderived,34,0.0,0.0,0.0,0.0,0.0294117647058823,0.0294117647058823
P1,leave_chemical_system_out,17,F-Fe-O,unconstrained_direct,31,154.95199584960938,168.23255920410156,0.046141043305397,0.0467829331755638,0.0,0.0
P1,leave_chemical_system_out,17,F-Fe-O,unconstrained_hardderived,31,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,17,F-Fe-O,softconstrained_direct,31,33.817115783691406,44.5900993347168,0.0202719513326883,0.021497493609786,0.0,0.0
P1,leave_chemical_system_out,17,F-Fe-O,softconstrained_hardderived,31,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,18,Co-O,unconstrained_direct,31,60.114742279052734,79.04115295410156,0.0152087807655334,0.0237823966890573,0.032258064516129,0.032258064516129
P1,leave_chemical_system_out,18,Co-O,unconstrained_hardderived,31,0.0,0.0,0.0,0.0,0.032258064516129,0.032258064516129
P1,leave_chemical_system_out,18,Co-O,softconstrained_direct,31,29.90765190124512,36.26093292236328,0.0169910062104463,0.0191779974848032,0.0,0.0
P1,leave_chemical_system_out,18,Co-O,softconstrained_hardderived,31,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,19,Cr-O,unconstrained_direct,29,50.94998550415039,70.96916961669922,0.0536441802978515,0.066382996737957,0.4827586206896552,0.5862068965517241
P1,leave_chemical_system_out,19,Cr-O,unconstrained_hardderived,29,0.0,0.0,0.0,0.0,0.4827586206896552,0.4827586206896552
P1,leave_chemical_system_out,19,Cr-O,softconstrained_direct,29,45.62260055541992,53.11090850830078,0.0148346088826656,0.0169115085154771,0.1724137931034483,0.1724137931034483
P1,leave_chemical_system_out,19,Cr-O,softconstrained_hardderived,29,0.0,0.0,0.0,0.0,0.1724137931034483,0.1724137931034483
P1,leave_chemical_system_out,20,Fe-O-Si,unconstrained_direct,28,69.5389633178711,72.1710205078125,0.0110908271744847,0.0119982073083519,0.0,0.0
P1,leave_chemical_system_out,20,Fe-O-Si,unconstrained_hardderived,28,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,20,Fe-O-Si,softconstrained_direct,28,13.135522842407228,14.784887313842772,0.0130686331540346,0.0136150624603033,0.0,0.0
P1,leave_chemical_system_out,20,Fe-O-Si,softconstrained_hardderived,28,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,21,F-Mn-O,unconstrained_direct,28,37.761863708496094,43.45885848999024,0.0563580207526683,0.0721991807222366,0.6428571428571429,1.0357142857142858
P1,leave_chemical_system_out,21,F-Mn-O,unconstrained_hardderived,28,0.0,0.0,0.0,0.0,0.6428571428571429,0.8928571428571429
P1,leave_chemical_system_out,21,F-Mn-O,softconstrained_direct,28,31.556459426879883,38.16173553466797,0.0163715798407793,0.01673393137753,0.0,0.0
P1,leave_chemical_system_out,21,F-Mn-O,softconstrained_hardderived,28,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,22,O-P-Sb,unconstrained_direct,28,16.692533493041992,20.273197174072266,0.0268838964402675,0.0276710614562034,0.0,0.0
P1,leave_chemical_system_out,22,O-P-Sb,unconstrained_hardderived,28,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,22,O-P-Sb,softconstrained_direct,28,9.656034469604492,11.02983570098877,0.0181521214544773,0.0183056928217411,0.0,0.0
P1,leave_chemical_system_out,22,O-P-Sb,softconstrained_hardderived,28,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,23,O-P-Sn,unconstrained_direct,28,22.61248588562012,27.488189697265625,0.0064198202453553,0.0088301794603466,0.0,0.0
P1,leave_chemical_system_out,23,O-P-Sn,unconstrained_hardderived,28,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,23,O-P-Sn,softconstrained_direct,28,7.743093967437744,9.426546096801758,0.0120624238625168,0.0128587400540709,0.0357142857142857,0.0357142857142857
P1,leave_chemical_system_out,23,O-P-Sn,softconstrained_hardderived,28,0.0,0.0,0.0,0.0,0.0357142857142857,0.0357142857142857
P1,leave_chemical_system_out,24,Co-Mn-O,unconstrained_direct,27,114.22406768798828,117.6653823852539,0.0082894768565893,0.0110086314380168,0.0,0.0
P1,leave_chemical_system_out,24,Co-Mn-O,unconstrained_hardderived,27,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,24,Co-Mn-O,softconstrained_direct,27,25.803178787231445,30.41161155700684,0.0097975051030516,0.0109741566702723,0.0,0.0
P1,leave_chemical_system_out,24,Co-Mn-O,softconstrained_hardderived,27,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,25,Bi-O-P,unconstrained_direct,26,8.280138969421387,13.68811321258545,0.002941315062344,0.0038081940729171,0.0769230769230769,0.0769230769230769
P1,leave_chemical_system_out,25,Bi-O-P,unconstrained_hardderived,26,0.0,0.0,0.0,0.0,0.0769230769230769,0.0769230769230769
P1,leave_chemical_system_out,25,Bi-O-P,softconstrained_direct,26,4.691127300262451,5.619480609893799,0.0118371797725558,0.0120009910315275,0.0,0.0
P1,leave_chemical_system_out,25,Bi-O-P,softconstrained_hardderived,26,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,26,O-P-W,unconstrained_direct,25,41.599700927734375,42.18809509277344,0.0164918974041938,0.0189291946589946,0.0,0.0
P1,leave_chemical_system_out,26,O-P-W,unconstrained_hardderived,25,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,26,O-P-W,softconstrained_direct,25,12.718942642211914,14.727916717529297,0.0077556609176099,0.0083389729261398,0.12,0.44
P1,leave_chemical_system_out,26,O-P-W,softconstrained_hardderived,25,0.0,0.0,0.0,0.0,0.12,0.4
P1,leave_chemical_system_out,27,Cr-Mn-O,unconstrained_direct,24,20.402488708496094,26.002065658569336,0.0110922819003462,0.013889486901462,0.0,0.0
P1,leave_chemical_system_out,27,Cr-Mn-O,unconstrained_hardderived,24,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,27,Cr-Mn-O,softconstrained_direct,24,20.926483154296875,23.64962387084961,0.0080957598984241,0.0085002686828374,0.0,0.0
P1,leave_chemical_system_out,27,Cr-Mn-O,softconstrained_hardderived,24,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,28,Co-Fe-O,unconstrained_direct,21,30.70056533813477,42.04054641723633,0.0041848798282444,0.005082257091999,0.0,0.0
P1,leave_chemical_system_out,28,Co-Fe-O,unconstrained_hardderived,21,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,28,Co-Fe-O,softconstrained_direct,21,13.334100723266602,16.300413131713867,0.0097490549087524,0.0116581935435533,0.0476190476190476,0.0476190476190476
P1,leave_chemical_system_out,28,Co-Fe-O,softconstrained_hardderived,21,0.0,0.0,0.0,0.0,0.0476190476190476,0.0476190476190476
P1,leave_chemical_system_out,29,O-P-Ti,unconstrained_direct,20,70.30067443847656,86.1189956665039,0.0082387812435626,0.011142598465085,0.35,0.4
P1,leave_chemical_system_out,29,O-P-Ti,unconstrained_hardderived,20,0.0,0.0,0.0,0.0,0.35,0.35
P1,leave_chemical_system_out,29,O-P-Ti,softconstrained_direct,20,31.897113800048828,34.626930236816406,0.0051521556451916,0.0065601426176726,0.65,0.85
P1,leave_chemical_system_out,29,O-P-Ti,softconstrained_hardderived,20,0.0,0.0,0.0,0.0,0.65,0.85
P1,leave_chemical_system_out,30,Cr-O-V,unconstrained_direct,19,16.225366592407227,18.63973999023437,0.0132385212928056,0.0134319989010691,0.0,0.0
P1,leave_chemical_system_out,30,Cr-O-V,unconstrained_hardderived,19,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,30,Cr-O-V,softconstrained_direct,19,23.438819885253903,25.177637100219727,0.0109340958297252,0.0126704825088381,0.0,0.0
P1,leave_chemical_system_out,30,Cr-O-V,softconstrained_hardderived,19,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,31,Cu-O,unconstrained_direct,19,36.39815139770508,44.296146392822266,0.0259092301130294,0.027500320225954,0.3684210526315789,0.9473684210526316
P1,leave_chemical_system_out,31,Cu-O,unconstrained_hardderived,19,0.0,0.0,0.0,0.0,0.3684210526315789,0.9473684210526316
P1,leave_chemical_system_out,31,Cu-O,softconstrained_direct,19,36.823612213134766,40.9290771484375,0.0075352834537625,0.0079713873565196,0.0,0.0
P1,leave_chemical_system_out,31,Cu-O,softconstrained_hardderived,19,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,32,O-Ti-V,unconstrained_direct,19,35.186317443847656,40.119327545166016,0.0101993139833211,0.0123571651056408,0.0526315789473684,0.0526315789473684
P1,leave_chemical_system_out,32,O-Ti-V,unconstrained_hardderived,19,0.0,0.0,0.0,0.0,0.0526315789473684,0.0526315789473684
P1,leave_chemical_system_out,32,O-Ti-V,softconstrained_direct,19,25.85609436035156,28.01686668395996,0.009918313473463,0.0114353513345122,0.0,0.0
P1,leave_chemical_system_out,32,O-Ti-V,softconstrained_hardderived,19,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,33,Co-Ni-O,unconstrained_direct,19,30.09928131103516,35.848995208740234,0.0104723302647471,0.0116986231878399,0.0,0.0
P1,leave_chemical_system_out,33,Co-Ni-O,unconstrained_hardderived,19,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,33,Co-Ni-O,softconstrained_direct,19,9.90065860748291,13.465682983398438,0.0045465314760804,0.0050890687853097,0.0,0.0
P1,leave_chemical_system_out,33,Co-Ni-O,softconstrained_hardderived,19,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,34,Fe-Mn-O,unconstrained_direct,19,43.9895133972168,58.24141693115234,0.0078409016132354,0.0095360428094863,0.0,0.0
P1,leave_chemical_system_out,34,Fe-Mn-O,unconstrained_hardderived,19,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,34,Fe-Mn-O,softconstrained_direct,19,26.8187313079834,28.05205726623535,0.0104399509727954,0.0111410180106759,0.0,0.0
P1,leave_chemical_system_out,34,Fe-Mn-O,softconstrained_hardderived,19,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,35,Mn-O-V,unconstrained_direct,18,28.50939178466797,37.57586669921875,0.0241365171968936,0.0257756318897008,0.0,0.0
P1,leave_chemical_system_out,35,Mn-O-V,unconstrained_hardderived,18,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,35,Mn-O-V,softconstrained_direct,18,22.429378509521484,28.907581329345703,0.0057416041381657,0.0070524848997592,0.0,0.0
P1,leave_chemical_system_out,35,Mn-O-V,softconstrained_hardderived,18,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,36,Mn-O-Si,unconstrained_direct,17,34.90559005737305,36.09235382080078,0.0138665260747075,0.0148936826735734,0.0,0.0
P1,leave_chemical_system_out,36,Mn-O-Si,unconstrained_hardderived,17,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,36,Mn-O-Si,softconstrained_direct,17,28.494050979614254,30.51770782470703,0.0017471102764829,0.002815565560013,0.0,0.0
P1,leave_chemical_system_out,36,Mn-O-Si,softconstrained_hardderived,17,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,37,Mn-O-Ti,unconstrained_direct,17,48.368011474609375,53.81634140014648,0.0069080502726137,0.007438859436661,0.0,0.0
P1,leave_chemical_system_out,37,Mn-O-Ti,unconstrained_hardderived,17,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,37,Mn-O-Ti,softconstrained_direct,17,15.838619232177734,18.600147247314453,0.0132096074521541,0.0137107754126191,0.0,0.0
P1,leave_chemical_system_out,37,Mn-O-Ti,softconstrained_hardderived,17,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,38,Co-O-Si,unconstrained_direct,17,21.42159652709961,22.432918548583984,0.0075106061995029,0.0122897047549486,0.0588235294117647,0.0588235294117647
P1,leave_chemical_system_out,38,Co-O-Si,unconstrained_hardderived,17,0.0,0.0,0.0,0.0,0.0588235294117647,0.0588235294117647
P1,leave_chemical_system_out,38,Co-O-Si,softconstrained_direct,17,23.52403259277344,26.0534725189209,0.0211257264018058,0.0216476209461689,0.0588235294117647,0.0588235294117647
P1,leave_chemical_system_out,38,Co-O-Si,softconstrained_hardderived,17,0.0,0.0,0.0,0.0,0.0588235294117647,0.0588235294117647
P1,leave_chemical_system_out,39,Cr-Fe-O,unconstrained_direct,17,35.8117561340332,39.06008529663086,0.0105751166120171,0.0132160875946283,0.0,0.0
P1,leave_chemical_system_out,39,Cr-Fe-O,unconstrained_hardderived,17,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,39,Cr-Fe-O,softconstrained_direct,17,11.30827522277832,14.239209175109863,0.0208600126206874,0.0221813693642616,0.0,0.0
P1,leave_chemical_system_out,39,Cr-Fe-O,softconstrained_hardderived,17,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,40,Fe-Mn-O-P,unconstrained_direct,17,42.76249313354492,43.26288986206055,0.0066652367822825,0.0089276023209095,0.0,0.0
P1,leave_chemical_system_out,40,Fe-Mn-O-P,unconstrained_hardderived,17,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,40,Fe-Mn-O-P,softconstrained_direct,17,23.230676651000977,27.97993850708008,0.0172603279352188,0.0177883449941873,0.0,0.0
P1,leave_chemical_system_out,40,Fe-Mn-O-P,softconstrained_hardderived,17,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,41,Mn-Ni-O,unconstrained_direct,16,44.32841491699219,51.42803955078125,0.012533139437437,0.0147398868575692,0.1875,0.1875
P1,leave_chemical_system_out,41,Mn-Ni-O,unconstrained_hardderived,16,0.0,0.0,0.0,0.0,0.1875,0.1875
P1,leave_chemical_system_out,41,Mn-Ni-O,softconstrained_direct,16,33.36827087402344,34.40040969848633,0.0088664647191762,0.0103171216323971,0.0,0.0
P1,leave_chemical_system_out,41,Mn-Ni-O,softconstrained_hardderived,16,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,42,O-Si-V,unconstrained_direct,16,8.722623825073242,10.418390274047852,0.0101863630115985,0.0117086889222264,0.0,0.0
P1,leave_chemical_system_out,42,O-Si-V,unconstrained_hardderived,16,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,42,O-Si-V,softconstrained_direct,16,18.042282104492188,20.452173233032227,0.0082823410630226,0.0087710944935679,0.125,0.125
P1,leave_chemical_system_out,42,O-Si-V,softconstrained_hardderived,16,0.0,0.0,0.0,0.0,0.125,0.125
P1,leave_chemical_system_out,43,C-Fe-O-P,unconstrained_direct,15,47.06902694702149,50.852333068847656,0.0180122759193182,0.0215923953801393,0.0,0.0
P1,leave_chemical_system_out,43,C-Fe-O-P,unconstrained_hardderived,15,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,43,C-Fe-O-P,softconstrained_direct,15,17.963092803955078,18.550216674804688,0.0170366894453763,0.0171469934284687,0.0,0.0
P1,leave_chemical_system_out,43,C-Fe-O-P,softconstrained_hardderived,15,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,44,Fe-O-V,unconstrained_direct,15,27.221548080444336,40.14001083374024,0.0170849319547414,0.0195108819752931,0.0666666666666666,0.0666666666666666
P1,leave_chemical_system_out,44,Fe-O-V,unconstrained_hardderived,15,0.0,0.0,0.0,0.0,0.0666666666666666,0.0666666666666666
P1,leave_chemical_system_out,44,Fe-O-V,softconstrained_direct,15,19.726755142211918,26.32988739013672,0.007083645556122,0.0077382549643516,0.0,0.0
P1,leave_chemical_system_out,44,Fe-O-V,softconstrained_hardderived,15,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,45,Co-Cr-O,unconstrained_direct,15,71.82447814941406,72.83023071289062,0.0248492080718278,0.0260653402656316,0.0,0.0
P1,leave_chemical_system_out,45,Co-Cr-O,unconstrained_hardderived,15,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,45,Co-Cr-O,softconstrained_direct,15,5.9056925773620605,6.684149265289307,0.0149075407534837,0.0151441060006618,0.0,0.0
P1,leave_chemical_system_out,45,Co-Cr-O,softconstrained_hardderived,15,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,46,Co-Fe-Mn-O-P,unconstrained_direct,15,23.93585205078125,23.935850143432617,0.0100576281547546,0.010057627223432,0.0,0.0
P1,leave_chemical_system_out,46,Co-Fe-Mn-O-P,unconstrained_hardderived,15,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,46,Co-Fe-Mn-O-P,softconstrained_direct,15,9.16107177734375,9.161072731018066,0.0100819468498229,0.0100819477811455,0.0,0.0
P1,leave_chemical_system_out,46,Co-Fe-Mn-O-P,softconstrained_hardderived,15,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,47,C-Mn-O-P,unconstrained_direct,14,32.93163299560547,33.18230056762695,0.0063575147651135,0.0081315077841281,0.0,0.0
P1,leave_chemical_system_out,47,C-Mn-O-P,unconstrained_hardderived,14,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,47,C-Mn-O-P,softconstrained_direct,14,25.21889877319336,26.91254425048828,0.0153440330177545,0.0158280823379755,0.0,0.0
P1,leave_chemical_system_out,47,C-Mn-O-P,softconstrained_hardderived,14,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,48,Mn-O-P-V,unconstrained_direct,13,15.24301815032959,17.555017471313477,0.008297823369503,0.0090395184233784,0.0,0.0
P1,leave_chemical_system_out,48,Mn-O-P-V,unconstrained_hardderived,13,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,48,Mn-O-P-V,softconstrained_direct,13,14.29400634765625,20.145410537719727,0.0150570021942257,0.0151294292882084,0.0,0.0
P1,leave_chemical_system_out,48,Mn-O-P-V,softconstrained_hardderived,13,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,49,Co-O-V,unconstrained_direct,13,73.29533386230469,96.8330535888672,0.0050073098391294,0.005328572820872,0.1538461538461538,0.1538461538461538
P1,leave_chemical_system_out,49,Co-O-V,unconstrained_hardderived,13,0.0,0.0,0.0,0.0,0.1538461538461538,0.1538461538461538
P1,leave_chemical_system_out,49,Co-O-V,softconstrained_direct,13,32.08228302001953,35.1699104309082,0.0030461330898106,0.0038491531740874,0.0,0.0
P1,leave_chemical_system_out,49,Co-O-V,softconstrained_hardderived,13,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,50,C-Fe-O,unconstrained_direct,12,86.19000244140625,89.73294830322266,0.0504622161388397,0.0508167371153831,0.0,0.0
P1,leave_chemical_system_out,50,C-Fe-O,unconstrained_hardderived,12,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,50,C-Fe-O,softconstrained_direct,12,9.587077140808104,12.985828399658203,0.0142135620117187,0.0146507546305656,0.0,0.0
P1,leave_chemical_system_out,50,C-Fe-O,softconstrained_hardderived,12,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,51,C-O-V,unconstrained_direct,12,13.139434814453123,13.907464027404783,0.0166965406388044,0.0172194652259349,0.0,0.0
P1,leave_chemical_system_out,51,C-O-V,unconstrained_hardderived,12,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,51,C-O-V,softconstrained_direct,12,62.01728439331055,65.76988220214844,0.0043668216094374,0.0047750901430845,0.0,0.0
P1,leave_chemical_system_out,51,C-O-V,softconstrained_hardderived,12,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,52,Fe-Ni-O,unconstrained_direct,12,22.863988876342773,26.81844139099121,0.0116171641275286,0.0145845813676714,0.5833333333333334,0.5833333333333334
P1,leave_chemical_system_out,52,Fe-Ni-O,unconstrained_hardderived,12,0.0,0.0,0.0,0.0,0.5833333333333334,0.5833333333333334
P1,leave_chemical_system_out,52,Fe-Ni-O,softconstrained_direct,12,12.97040557861328,15.303060531616213,0.003280725562945,0.0042382371611893,0.0,0.0
P1,leave_chemical_system_out,52,Fe-Ni-O,softconstrained_hardderived,12,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,53,Fe-O-Ti,unconstrained_direct,11,25.62225341796875,31.471651077270508,0.0108702043071389,0.0130369598045945,0.3636363636363636,0.3636363636363636
P1,leave_chemical_system_out,53,Fe-O-Ti,unconstrained_hardderived,11,0.0,0.0,0.0,0.0,0.3636363636363636,0.3636363636363636
P1,leave_chemical_system_out,53,Fe-O-Ti,softconstrained_direct,11,16.161354064941406,18.653398513793945,0.0182819124311208,0.0195751320570707,0.7272727272727273,0.7272727272727273
P1,leave_chemical_system_out,53,Fe-O-Ti,softconstrained_hardderived,11,0.0,0.0,0.0,0.0,0.7272727272727273,0.7272727272727273
P1,leave_chemical_system_out,54,O-W,unconstrained_direct,11,43.01262283325195,46.61954116821289,0.0197839587926864,0.0244703665375709,0.0,0.0
P1,leave_chemical_system_out,54,O-W,unconstrained_hardderived,11,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,54,O-W,softconstrained_direct,11,12.151153564453123,16.31191062927246,0.0037520637270063,0.0050474791787564,0.0,0.0
P1,leave_chemical_system_out,54,O-W,softconstrained_hardderived,11,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,55,Nb-O-P,unconstrained_direct,11,37.05299377441406,38.04117202758789,0.0084281088784337,0.0097446208819746,0.0,0.0
P1,leave_chemical_system_out,55,Nb-O-P,unconstrained_hardderived,11,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,55,Nb-O-P,softconstrained_direct,11,27.08415031433105,35.004730224609375,0.007014587521553,0.0085089253261685,0.7272727272727273,0.7272727272727273
P1,leave_chemical_system_out,55,Nb-O-P,softconstrained_hardderived,11,0.0,0.0,0.0,0.0,0.7272727272727273,0.7272727272727273
P1,leave_chemical_system_out,56,F-Fe,unconstrained_direct,10,38.520057678222656,44.28411102294922,0.0146788042038679,0.0174075774848461,0.7,0.9
P1,leave_chemical_system_out,56,F-Fe,unconstrained_hardderived,10,0.0,0.0,0.0,0.0,0.7,1.1
P1,leave_chemical_system_out,56,F-Fe,softconstrained_direct,10,36.96168899536133,39.5882453918457,0.0173832066357135,0.0195465795695781,0.0,0.0
P1,leave_chemical_system_out,56,F-Fe,softconstrained_hardderived,10,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,57,Mg-Mn-O,unconstrained_direct,10,52.972877502441406,57.38467788696289,0.0243449825793504,0.0269832257181406,0.4,0.4
P1,leave_chemical_system_out,57,Mg-Mn-O,unconstrained_hardderived,10,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,57,Mg-Mn-O,softconstrained_direct,10,68.51637268066406,69.25594329833984,0.0083295414224267,0.0086787799373269,0.2,0.2
P1,leave_chemical_system_out,57,Mg-Mn-O,softconstrained_hardderived,10,0.0,0.0,0.0,0.0,0.2,0.2
P1,leave_chemical_system_out,58,B-Fe-O,unconstrained_direct,9,17.4725341796875,18.011981964111328,0.0170364920049905,0.0183044616132974,1.0,1.0
P1,leave_chemical_system_out,58,B-Fe-O,unconstrained_hardderived,9,0.0,0.0,0.0,0.0,1.0,1.0
P1,leave_chemical_system_out,58,B-Fe-O,softconstrained_direct,9,52.24821472167969,52.57548904418945,0.0266414284706115,0.0271467491984367,0.0,0.0
P1,leave_chemical_system_out,58,B-Fe-O,softconstrained_hardderived,9,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,59,Mn-Ni-O-P,unconstrained_direct,9,32.44124221801758,38.00591659545898,0.0062675843946635,0.0078715328127145,0.0,0.0
P1,leave_chemical_system_out,59,Mn-Ni-O-P,unconstrained_hardderived,9,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,59,Mn-Ni-O-P,softconstrained_direct,9,17.54343605041504,19.29320335388184,0.004502473399043,0.0064250952564179,0.0,0.0
P1,leave_chemical_system_out,59,Mn-Ni-O-P,softconstrained_hardderived,9,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,60,C-Co-O,unconstrained_direct,8,119.80713653564452,123.21044158935548,0.0123839043080806,0.0143098486587405,0.0,0.0
P1,leave_chemical_system_out,60,C-Co-O,unconstrained_hardderived,8,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,60,C-Co-O,softconstrained_direct,8,27.72051239013672,32.30600357055664,0.0164202451705932,0.0167802348732948,0.0,0.0
P1,leave_chemical_system_out,60,C-Co-O,softconstrained_hardderived,8,0.0,0.0,0.0,0.0,0.0,0.0
P1,leave_chemical_system_out,61,C-Cu-O,unconstrained_direct,8,75.84821319580078,75.86842346191406,0.0277854055166244,0.0286226868629455,0.0,0.0
