lambda,protocol,split_name,fold_id,best_validation_score,energy_consistency_mae,energy_consistency_rmse,stability_consistency_mae,stability_consistency_rmse,any_negative_prediction_rate,mean_negative_outputs_per_record
0.0,P1,random_split,0,0.5370766520500183,43.6960334777832,57.78339767456055,0.01645917445421219,0.021034426987171173,0.08794788273615635,0.10749185667752444
0.1,P1,random_split,0,0.5213394859805703,34.3521728515625,45.66365432739258,0.014665987342596054,0.018581228330731392,0.08143322475570032,0.08469055374592833
0.3,P1,random_split,0,0.5275900531560183,28.269088745117188,41.11870193481445,0.012381128966808319,0.015814777463674545,0.048859934853420196,0.05211726384364821
1.0,P1,random_split,0,0.5487425978761167,18.28555679321289,24.51128578186035,0.010172664187848568,0.012344812043011189,0.026058631921824105,0.026058631921824105
3.0,P1,random_split,0,0.6053510949015617,13.769564628601074,19.697391510009766,0.009855170734226704,0.01231890358030796,0.006514657980456026,0.006514657980456026
