protocol,split_name,fold_id,target,mae__softconstrained_direct,mae__softconstrained_hardderived,mae__unconstrained_direct,mae__unconstrained_hardderived,r2__softconstrained_direct,r2__softconstrained_hardderived,r2__unconstrained_direct,r2__unconstrained_hardderived,rmse__softconstrained_direct,rmse__softconstrained_hardderived,rmse__unconstrained_direct,rmse__unconstrained_hardderived,spearman__softconstrained_direct,spearman__softconstrained_hardderived,spearman__unconstrained_direct,spearman__unconstrained_hardderived
P3,leave_chemical_system_out,70,average_voltage,0.711843788001214,0.711843788001214,0.5117989516844241,0.5117989516844241,-0.6156299804601328,-0.6156299804601328,-0.1147795498514059,-0.1147795498514059,0.7193541423731373,0.7193541423731373,0.5975390518279846,0.5975390518279846,0.8214285714285715,0.8214285714285715,0.3214285714285715,0.3214285714285715
P3,leave_chemical_system_out,70,capacity_grav,44.58549779273072,44.58549779273072,45.17282447693144,45.17282447693144,0.4327089593749996,0.4327089593749996,0.5256518306407074,0.5256518306407074,58.43879248029731,58.43879248029731,53.43759271968268,53.43759271968268,0.3706246583305506,0.3706246583305506,0.7783117824941564,0.7783117824941564
P3,leave_chemical_system_out,70,energy_grav,104.55733301121882,120.4025535352598,152.11084908492498,148.9973978084183,0.0167363431769589,0.0194797672235749,-0.0800297842257817,0.0734778118605105,187.4289179254663,187.1672606547903,196.43527105514573,181.9405555160464,0.1785714285714286,0.1785714285714286,0.5714285714285715,0.642857142857143
P3,leave_chemical_system_out,70,max_delta_volume,0.0259011200593677,0.0259011200593677,0.0430779190007609,0.0430779190007609,0.4485925181337001,0.4485925181337001,-0.7577356905693513,-0.7577356905693513,0.0280943734971194,0.0280943734971194,0.0501602635920492,0.0501602635920492,0.7857142857142859,0.7857142857142859,0.7142857142857144,0.7142857142857144
P3,leave_chemical_system_out,70,stability_charge,0.0178973258113097,0.0178973258113097,0.0244916958825068,0.0244916958825068,-0.1861794184907281,-0.1861794184907281,-1.93458403983211,-1.93458403983211,0.0238688701310959,0.0238688701310959,0.0375430839868559,0.0375430839868559,-0.5714285714285715,-0.5714285714285715,-0.3928571428571429,-0.3928571428571429
P3,leave_chemical_system_out,70,stability_discharge,0.0272100873226967,0.0272100873226967,0.0275548150432298,0.0275548150432298,-0.3385876794485905,-0.3385876794485905,-0.5266939320671087,-0.5266939320671087,0.0283318195988786,0.0283318195988786,0.0302570822501604,0.0302570822501604,-0.3928571428571429,-0.3928571428571429,-0.1785714285714286,-0.1785714285714286
P3,leave_chemical_system_out,70,stability_worst,0.0077267201345535,0.0197916417199726,0.016422641625532,0.0208208129342977,-0.5767908583704311,-7.485854804076212,-7.113890212610226,-8.796301920160346,0.0092726066063386,0.0215110983876056,0.0210343623910408,0.0231124438529936,-0.1428571428571428,-0.2857142857142857,-0.3928571428571429,-0.5357142857142858
P3,leave_chemical_system_out,71,average_voltage,0.5750495257035091,0.5750495257035091,0.4649475638829466,0.4649475638829466,-2.4019450276038,-2.4019450276038,-1.6712472310601991,-1.6712472310601991,0.6734599512597885,0.6734599512597885,0.5967675108692783,0.5967675108692783,0.2142857142857143,0.2142857142857143,0.3928571428571429,0.3928571428571429
P3,leave_chemical_system_out,71,capacity_grav,14.279228490137095,14.279228490137095,21.13636281250908,21.13636281250908,0.1854332357944966,0.1854332357944966,-0.2097274543438443,-0.2097274543438443,19.97732457734586,19.97732457734586,24.34544690280763,24.34544690280763,0.7092081432669753,0.7092081432669753,0.2909571869813232,0.2909571869813232
P3,leave_chemical_system_out,71,energy_grav,92.3042867303486,95.10675952610754,107.24073978276908,119.14497120726146,0.303626864244488,0.1520218554569262,-0.0736289431778958,-0.2700559169325602,100.95840413457448,111.40733926157613,125.3569964734868,136.34301505250758,0.6785714285714287,0.6785714285714287,0.5714285714285715,0.25
